gene,memory.CD8.T.cells,naive.CD8.T.cells
TCR- alpha V 33.1,13.205774516697495,11.392581355748606
TCR-alpha,147.03911592823363,171.81420614060676
TCRA,66.57305447953465,120.561788536383
TCRAVN1,40.200896700996864,16.802964640804703
TCRBV12S3,60.42612143442442,55.37800363474267
TCRBV15S1,102.96964889434766,188.78364222753078
TCRDV2,646.6150507293055,26.57782001312276
TCRVA15,51.282961871892525,66.83457519614339
TCTA,196.87705371687025,255.64243488830897
TCTE1,29.12305202671557,39.776852983506956
TCTE3,21.242247871520128,13.199696427837594
TCTEX1D1,9.282189979605803,12.536544974206521
TCTEX1D2,155.43206828871212,92.24041682740713
TCTN1,31.70135342305967,36.96778065576733
TCTN2,933.2013526865699,1206.3906030391254
TCTN3,100.49075424477809,109.5644553497104
TDG,347.57630222798656,439.0851399109088
TDGF1,23.68175557345045,25.682418251164947
TDH,17.352022738708463,14.98103834320868
TDO2,11.343228126153988,13.205774516697495
TDP1,46.13422495225865,83.50910652543018
TDP2,169.29609172295574,103.72780251888815
TDRD1,11.060092391790272,13.829294072758891
TDRD10,12.964553223261198,13.826437205800937
TDRD12,33.600001018788824,27.474624826074596
TDRD3,99.6986925047483,57.71054971691785
TDRD5,11.630039661122074,10.378440632113819
TDRD6,12.378672183256764,11.769978442004685
TDRD7,251.0584201651452,268.46182749009995
TDRD9,18.555081230481967,12.159933492950953
TDRG1,16.326679867152677,15.78896688869958
TDRKH,19.43757260493264,13.116723243731078
TDRP,19.673211977660387,22.58864498454603
TEAD1,11.15988417878929,13.024269700430104
TEAD2,60.35484894974443,74.10088977040637
TEAD3,12.3029260228797,11.701930073615117
TEAD4,24.33883507604286,35.65637615936183
TEC,65.55303728269683,20.420773731208115
TECPR1,228.5371971521218,362.17471475965743
TECPR2,35.79021086322635,20.61539240269402
TECR,138.6960520268897,307.8618443828814
TECRL,7.007946682632063,9.067742745246804
TECTA,23.83874612195887,30.210423831954863
TECTB,18.394961175317622,14.285926755606969
TEDDM1,11.828214587716982,13.232733953924033
TEF,40.341940085796786,36.32843508512671
TEFM,391.58228498526717,1130.6296212687712
TEK,12.190157716533697,13.748227000316474
TEKT1,35.373744723277014,34.93050631515693
TEKT2,36.96029624622264,42.6392534115777
TEKT3,16.13929434489596,15.357687771754865
TEKT5,19.199726868158926,22.811774425302062
TELO2,140.0258845707295,224.65679138549416
TEN1,70.90110799405394,76.06617441370922
TENC1,46.89458849289262,79.63907174971033
TENM1,414.5443592587155,216.07921661023414
TENM2,13.789646679424113,12.79352668368886
TENM3,23.106464822193686,24.31990882296784
TENM4,17.84442881399464,19.34533009582271
TEP1,116.88199109650344,61.05973257501926
TEPP,23.812935291400187,37.081370122894434
TERF1,478.54969175176427,416.9108005629959
TERF2,69.68487494095044,65.60644149342633
TERF2IP,1696.3038532260603,1368.1089048531412
TERT,41.25302275417107,44.973164133050844
TES,685.2195943978168,349.37986422742983
TESC,55.33297661288957,36.218012183174125
TESK1,112.9816099464233,92.99602460855678
TESK2,119.12704010742574,196.7905825266966
TESPA1,219.51839110081812,799.2598880398473
TET1,28.40791065776649,53.798721658847114
TET2,175.4923296022281,149.40124917930987
TET3,113.58411868907464,127.66474627709096
TEX10,274.78420772656466,452.81187465353014
TEX101,30.633864789582873,171.32709557656403
TEX11,15.912196165942781,16.518033608144925
TEX12,18.231796292378892,11.54642249461564
TEX13A,19.513861735496498,21.914940523301482
TEX13B,19.614612692317984,19.444676807663917
TEX14,16.061007537215758,20.91280242770896
TEX15,8.78723979605584,8.689837901738077
TEX19,24.443965437170693,25.664329966466155
TEX2,108.80867450986767,72.2359965398859
TEX22,58.43086870515064,60.97120595805532
TEX26,10.77737875836521,10.356226441118782
TEX26-AS1,17.978999057977845,16.061643414348236
TEX261,179.29762837942525,301.63238886721297
TEX264,124.87498885851288,154.5150338958603
TEX28,29.851513168999,22.467050953519973
TEX29,25.21049480357918,23.686705243992968
TEX30,49.83004078798299,32.23217562241296
TEX33,12.620483471875438,15.898793380142383
TEX35,22.076503343304537,27.832507551404635
TEX36,10.477669470430188,10.591673009407558
TEX36-AS1,9.331059607724047,10.740448630918774
TEX37,16.59252653405156,14.432046756427441
TEX38,27.41601441478416,21.482029882527215
TEX40,25.555798337657215,27.043584068817033
TEX41,8.202539429433541,8.336320448037966
TEX43,10.532898912190849,10.763331768044772
TEX9,10.0990994030112,11.015342674544845
TF,31.598654174018016,25.71380077916912
TFAM,292.06350613020066,507.4359798875031
TFAP2A,12.821218580871573,12.720333017206817
TFAP2A-AS1,26.548849879405804,32.58473418677385
TFAP2B,13.578088534476318,17.479899469091414
TFAP2C,12.858553196502534,15.58966006200593
TFAP2D,16.357446002276255,18.25552058296158
TFAP2E,79.88118785256768,256.5516258687351
TFAP4,36.257053591606706,38.20874148346677
TFB1M,45.670661536492716,67.04887506264325
TFB2M,81.92758523264867,69.44061529404236
TFCP2,123.74876203949265,60.01859221691687
TFCP2L1,29.575811225537187,21.57747787456868
TFDP1,279.4223398981887,209.36044779178133
TFDP2,280.9216858531257,121.08294172493677
TFDP3,18.742395959180786,19.552593119081237
TFE3,80.44774122206022,120.13772739106469
TFEB,67.73949594984575,24.782606742097894
TFEC,8.02670189436905,8.35248293313711
TFF1,23.720769858249895,20.885439219591902
TFF2,23.10188186255279,25.72507443026359
TFF3,57.70413094316105,69.5911680881418
TFG,158.2340626832636,179.8344341975823
TFIP11,204.83294347421813,208.27117339728525
TFPI,9.05877419726539,9.436213021045438
TFPI2,10.399745204828328,12.301962846122118
TFPT,223.52213484474106,424.9573606096569
TFR2,75.7360111353176,51.37199774391237
TFRC,330.427199700483,186.72211281051352
TG,25.97573052289584,24.71327694404824
TGDS,42.26147929294547,19.597193169316434
TGFA,22.062394874240795,25.21288806145204
TGFB1,268.30474473977864,121.98496773471612
TGFB1I1,12.357350659512141,13.563634123834007
TGFB2,14.381147398649293,14.496269474416582
