Symbol,CD4.T.cells,CD8.T.cells,monocytic.lineage,neutrophils,B.cells,NK.cells
SCAMP1,23.1,32.3,27.8,15.3,12.0,16.3
SCAMP1-AS1,144.4,173.3,57.3,3.8,155.5,243.4
SCAMP2,280.3,272.3,317.6,180.7,307.7,168.6
SCAMP3,383.8,347.8,307.2,67.7,389.4,320.6
SCAMP4,7.3,18.2,2.0,12.0,14.8,13.1
SCAMP5,2.7,3.1,1.4,1.4,2.6,1.4
SCAMPER,10.3,22.1,3.3,22.9,20.5,14.1
SCAND1,391.6,461.2,640.9,304.9,470.9,481.1
SCAND2P,3.1,8.1,2.5,2.4,16.8,13.5
SCAP,312.5,337.7,300.0,626.6,375.5,372.1
SCAPER,13.0,15.4,13.0,5.8,33.9,23.5
SCARA3,1.2,12.2,0.3,5.8,0.9,5.1
SCARA5,1.3,2.3,2.7,1.6,1.6,1.3
SCARB1,5.7,0.8,1.9,0.9,2.1,1.4
SCARB2,33.0,25.9,70.6,11.1,33.8,25.2
SCARF1,20.9,25.4,87.1,286.7,1.3,13.8
SCARF2,0.8,2.0,0.6,0.9,0.9,1.2
SCARNA13,16.9,36.0,8.4,16.0,25.9,35.2
SCARNA15,223.1,263.7,80.5,45.7,217.3,161.3
SCARNA16,91.3,58.4,51.4,32.6,117.9,74.2
SCARNA17,765.9,503.0,63.3,32.3,60.5,540.2
SCARNA2,68.5,29.6,3.4,18.5,59.2,4.8
SCART1,12.1,28.3,3.3,3.0,15.5,14.4
SCCPDH,23.0,44.7,62.8,31.9,39.6,53.8
SCD,4.4,3.0,2.2,1.4,2.2,1.6
SCD5,1.9,2.7,3.5,4.5,2.5,8.7
SCEL,0.8,0.6,0.4,1.5,0.6,0.4
SCFD1,74.2,39.7,28.0,32.4,91.8,58.9
SCFD2,59.0,84.2,46.3,4.2,72.2,64.3
SCG2,0.7,1.5,0.9,10.4,8.5,1.7
SCG3,5.2,0.4,1.3,0.3,0.6,0.3
SCG5,2.8,3.2,1.9,0.6,17.5,16.0
SCGB1A1,0.8,11.0,1.1,23.3,1.6,1.0
SCGB1C1,2.2,13.6,6.9,1.4,1.2,1.0
SCGB1D1,0.6,1.3,11.8,1.4,2.4,1.3
SCGB1D2,0.6,1.3,24.5,1.1,1.5,3.0
SCGB2A1,1.4,1.4,0.9,1.2,0.9,0.9
SCGB2A2,7.9,5.4,10.9,9.0,9.6,15.0
SCGB2B2,1.1,18.4,8.9,2.3,10.0,0.9
SCGB3A1,169.4,137.1,1.8,23.2,3.0,6.6
SCGB3A2,2.7,1.0,10.8,3.3,2.2,2.6
SCGN,2.2,2.7,3.3,3.4,3.0,1.7
SCHIP1,6.5,5.8,0.4,1.4,5.9,0.7
SCIMP,3.7,3.0,1.3,9.6,30.0,13.8
SCIN,0.7,0.4,2.1,0.5,7.8,0.7
SCLT1,25.8,19.9,30.5,130.1,21.6,29.6
SCLY,12.0,14.8,2.8,23.9,16.2,13.9
SCMH1,60.8,77.3,39.8,37.6,135.7,43.1
SCML1,206.8,99.1,74.3,39.4,81.4,45.1
SCML2,141.6,124.5,172.8,78.4,100.6,70.9
SCML4,55.4,47.2,2.6,28.5,26.0,32.1
SCN10A,25.1,1.4,19.9,19.7,0.9,11.5
SCN11A,11.7,7.0,2.5,0.6,9.2,11.4
SCN1A,0.5,3.2,5.0,5.0,0.9,0.5
SCN1B,5.4,30.8,30.0,28.1,4.0,13.3
SCN2A,0.3,0.8,0.5,0.9,11.4,2.0
SCN2B,1.5,1.7,2.0,2.5,0.6,1.5
SCN3A,0.5,0.3,0.4,1.3,373.3,0.4
SCN3B,2.4,0.8,1.8,1.0,0.6,1.0
SCN4A,1.7,6.9,11.3,1.0,28.0,7.3
SCN4B,0.9,1.9,6.1,1.5,1.7,2.2
SCN5A,26.0,55.2,24.3,18.2,71.1,26.4
SCN7A,1.2,5.9,1.3,1.4,2.6,7.3
SCN8A,2.1,1.1,1.7,1.3,1.1,0.7
SCN9A,1.7,7.6,2.8,15.7,6.5,1.7
SCNM1,305.0,391.1,813.7,656.2,311.2,401.9
SCNN1A,2.9,17.2,1.1,3.5,3.8,2.3
SCNN1B,8.2,5.8,2.1,2.6,17.2,11.3
SCNN1D,16.5,9.1,10.7,7.9,3.7,13.4
SCNN1G,2.1,1.7,0.6,1.6,1.0,0.6
SCO1,91.0,108.6,142.9,20.5,141.3,123.4
SCO2,306.9,252.9,2464.8,2049.2,394.1,189.2
SCOC,255.4,201.8,140.2,52.7,183.8,153.1
SCOC-AS1,1.6,2.4,1.0,1.7,7.0,2.5
SCP2,1643.7,2316.4,2230.4,290.7,1359.1,2198.5
SCP2D1,12.9,2.5,2.4,9.6,1.7,1.4
SCPEP1,8.6,7.1,47.0,17.9,27.7,0.9
SCRG1,3.0,15.0,8.2,15.5,15.4,8.5
SCRIB,335.1,354.3,268.2,126.1,335.8,422.6
SCRN1,38.3,102.3,353.6,94.4,614.3,322.9
SCRN2,30.1,12.2,9.6,5.7,30.1,24.6
SCRN3,6.3,9.1,6.0,1.7,9.1,4.5
SCRT1,2.9,3.6,2.0,14.1,2.4,1.7
SCT,1.5,1.0,1.1,4.0,1.4,1.2
SCTR,4.6,0.7,6.7,2.7,0.9,1.3
SCUBE1,2.4,8.8,2.5,4.2,2.0,1.8
SCUBE2,1.4,1.8,13.2,1.5,1.2,3.4
SCUBE3,6.4,15.8,5.6,3.7,3.0,6.5
SCYL1,1.9,1.1,4.2,1.5,1.3,3.2
SCYL2,56.5,24.2,37.8,49.6,24.5,27.9
SCYL3,300.5,263.9,109.0,212.1,212.1,219.3
SDAD1,63.9,41.5,24.5,1.1,33.5,31.8
SDC1,16.0,3.6,11.2,12.7,37.7,5.0
SDC2,0.9,1.7,12.8,20.2,2.7,1.4
SDC3,2.4,2.3,3.2,6.2,4.3,2.7
SDC4,55.6,17.6,56.4,31.3,20.3,28.3
SDCBP,2421.8,1995.6,11253.1,16808.8,1330.8,2340.3
SDCBP2,14.4,10.2,8.4,63.2,25.9,24.1
SDCBP2-AS1,25.6,16.2,6.6,6.5,5.7,9.4
SDCCAG3,26.7,2.7,4.3,7.8,31.2,1.9
SDCCAG8,35.5,31.0,65.0,29.4,36.4,34.9
SDE2,47.8,67.7,57.3,224.9,104.1,78.9
SDF2,285.3,320.2,357.6,570.8,208.9,296.8
SDF2L1,238.4,364.5,289.1,47.7,984.8,539.5
SDF4,336.9,253.8,330.3,304.0,359.1,533.6
SDHA,336.3,267.2,250.3,140.9,271.4,285.0
SDHAF1,246.3,184.2,201.8,54.0,227.6,144.9
SDHAF2,452.4,533.7,354.8,419.9,354.3,616.7
SDHAP1,300.0,244.7,194.1,138.2,271.4,263.5
SDHAP2,300.0,244.7,194.1,138.2,271.4,263.5
SDHAP3,54.9,115.3,13.0,66.2,101.5,30.7
SDHB,55.6,70.1,26.6,43.0,60.3,49.3
SDHC,49.3,30.0,6.9,16.5,17.5,21.5
SDHD,2.7,4.6,2.1,2.2,48.5,48.2
SDK1,0.8,9.2,2.5,0.6,6.6,2.7
SDK2,1.8,5.5,2.9,2.3,11.9,3.8
SDPR,1.6,3.3,8.6,10.9,2.4,1.3
SDR16C5,8.6,7.8,9.2,9.3,446.7,0.6
SDR39U1,577.8,657.9,446.6,95.4,721.3,655.1
SDR42E1,17.7,23.8,9.6,11.5,23.7,18.1
SDR9C7,16.0,2.5,0.4,15.2,8.5,1.2
SDS,2.7,7.3,11.5,10.2,26.4,3.3
SDSL,1.6,2.1,22.4,1.7,2.7,2.6
SEBOX,7.7,1.5,2.3,1.4,9.6,1.1
SEC11A,1330.6,1373.0,3087.5,1518.4,1514.2,2082.4
SEC11C,27.0,25.4,7.0,21.3,102.0,39.4
SEC13,478.2,456.5,768.9,471.2,770.2,547.1
SEC14L1,3.5,1.2,2.0,44.7,2.5,2.0
SEC14L1P1,96.9,88.9,28.7,14.6,78.6,93.2
SEC14L2,13.9,1.1,0.9,1.4,1.6,1.8
SEC14L3,0.8,2.4,3.3,1.1,0.6,1.7
SEC14L4,5.6,2.5,2.6,6.5,2.4,10.5
SEC14L5,20.3,18.4,23.0,22.6,21.4,33.7
SEC16A,775.3,937.6,770.6,685.8,737.8,961.8
SEC16B,1.2,1.2,0.6,0.8,2.5,0.7
SEC1P,2.6,27.1,9.6,3.5,29.5,21.4
SEC22A,68.7,54.7,61.1,12.5,73.5,67.5
SEC22B,273.0,423.0,536.2,465.3,267.1,438.3
SEC22C,1.0,2.4,1.8,0.8,2.2,3.8
SEC23A,143.5,86.0,109.9,73.5,106.5,97.2
SEC23B,152.3,133.9,317.8,269.7,181.9,157.8
SEC23IP,47.0,27.3,18.1,7.7,51.1,36.5
SEC24A,37.4,45.7,34.6,20.2,64.4,27.1
SEC24B,1005.9,963.0,899.2,1079.4,911.6,995.7
SEC24B-AS1,85.8,83.7,32.9,31.3,95.5,79.1
SEC24C,591.1,713.4,483.4,521.5,446.5,828.5
SEC24D,25.1,25.7,24.5,20.8,55.5,41.2
SEC31A,1096.2,1074.1,1349.2,174.5,1399.1,1027.1
SEC31B,223.9,149.2,64.1,8.2,160.6,115.4
SEC61A1,54.2,61.9,67.4,40.1,202.6,73.2
SEC61A2,33.6,30.9,16.4,21.2,40.1,38.6
SEC61B,62.3,63.9,43.9,35.4,63.9,130.4
SEC61G,1159.9,1654.8,1291.8,205.6,2366.5,1640.8
SEC62,272.3,160.4,160.5,35.3,341.3,153.8
SEC63,13.7,27.1,1.4,4.9,1.3,0.3
SECISBP2,478.2,472.7,336.7,494.6,453.4,404.4
SECISBP2L,296.7,118.1,115.1,122.5,247.8,119.7
SECTM1,34.3,5.0,758.5,2138.8,16.5,37.5
SEH1L,79.3,77.0,145.7,17.5,111.8,89.3
SEL1L,32.4,40.0,37.5,58.6,47.3,35.7
SEL1L2,0.4,0.6,0.2,0.3,0.2,0.6
SEL1L3,19.6,36.7,5.5,4.3,8.9,17.1
SELE,0.4,6.1,10.3,0.7,0.6,5.5
SELENBP1,6.4,12.2,2.1,11.0,3.0,14.0
SELK,1446.5,1952.0,1633.2,1732.0,2437.4,1891.9
SELL,4738.1,3684.9,5788.6,11129.4,4986.9,3590.9
SELM,407.5,299.9,15.8,0.7,249.4,32.4
SELO,180.7,191.6,282.9,271.6,169.3,242.2
SELP,57.9,31.1,36.7,111.4,27.4,40.5
SELPLG,169.1,181.9,127.7,647.1,5.2,188.7
SELT,246.7,266.1,363.8,362.8,293.2,309.9
SEMA3A,0.5,0.5,0.3,0.4,0.4,0.4
SEMA3B,1.8,2.3,2.9,5.5,3.0,5.5
SEMA3C,0.9,11.1,35.5,31.8,0.4,13.5
SEMA3D,0.9,0.7,1.0,1.0,1.8,9.8
SEMA3E,1.7,0.6,6.6,5.0,1.5,1.1
SEMA3F,2.4,2.1,1.0,5.9,1.3,5.5
SEMA3G,22.9,4.2,2.4,20.7,114.0,1.7
SEMA4A,1.6,14.1,45.5,124.1,35.4,2.0
SEMA4B,56.6,70.6,214.1,607.7,706.4,52.3
SEMA4C,171.6,95.7,46.7,8.2,2.4,199.1
SEMA4D,378.0,342.3,276.5,2112.4,131.9,343.5
SEMA4F,19.7,12.3,0.9,3.6,36.5,35.2
SEMA4G,0.7,2.8,1.3,1.1,1.0,1.0
SEMA5A,1.9,5.9,2.1,1.6,1.4,2.1
SEMA5B,33.0,13.1,18.5,17.9,34.8,43.2
SEMA6A,1.5,0.6,0.6,1.1,1.1,0.4
SEMA6B,10.3,10.0,7.9,9.0,4.6,1.5
SEMA6C,1.7,4.8,1.4,3.8,5.0,2.2
SEMA6D,1.0,0.9,0.5,0.7,3.0,1.6
SEMA7A,15.7,3.5,1.3,18.5,4.0,24.9
SEMG1,1.3,1.7,0.6,69.9,0.8,3.0
SEMG2,4.4,6.0,7.8,12.6,0.8,0.8
SENCR,29.8,73.1,116.7,105.6,35.8,98.2
SENP1,69.3,35.6,30.0,5.9,33.3,25.0
SENP2,68.9,85.0,91.5,70.7,71.6,78.6
SENP3,78.0,72.8,49.9,31.9,82.9,93.8
SENP3-EIF4A1,78.0,88.9,83.8,31.9,119.4,93.8
SENP5,17.7,25.8,27.8,25.7,22.2,21.7
SENP6,254.6,162.9,186.8,479.7,194.0,162.5
SENP7,71.1,55.5,37.9,72.3,44.9,73.4
SENP8,19.5,11.6,12.6,10.0,2.3,13.8
SEP15,3717.6,3962.5,4030.3,2427.6,3850.9,3406.2
SEPHS1,110.8,94.8,98.5,2.3,138.2,101.8
SEPHS2,948.6,748.8,838.9,1469.9,774.9,886.4
SEPN1,88.2,52.9,83.3,18.3,35.3,39.0
SEPP1,21.2,18.5,1.8,11.4,21.1,8.6
SEPSECS,28.0,17.9,4.0,7.4,4.6,4.7
SEPSECS-AS1,41.7,45.0,31.1,36.0,46.0,54.0
SEPT1,424.2,327.3,16.0,29.3,192.6,299.2
SEPT10,16.1,9.3,28.2,5.6,13.2,6.4
SEPT11,23.2,26.7,7.1,1.2,2.9,26.6
SEPT12,1.7,1.3,3.1,4.2,2.1,1.1
SEPT2,101.0,94.1,54.0,79.4,102.9,94.1
SEPT3,48.1,11.6,23.8,22.7,50.6,13.2
SEPT4,1.3,1.9,1.2,4.1,2.8,1.5
SEPT5,10.3,1.4,1.6,2.5,3.9,2.2
SEPT5-GP1BB,1.5,1.4,1.6,2.5,2.9,2.2
SEPT6,529.5,424.0,48.9,68.8,447.2,278.8
SEPT7,8.5,21.6,0.8,15.8,15.9,24.1
SEPT7P2,55.4,24.9,11.8,2.0,14.0,17.9
SEPT7P9,62.0,62.5,68.1,23.2,63.0,52.7
SEPT8,27.1,19.2,6.3,2.1,2.4,2.1
SEPT9,221.6,111.3,63.0,48.0,86.0,161.3
SEPW1,912.9,799.1,621.9,64.0,401.5,866.1
SERAC1,24.8,27.1,37.7,13.5,34.8,53.5
SERBP1,196.2,171.3,140.4,50.8,153.6,124.8
SERF1A,169.8,170.2,33.9,38.4,113.4,166.1
SERF1B,169.8,170.2,33.9,38.4,113.4,166.1
SERF2,273.6,287.9,236.9,147.2,176.7,224.3
SERF2-C15ORF63,434.4,594.6,460.7,147.2,548.6,561.4
SERGEF,8.4,16.1,1.0,6.4,1.5,11.9
SERHL,5.1,2.9,4.3,2.8,17.6,2.8
SERHL2,5.1,2.9,4.3,2.8,17.6,2.8
SERINC1,2947.0,2758.3,3498.5,6571.4,2114.9,2670.4
SERINC2,2.2,1.4,3.4,1.4,2.0,1.8
SERINC3,732.2,637.0,610.5,1355.0,361.7,658.4
SERINC5,1727.5,1040.4,1284.4,936.4,73.7,207.7
SERP1,44.0,52.7,15.7,10.5,76.9,56.6
SERP2,1.1,0.8,0.6,0.8,1.7,0.5
SERPINA1,1.2,0.5,8.5,7.9,11.0,9.4
SERPINA10,5.1,9.5,5.0,1.0,1.8,4.2
SERPINA12,3.2,16.1,16.0,5.2,14.4,12.2
SERPINA2,3.0,2.2,3.2,2.6,3.4,15.6
SERPINA3,2.3,1.8,1.3,2.3,2.0,2.2
SERPINA4,3.5,7.6,11.9,8.5,4.7,4.2
SERPINA5,3.3,6.9,2.5,3.4,10.7,4.1
SERPINA6,3.8,7.4,2.8,1.4,6.1,2.7
SERPINA7,22.0,0.7,1.5,2.8,5.6,8.9
SERPINA9,22.8,26.7,33.6,39.4,29.7,10.2
SERPINB1,90.1,37.6,78.8,343.1,28.6,64.7
SERPINB10,0.6,11.4,27.9,12.5,1.4,2.6
SERPINB11,0.6,9.8,13.2,17.5,12.4,6.0
SERPINB12,11.9,15.9,2.0,14.3,17.5,7.5
SERPINB13,1.0,0.5,0.3,0.2,0.3,0.6
SERPINB2,10.1,5.6,231.4,3.4,7.5,2.7
SERPINB3,0.4,0.3,0.1,0.3,5.8,1.4
SERPINB4,0.8,0.8,0.8,0.8,6.9,1.2
SERPINB5,6.7,0.9,0.5,1.4,3.6,0.6
SERPINB6,0.3,2.5,2.8,0.3,0.6,0.3
SERPINB7,4.2,2.0,3.3,6.7,1.0,3.9
SERPINB8,24.3,21.6,39.0,48.2,14.8,26.6
SERPINB9,52.7,38.2,68.0,12.4,43.4,53.8
SERPINB9P1,64.8,42.3,44.5,60.2,208.0,42.3
SERPINC1,3.1,1.4,0.9,2.5,1.0,2.6
SERPIND1,1.3,2.4,9.5,14.0,0.8,2.5
SERPINE1,2.1,3.1,1.4,5.2,2.0,1.4
SERPINE2,10.3,8.4,2.8,2.3,0.5,2.0
SERPINF1,46.6,86.2,84.1,10.2,150.6,3.8
SERPINF2,11.1,22.5,33.6,4.5,55.9,15.4
SERPING1,1.7,2.2,81.2,188.0,1.4,1.1
SERPINH1,35.0,29.5,6.8,1.7,6.2,24.5
SERPINI1,107.5,172.2,14.8,38.6,190.3,214.2
SERPINI2,1.0,1.9,20.7,2.9,0.7,5.0
SERTAD1,197.8,344.8,271.5,387.6,226.5,632.1
SERTAD2,627.2,609.4,917.6,649.0,801.1,591.3
SERTAD3,57.5,123.7,105.1,178.6,131.6,138.4
SERTAD4,0.6,1.1,2.1,0.9,0.5,0.6
SERTAD4-AS1,11.6,2.0,0.9,14.9,16.3,2.2
SERTM1,7.3,4.4,4.7,5.1,9.2,7.4
SESN1,821.7,350.2,130.4,114.6,611.2,611.7
SESN2,78.9,102.0,50.8,96.7,66.0,114.0
SESN3,10.6,2.7,3.3,2.3,1.6,0.5
SESTD1,31.2,18.3,116.7,77.4,181.1,23.0
SET,985.0,1546.9,1032.4,452.8,883.5,974.5
SETBP1,35.7,139.4,40.1,42.6,593.8,224.6
SETD1A,41.7,2.5,3.2,10.2,45.8,32.7
SETD1B,1453.9,938.2,914.4,1826.7,1003.5,1126.5
SETD2,275.7,188.4,150.2,108.6,116.7,60.2
SETD3,14.2,36.0,49.6,43.6,40.6,43.3
SETD4,3.5,13.5,7.6,2.4,1.9,36.8
SETD5,29.3,12.5,9.2,21.5,18.6,20.0
SETD6,174.1,148.5,77.3,16.5,169.0,153.7
SETD7,16.8,0.5,21.6,5.0,8.9,0.4
SETD8,44.8,46.6,40.7,74.8,49.0,58.4
SETD9,3.7,1.2,5.5,4.4,2.9,11.0
SETDB1,41.1,59.3,64.0,45.8,50.7,66.2
SETDB2,25.8,14.9,17.7,10.9,26.2,8.9
SETMAR,17.6,4.5,6.5,10.5,6.2,3.9
SETP4,985.0,1546.9,1032.4,452.8,883.5,974.5
SETSIP,985.0,1546.9,1032.4,452.8,883.5,974.5
SETX,104.0,52.1,82.0,94.6,39.9,53.5
SEZ6,1.8,2.0,2.5,3.3,8.3,1.2
SEZ6L,1.1,4.1,4.4,2.6,1.9,1.7
SEZ6L2,2.2,3.8,2.0,6.3,2.5,7.1
SF1,14.8,20.3,1.5,40.4,27.9,12.9
SF3A1,119.1,158.0,106.3,217.7,133.8,136.5
SF3A2,85.2,118.5,68.4,4.5,79.6,91.3
SF3A3,579.4,562.7,438.7,142.5,440.7,492.1
SF3B1,174.0,78.1,64.6,114.0,86.7,86.8
SF3B2,17.7,39.1,55.3,71.1,38.8,39.9
SF3B3,64.7,59.8,41.2,4.9,52.4,59.8
SF3B4,245.9,291.0,362.2,315.2,203.9,315.3
SF3B5,1493.5,1867.4,1921.8,851.9,2338.8,1695.3
SF3B6,71.4,63.6,12.9,59.0,41.7,49.8
SFI1,222.3,164.7,40.3,70.9,79.5,153.7
SFMBT1,48.4,32.4,25.1,26.3,23.6,28.2
SFMBT2,2.1,1.4,2.3,2.2,3.0,1.5
SFN,16.4,29.1,4.2,2.8,15.7,36.0
SFPQ,46.9,41.3,29.0,23.2,12.9,17.1
SFR1,139.9,157.6,198.2,63.3,186.4,198.1
SFRP1,2.5,8.1,7.4,8.2,3.4,8.0
SFRP2,0.5,2.3,2.3,2.0,2.9,0.5
SFRP4,0.5,5.9,0.9,8.2,1.4,0.5
SFRP5,11.1,6.1,2.3,3.0,2.2,1.4
SFSWAP,40.2,12.2,7.1,1.2,2.5,2.5
SFT2D1,4.3,13.6,20.3,29.9,16.0,10.2
SFT2D2,60.2,118.9,254.0,69.0,101.2,103.0
SFT2D3,0.7,2.6,0.9,0.6,0.9,0.6
SFTA1P,1.2,1.8,2.9,13.0,3.6,3.5
SFTA2,0.9,1.8,1.9,7.7,2.3,11.2
SFTA3,9.0,3.2,0.4,9.6,7.4,9.8
SFTPA1,0.7,2.4,2.2,1.7,4.7,0.7
SFTPA2,0.7,2.4,2.2,1.7,4.7,0.7
SFTPB,1.1,2.5,20.9,4.8,8.8,2.0
SFTPC,1.6,1.5,1.2,2.2,1.7,1.0
SFTPD,1.5,3.2,25.4,13.0,14.0,2.6
SFXN1,217.6,226.9,19.3,20.6,104.4,140.1
SFXN2,52.5,63.7,12.0,7.6,75.0,66.3
SFXN3,226.8,224.2,281.9,60.2,115.0,309.7
SFXN4,15.4,40.9,15.1,10.9,24.7,28.3
SFXN5,5.0,1.1,5.3,1.7,4.1,8.3
SGCA,1.0,1.4,1.4,8.9,2.2,1.4
SGCB,2.7,15.2,1.0,1.5,11.1,1.8
SGCD,1.5,8.8,1.6,0.8,0.8,0.8
SGCE,42.5,78.1,4.7,14.8,96.0,9.7
SGCG,0.7,9.3,0.7,1.0,1.5,1.8
SGCZ,6.6,5.2,1.4,12.0,1.1,2.0
SGIP1,0.9,0.3,0.6,5.7,1.0,7.5
SGK1,387.9,166.7,6153.1,9422.7,725.3,56.4
SGK2,1.6,13.6,0.4,4.2,4.3,6.9
SGK223,1058.1,919.6,168.9,54.0,423.5,428.4
SGK3,81.7,64.7,47.2,51.7,52.0,34.9
SGK494,89.7,80.0,59.6,53.3,84.8,67.1
SGMS1,336.7,243.5,624.8,672.1,352.7,269.4
SGMS2,0.9,0.4,97.2,11.4,0.9,0.8
SGOL1,0.6,9.2,1.2,4.8,31.7,9.1
SGOL2,67.5,72.8,43.8,24.4,79.2,86.1
SGPL1,8.9,10.3,28.9,23.4,9.6,14.7
SGPP1,233.1,224.2,191.0,152.7,369.9,280.9
SGPP2,16.4,6.1,0.7,1.5,7.7,1.3
SGSH,94.9,35.3,111.1,7.8,9.5,85.1
SGSM1,3.7,14.8,5.6,4.9,8.1,45.2
SGSM2,171.6,90.5,68.2,34.6,82.8,107.4
SGSM3,77.9,92.0,40.6,28.6,111.5,66.3
SGTA,57.3,73.1,73.2,86.9,83.9,63.1
SGTB,82.6,15.0,29.4,22.4,7.3,12.5
SH2B1,241.2,231.0,87.7,48.2,202.3,165.2
SH2B2,136.4,166.5,172.8,590.8,655.3,121.1
SH2B3,366.5,484.3,1667.2,1216.8,371.8,642.2
SH2D1A,118.7,208.8,4.8,2.5,2.5,192.1
SH2D1B,10.8,9.3,24.0,25.4,3.4,541.5
SH2D2A,229.2,404.3,8.9,30.8,13.9,1000.3
SH2D3A,43.5,73.8,4.7,4.7,81.9,36.5
SH2D3C,24.1,27.5,39.3,160.8,28.2,29.9
SH2D4A,22.7,21.7,21.8,10.0,16.8,10.4
SH2D4B,7.0,12.6,5.5,10.3,14.6,17.7
SH2D5,16.9,7.0,12.9,4.3,6.0,6.4
SH2D6,6.7,1.6,2.3,2.9,3.8,1.3
SH3BGR,25.9,34.6,3.9,19.7,28.9,17.5
SH3BGRL,791.2,962.7,2799.5,1161.9,1258.3,977.2
SH3BGRL2,10.0,74.0,15.6,6.5,6.3,4.3
SH3BGRL3,2548.1,2785.4,4146.0,3083.4,1330.9,2664.6
SH3BP1,89.9,97.4,92.6,3.4,99.2,122.4
SH3BP2,40.2,74.0,79.4,50.9,31.4,112.4
SH3BP4,1.5,2.4,0.8,14.9,4.5,11.3
SH3BP5,1456.4,1266.8,579.1,954.6,1872.9,2197.5
SH3BP5-AS1,174.5,145.1,71.9,110.9,152.2,88.2
SH3BP5L,120.3,109.9,156.7,328.3,63.3,117.3
SH3D19,1.4,1.6,0.9,2.3,2.8,1.1
SH3D21,3.5,50.3,6.0,109.0,33.1,4.7
SH3GL1,215.5,160.8,124.5,265.5,128.8,156.6
SH3GL1P1,1.4,6.5,0.5,1.3,4.7,2.3
SH3GL1P2,1.2,2.3,0.5,2.1,1.6,1.4
SH3GL2,0.9,0.7,0.3,0.6,2.1,6.8
SH3GL3,6.0,2.4,3.1,1.0,8.7,5.8
SH3GLB1,417.2,617.3,837.6,1414.1,579.6,724.9
SH3GLB2,16.1,19.7,1.3,4.9,29.1,4.9
SH3KBP1,406.4,385.6,232.0,235.4,164.4,361.9
SH3PXD2A,6.9,18.4,4.3,1.9,12.1,24.5
SH3PXD2A-AS1,21.4,19.4,3.2,3.8,1.7,18.7
SH3PXD2B,3.5,9.8,8.7,3.4,2.7,4.8
SH3RF1,0.9,4.5,32.0,9.9,19.8,0.8
SH3RF2,1.1,0.7,0.6,1.7,2.1,0.4
SH3RF3,43.5,17.5,35.7,98.1,20.9,7.8
SH3RF3-AS1,0.4,6.4,5.8,22.1,1.6,6.2
SH3TC1,14.8,30.1,34.8,19.9,33.3,20.4
SH3TC2,4.3,1.5,0.5,0.9,1.0,0.6
SH3YL1,3.2,13.2,7.7,2.8,9.3,39.2
SHANK1,39.4,31.4,5.6,15.5,42.5,36.3
SHANK2,0.7,0.5,0.5,0.8,0.7,1.1
SHANK2-AS2,2.0,4.8,2.6,3.2,8.9,7.2
SHANK2-AS3,3.3,25.7,2.1,3.6,10.1,14.9
SHANK3,1.1,0.8,1.3,2.0,0.8,1.2
SHARPIN,152.9,98.2,86.3,16.7,81.5,105.8
SHB,2.1,2.0,1.9,0.9,1.3,4.0
SHBG,2.1,9.6,3.1,2.8,2.1,4.6
SHC1,29.2,28.5,33.4,45.3,46.4,46.6
SHC1P1,4.6,12.1,19.2,11.3,23.7,18.4
SHC2,13.3,29.9,3.8,5.0,4.9,7.8
SHC3,2.2,4.6,0.8,2.3,3.3,1.3
SHC4,2.8,8.7,1.2,2.1,2.2,1.6
SHCBP1,20.6,30.5,43.2,14.9,240.7,26.7
SHCBP1L,2.1,9.6,21.2,3.8,6.6,1.9
SHD,21.5,17.8,3.2,19.4,17.3,3.1
SHE,7.1,3.0,1.3,2.1,2.5,1.0
SHF,21.6,51.3,2.0,2.9,41.8,32.0
SHFM1,663.8,655.6,611.1,83.0,664.3,594.5
SHH,2.6,2.9,1.3,1.1,3.9,4.5
SHISA2,25.7,29.0,0.8,5.0,10.9,11.0
SHISA3,9.6,16.9,8.2,7.1,20.1,11.5
SHISA4,2.8,3.9,3.2,7.4,1.8,3.6
SHISA5,859.4,857.1,631.5,1934.6,613.4,989.1
SHISA6,1.9,1.5,0.4,2.4,0.9,6.8
SHISA7,10.8,7.4,5.8,3.6,20.3,4.5
SHISA8,2.7,1.8,7.2,3.5,262.1,12.3
SHISA9,2.7,4.3,0.8,2.2,4.4,4.0
SHKBP1,86.1,111.8,213.3,809.7,93.8,91.8
SHMT1,1.7,15.5,1.8,1.6,15.2,5.6
SHMT2,44.5,43.7,61.5,1.2,186.5,34.6
SHOC2,958.3,931.4,1472.5,3637.7,1667.3,1067.0
SHOX,2.8,2.9,9.0,4.3,3.6,2.0
SHOX2,2.5,0.4,0.5,2.4,1.1,0.9
SHPK,17.0,11.0,2.5,5.4,5.0,2.3
SHPRH,461.9,391.5,311.3,57.7,481.2,506.6
SHQ1,184.4,199.8,166.5,58.5,128.1,175.9
SHROOM1,2.0,5.7,11.3,2.3,4.0,3.3
SHROOM2,11.8,36.1,9.7,3.8,4.3,3.2
SHROOM3,2.5,1.5,0.9,1.4,1.4,2.4
SHROOM4,1.9,4.0,1.5,2.9,5.0,2.9
SI,4.3,1.6,5.1,0.6,7.7,0.3
SIAE,0.6,0.7,0.3,0.2,0.9,0.4
SIAH1,15.6,26.3,21.6,42.5,43.1,46.7
SIAH2,278.5,234.4,346.9,303.4,275.9,230.0
SIAH3,2.5,5.9,4.6,15.7,8.4,0.7
SIDT1,654.3,676.1,53.2,40.9,836.9,1033.4
