Symbol,CD4.T.cells,CD8.T.cells,monocytic.lineage,neutrophils,B.cells,NK.cells
ADH1A,10.6,1.8,16.9,19.1,13.6,21.1
ADH1B,0.9,1.0,0.6,0.5,0.5,4.3
ADH1C,0.5,0.8,2.0,13.8,0.7,0.9
ADH4,1.9,1.8,1.4,0.7,0.6,0.2
ADH5,463.6,424.8,241.7,34.7,344.8,576.0
ADH6,5.1,1.3,1.8,1.1,4.5,0.7
ADH7,12.7,13.0,11.2,2.5,11.8,2.4
ADHFE1,164.5,214.9,92.8,27.7,57.2,489.8
ADI1,40.0,21.9,63.6,59.3,42.3,34.2
ADIG,1.8,5.3,1.8,2.4,2.8,5.3
ADIPOQ,10.1,2.1,11.9,11.6,7.9,8.9
ADIPOR1,425.7,342.4,1074.9,2679.3,584.5,404.7
ADIPOR2,201.0,284.9,383.2,285.5,213.6,410.4
ADIRF,2.4,0.9,1.5,1.9,3.9,11.6
ADIRF-AS1,13.3,30.2,14.6,1.5,39.1,2.6
ADK,105.7,108.0,82.0,28.2,207.1,41.5
ADM,7.9,22.0,615.5,9057.6,23.3,22.7
ADM2,7.9,34.3,38.1,12.9,9.6,12.9
ADM5,12.2,41.3,4.0,16.6,40.7,5.5
ADNP,543.1,624.2,442.8,302.9,443.2,471.8
ADNP2,422.1,387.7,176.4,162.9,294.4,285.2
ADO,256.4,299.7,359.6,52.4,230.8,256.1
ADORA1,3.2,4.9,9.9,7.4,11.9,2.4
ADORA2A,320.1,271.3,80.8,186.7,251.2,99.1
ADORA2A-AS1,2.1,1.1,1.4,2.9,1.1,1.5
ADORA2B,15.0,1.4,109.7,2.3,21.6,4.0
ADORA3,1.3,1.9,36.4,40.4,2.3,5.8
ADPGK,112.8,126.3,207.4,212.1,91.4,95.4
ADPRH,8.4,18.8,20.7,6.1,17.6,14.0
ADPRHL1,12.1,6.4,2.7,6.7,21.8,4.8
ADPRHL2,244.9,214.9,326.9,385.2,252.9,204.4
ADPRM,681.0,346.6,149.9,96.3,247.9,120.5
ADRA1A,0.7,1.0,1.0,2.9,11.8,0.8
ADRA1B,1.4,2.6,3.2,3.9,4.9,16.0
ADRA1D,1.6,2.9,4.1,1.6,2.5,3.6
ADRA2A,8.4,10.5,5.6,4.6,10.2,1.2
ADRA2B,10.3,4.4,27.5,28.8,31.1,13.9
ADRA2C,6.9,4.0,19.8,21.4,12.3,5.0
ADRB1,0.6,2.3,3.7,0.9,0.5,6.2
ADRB2,583.1,1188.8,279.9,532.5,165.1,1557.2
ADRB3,8.5,0.9,3.3,2.7,1.4,0.5
ADRBK1,21.0,18.6,4.8,3.3,17.6,41.8
ADRBK2,3.8,14.1,261.5,48.2,96.3,12.5
ADRM1,297.6,390.0,447.5,347.6,527.1,370.1
ADSL,677.7,608.6,425.4,76.9,460.7,271.3
ADSS,8.4,11.1,11.3,13.2,1.2,1.4
ADSSL1,4.4,7.5,13.1,9.3,1.6,5.7
ADTRP,201.8,27.0,12.1,13.4,11.1,7.1
AEBP1,44.8,55.1,3.3,4.3,15.7,29.2
AEBP2,6.5,43.0,11.9,11.5,21.1,14.8
AEN,149.5,118.5,32.2,3.7,350.9,81.2
AES,954.7,569.2,208.4,67.1,570.5,960.8
AF001548.5,122.4,99.6,37.6,250.3,87.0,90.2
AF007147,231.1,238.3,122.1,520.5,164.5,293.4
AF067845.1,0.9,17.0,0.7,8.8,10.6,0.6
AF070581,21.3,2.0,0.5,1.6,2.9,0.6
AF075036,1.9,4.4,1.0,3.0,0.7,14.5
AF086102,3.7,2.3,4.4,1.8,3.5,2.0
AF086125,1.2,6.0,1.1,10.8,1.1,3.6
AF086126,53.5,59.5,53.6,22.5,37.2,60.6
AF086154,13.0,21.8,10.3,3.0,14.1,1.6
AF086184,7.3,17.3,2.2,34.8,38.6,35.1
AF086219,1.2,1.9,0.9,7.0,3.3,5.7
AF086288,14.2,1.8,6.9,3.9,4.8,2.5
AF086294,1.8,10.5,0.7,17.1,22.4,2.6
AF090939,2.6,1.8,3.5,2.2,23.4,9.1
AF131215.3,26.8,15.4,1.8,14.8,46.5,29.3
AF131215.4,37.2,24.3,1.2,1.1,70.8,44.6
AF131215.8,15.8,22.9,4.7,5.6,29.3,36.3
AF186192.1,2.1,8.8,5.3,9.4,1.8,2.6
AF198444,14.3,9.1,1.6,14.1,1.4,0.7
AF213884.2,36.8,66.7,67.4,65.2,51.1,85.5
AF279780,4.8,2.3,0.3,15.6,7.5,3.5
AF279782,1.5,15.6,1.9,0.9,0.7,1.7
AF289551,80.2,232.8,2.7,17.8,56.0,395.6
AF520793,180.6,192.0,54.5,434.5,193.7,317.0
AFAP1,65.8,42.0,32.3,27.8,6.9,31.0
AFAP1-AS1,0.7,0.7,1.3,2.0,2.4,1.0
AFAP1L1,7.7,9.3,4.0,0.6,1.1,4.4
AFAP1L2,1.9,22.9,14.4,8.0,18.9,10.8
AFF1,21.0,5.8,16.1,54.5,16.6,18.3
AFF2,1.6,0.8,0.8,1.1,0.8,0.8
AFF3,0.8,1.1,1.0,0.9,1.6,1.0
AFF4,2.2,1.3,7.1,9.9,1.8,7.7
AFG3L1P,2.7,3.1,6.9,1.7,1.9,6.0
AFG3L2,89.4,82.0,48.3,14.1,71.5,86.8
AFM,9.6,5.9,2.8,5.2,1.5,9.5
AFMID,1.7,20.7,29.1,20.4,31.9,2.2
AFP,18.5,18.4,14.0,14.4,13.4,9.6
AFTPH,747.4,787.9,1096.7,1534.4,1478.8,605.3
AGA,218.6,232.4,209.7,38.4,252.7,138.7
AGAP1,13.4,29.5,1.3,3.8,2.0,15.9
AGAP10,379.8,313.4,160.5,785.0,347.0,319.7
AGAP11,1.4,1.1,1.5,2.6,3.8,1.7
AGAP2,19.3,2.3,2.8,15.1,2.7,7.2
AGAP2-AS1,1.7,1.5,1.3,2.7,24.7,1.5
AGAP3,4.3,2.2,3.7,2.2,5.1,3.5
AGAP4,165.3,60.6,45.8,139.8,77.4,108.6
AGAP5,379.8,313.4,160.5,785.0,347.0,319.7
AGAP6,24.5,37.4,15.5,6.1,38.5,42.9
AGAP7P,397.3,321.6,187.8,984.6,398.3,172.4
AGAP9,41.8,41.5,21.1,6.2,41.9,42.9
AGBL1,16.5,1.8,4.6,12.1,7.1,2.1
AGBL2,39.4,38.4,4.8,2.5,65.1,25.5
AGBL3,1.4,8.7,0.2,0.5,9.1,1.0
AGBL4,1.1,5.3,1.4,1.9,3.3,2.6
AGBL5,9.3,23.6,7.9,0.9,4.3,23.5
AGER,47.1,39.4,26.7,121.9,9.3,25.8
AGFG1,2.5,2.1,10.5,2.8,7.2,1.1
AGFG2,2.3,2.4,1.2,1.7,3.5,1.5
AGGF1,44.0,48.4,38.2,37.0,34.1,52.8
AGK,15.8,29.9,11.4,0.7,18.3,73.2
AGL,1041.3,1061.0,388.5,293.1,834.9,1093.0
AGMAT,17.7,37.5,1.4,14.6,14.6,10.9
AGO1,31.3,42.6,21.1,35.8,23.5,18.5
AGO2,7.6,18.2,16.7,24.1,12.1,30.0
AGO3,166.9,140.2,50.6,46.3,82.7,59.0
AGO4,24.2,16.9,24.0,61.4,1.7,18.9
AGPAT1,188.6,180.8,155.4,196.7,150.8,142.8
AGPAT2,25.6,61.8,99.2,62.0,87.8,42.9
AGPAT3,15.7,22.2,33.5,2.0,2.5,3.9
AGPAT4,64.6,64.7,60.1,4.8,2.9,244.4
AGPAT4-IT1,76.7,108.4,59.7,42.0,44.2,242.2
AGPAT5,119.7,83.8,107.1,13.5,178.0,62.1
AGPAT6,3.2,2.6,8.0,0.9,2.9,19.6
AGPAT9,50.2,41.5,867.1,2426.0,0.5,3.0
AGPS,85.2,80.2,193.6,31.7,46.7,127.3
AGR2,0.6,2.6,0.9,2.5,1.7,1.8
AGR3,0.8,3.3,0.8,4.1,10.1,0.6
AGRN,6.3,3.5,6.3,2.2,8.8,2.7
AGRP,26.9,20.7,16.6,13.1,12.6,13.9
AGT,18.6,20.2,11.4,11.8,25.7,31.4
AGTPBP1,109.0,111.7,189.3,212.1,35.2,224.4
AGTR1,7.5,3.8,0.6,2.5,5.1,2.6
AGTR2,1.8,0.8,0.4,1.1,2.7,1.1
AGTRAP,73.2,98.6,202.1,314.9,31.5,126.0
AGXT,1.0,1.7,2.2,1.1,2.2,0.7
AGXT2,3.4,2.9,9.7,16.7,1.9,8.7
AHCTF1,2.1,26.8,4.6,77.9,15.0,9.2
AHCTF1P1,2.1,26.8,4.6,77.9,15.0,9.2
AHCY,227.7,193.5,445.2,56.5,346.0,92.2
AHCYL1,10.2,2.9,12.4,20.9,9.8,1.7
AHCYL2,26.8,16.0,30.5,20.5,15.9,20.3
AHDC1,2.8,2.3,1.4,1.6,1.3,3.4
AHI1,3.3,11.0,8.4,0.4,11.2,10.3
AHNAK,4.4,19.7,4.0,5.3,3.0,2.9
AHNAK2,4.0,12.5,6.8,3.5,15.2,10.2
AHR,347.0,169.5,1001.0,93.8,160.7,78.2
AHRR,22.6,24.8,29.0,27.0,22.8,37.4
AHSA1,728.6,884.3,694.1,362.0,639.5,678.1
AHSA2,86.6,91.0,20.1,17.7,62.8,59.6
AHSG,3.1,3.8,2.3,1.6,2.7,3.3
AHSP,3.7,25.1,46.6,37.9,17.6,14.2
AICDA,0.5,0.7,7.5,12.2,38.9,0.4
AIDA,770.5,735.1,374.5,178.3,1262.7,581.3
AIF1,4.8,23.2,14.0,10.2,2.8,2.0
AIF1L,7.2,6.7,0.8,5.2,9.4,4.2
AIFM1,133.0,143.7,144.6,21.6,173.7,119.5
AIFM2,1.6,2.1,1.5,1.6,14.4,2.2
AIFM3,18.4,13.0,83.9,3.3,31.4,12.8
AIG1,24.7,19.8,21.2,27.7,23.8,14.4
AIM1,1459.9,1353.8,1369.9,1482.0,1468.6,868.0
AIM1L,29.1,24.1,9.8,31.4,5.9,6.1
AIM2,134.5,130.9,307.6,976.8,2374.3,2.8
AIMP1,150.0,145.2,135.7,29.6,135.5,92.5
AIMP2,59.2,85.0,72.2,17.4,98.6,53.9
AIP,427.2,435.2,341.3,142.5,340.6,315.0
AIPL1,3.5,1.8,5.1,10.8,0.9,11.2
AIRE,26.2,20.6,19.6,24.0,43.3,28.1
AJ011981,25.8,27.6,14.2,2.3,29.4,44.2
AJ420595,203.2,122.4,92.9,33.9,131.4,139.2
AJ606316,24.8,4.8,12.0,2.1,20.1,10.6
AJAP1,0.7,1.2,1.1,1.1,0.8,0.6
AJUBA,3.0,9.6,0.5,0.9,0.5,1.0
AK000798,21.2,14.8,3.5,2.1,1.7,33.2
AK021537,38.2,47.2,4.5,16.6,28.3,22.8
AK021804,0.6,2.6,1.3,0.7,3.0,1.4
AK021933,0.5,0.7,0.6,0.8,1.5,0.4
AK021977,2.2,1.0,2.6,20.3,5.3,6.2
AK022030,695.6,751.1,419.3,339.7,535.8,919.1
AK022793,1.9,1.2,8.9,2.4,3.0,1.4
AK023507,46.2,31.3,3.7,20.7,33.9,46.9
AK023627,54.4,45.4,11.7,0.8,55.2,44.8
AK024119,43.9,10.2,46.6,31.5,62.7,25.7
AK024134,7.5,6.4,1.9,2.4,7.8,3.0
AK024242,0.3,1.5,0.5,0.8,1.4,0.4
AK024936,9.8,1.6,2.8,0.7,16.7,10.2
AK025117,80.8,77.8,106.7,26.4,87.3,91.5
AK025288,54.7,74.4,92.7,72.2,126.9,132.0
AK025975,11.3,2.6,2.8,15.0,12.4,18.2
AK026714,347.9,144.6,571.0,2762.4,1089.3,124.9
AK026905,26.8,59.2,101.0,211.6,16.1,85.3
AK054708,1.6,2.2,1.3,1.9,2.9,0.8
AK054988,7.1,14.5,7.9,20.3,1.5,8.6
AK055055,2.2,20.1,6.9,8.5,2.9,12.8
AK055364,1.7,7.3,0.6,0.6,7.5,0.4
AK055458,3.0,2.5,1.1,1.5,1.6,1.3
AK055910,103.4,92.7,48.4,28.2,54.6,66.6
AK055967,1.0,18.6,2.4,0.9,13.9,15.7
AK055981,73.5,59.3,23.3,33.1,52.2,93.9
AK056098,16.5,2.3,3.7,3.5,5.9,4.2
AK056973,95.5,76.2,37.6,36.2,63.7,60.3
AK056982,33.1,34.3,29.1,29.7,43.7,22.2
AK057259,12.4,2.5,26.6,15.9,3.2,9.5
AK057554,0.6,3.3,0.8,4.3,2.7,1.6
AK057657,1266.4,1468.6,1036.8,2597.7,1218.1,1841.0
AK057978,239.0,281.4,115.8,349.3,327.1,342.6
AK074476,1.0,12.8,1.1,1.1,2.6,8.2
AK090844,633.3,312.5,183.5,857.5,478.8,395.2
AK091028,36.4,9.4,12.9,11.9,19.5,22.2
AK091729,19.2,22.9,7.6,43.9,26.6,48.9
AK093205,0.5,1.0,0.3,0.5,0.7,2.8
AK093256,0.4,3.2,5.4,0.8,26.0,1.9
AK093301,0.6,8.5,7.4,12.2,5.0,8.3
AK093356,10.3,32.0,22.3,45.2,54.2,48.0
AK093362,0.9,13.8,1.4,7.1,6.2,9.5
AK093370,4.5,2.6,2.3,3.0,1.6,3.9
AK094644,0.6,13.4,0.5,3.3,6.7,21.6
AK094733,10.5,27.6,10.8,19.6,21.7,16.2
AK094915,2.4,2.9,9.4,16.2,2.0,1.3
AK096159,0.7,1.5,0.3,6.2,0.6,0.6
AK096335,7.1,16.9,2.3,15.4,2.3,6.2
AK096592,145.9,112.9,25.7,27.8,62.0,104.3
AK096803,6.5,2.5,1.9,11.1,3.2,2.4
AK097119,28.5,26.9,13.3,10.9,15.4,25.1
AK097242,11.2,17.1,1.1,3.6,16.6,17.2
AK097370,2.3,1.7,0.9,1.4,1.7,12.9
AK097453,12.0,22.5,25.2,361.4,42.2,13.6
AK097836,2.3,3.5,14.1,2.2,17.8,5.7
AK098263,11.3,8.9,0.4,22.3,0.7,10.2
AK1,70.6,89.5,3.1,3.5,6.0,86.1
AK123826,19.6,25.2,23.5,19.3,27.8,24.3
AK125860,1.7,2.1,3.7,1.5,4.3,2.7
AK126278,202.6,166.3,46.9,25.9,132.2,196.3
AK128734,69.9,34.9,9.6,44.2,17.0,29.9
AK130486,48.9,26.7,14.9,30.5,46.2,40.8
AK131021,12.0,17.3,11.3,19.2,21.1,2.9
AK2,36.2,2.6,3.5,30.4,47.7,18.8
AK291611,94.4,106.2,19.5,3.0,3.8,85.6
AK3,403.5,371.7,142.5,55.4,240.9,294.4
AK311120,2.3,13.5,1.8,2.4,1.3,0.8
AK4,0.9,3.1,5.5,10.4,1.6,1.0
AK5,91.1,61.7,1.0,4.1,1.1,70.5
AK6,449.0,496.3,425.9,63.6,522.5,458.2
AK7,1.1,2.0,0.5,0.9,4.3,1.2
AK8,19.0,8.3,3.0,26.0,24.4,13.6
AK9,2.0,2.1,2.4,8.1,33.6,17.0
AKAP1,0.9,4.5,0.7,3.9,2.9,0.8
AKAP10,38.3,28.2,26.4,39.4,22.0,41.8
AKAP11,138.3,126.1,46.3,23.6,235.0,114.3
AKAP12,1.7,1.2,0.4,1.8,0.7,0.5
AKAP13,1.7,1.8,2.6,2.1,3.0,3.6
AKAP14,1.1,1.9,0.3,0.4,0.3,0.4
AKAP17A,2.6,52.0,8.4,2.6,26.9,28.8
AKAP2,1.1,6.8,7.9,5.9,1.1,7.1
AKAP3,1.5,1.9,1.2,2.3,3.4,3.0
AKAP4,1.6,6.2,2.1,15.7,3.5,17.5
AKAP5,6.7,17.2,1.8,1.2,14.7,13.1
AKAP6,2.5,0.9,2.5,1.2,1.5,2.8
AKAP7,38.1,28.4,3.8,24.7,6.2,11.9
AKAP8,192.5,199.8,200.2,161.4,202.5,227.9
AKAP8L,10.1,7.8,23.6,4.3,28.2,31.1
AKAP9,4.0,1.3,0.6,1.5,2.2,1.4
AKIP1,82.8,144.4,167.4,24.3,52.3,48.1
AKIRIN1,634.0,402.9,316.4,696.6,259.7,350.5
AKIRIN2,46.5,0.8,57.7,185.4,23.6,16.6
AKNA,10.1,22.7,13.6,20.6,1.0,12.0
AKNAD1,0.9,1.4,0.8,1.3,0.2,1.0
AKR1A1,402.0,391.6,1340.6,72.3,685.4,478.4
AKR1B1,762.3,771.2,361.7,54.1,748.9,974.1
AKR1B10,16.8,27.6,9.7,13.2,2.0,8.9
AKR1C1,1.8,7.2,1.3,1.8,0.5,2.7
AKR1C2,1.8,1.3,1.3,3.4,0.5,9.6
AKR1C3,116.9,160.4,17.5,27.4,3.2,3588.7
AKR1C4,12.3,2.8,13.9,11.7,18.1,23.8
AKR1C6P,25.7,23.7,4.3,4.4,19.0,32.0
AKR1D1,7.4,5.6,10.9,7.1,7.5,4.2
AKR1E2,4.3,1.4,4.0,1.4,2.0,0.9
AKR7A2,288.1,364.7,447.3,63.9,345.6,554.7
AKR7A3,43.4,62.6,70.2,4.3,49.4,85.1
AKT1,187.7,149.6,263.1,627.8,129.2,257.3
AKT1S1,4.0,3.2,11.7,4.5,13.9,3.0
AKT2,1.2,4.0,1.7,13.3,9.0,21.2
AKT3,30.6,56.4,16.7,7.7,12.3,34.7
AKTIP,357.5,313.2,57.6,140.2,132.1,162.0
AL022341.3,1.4,1.8,1.8,1.7,3.5,4.0
AL022344.5,14.6,16.4,11.0,21.9,4.3,11.7
AL109706,6.4,9.4,8.4,144.2,6.8,14.8
AL110181,68.8,56.4,128.6,29.9,67.8,19.4
AL132709.8,0.6,1.4,8.5,1.0,1.8,1.2
AL133493.2,0.8,0.8,4.2,5.2,1.7,5.6
AL590762.11,86.2,71.4,99.3,63.8,90.0,82.9
AL831948,3.0,2.3,2.1,10.4,3.3,5.0
AL832163,5.1,1.8,3.2,2.5,0.8,2.7
AL832615,25.9,37.2,15.1,0.8,11.7,20.5
AL832909,73.7,53.9,405.6,207.9,30.5,110.6
AL833181,15.9,30.1,57.2,41.7,920.0,11.2
AL928742.12,9.7,10.5,8.2,1.4,23.7,12.8
AL928768.3,1.4,2.4,1.0,5.4,4859.3,2.1
ALAD,18.3,6.9,48.7,2.8,59.6,5.9
ALAS1,229.4,216.7,362.1,571.6,281.5,204.6
ALAS2,5.8,3.4,5.8,9.4,9.5,5.1
ALB,0.5,0.5,1.3,0.4,0.6,1.1
ALCAM,1.3,5.8,19.8,46.0,33.3,0.4
ALDH16A1,110.7,107.7,155.3,37.7,240.6,131.5
ALDH18A1,148.6,174.8,41.4,8.2,155.3,133.8
ALDH1A1,1.2,1.6,868.2,4.8,1.5,10.1
ALDH1A2,0.7,1.5,1.8,1.1,2.0,1.3
ALDH1A3,0.6,1.6,1.2,1.1,1.2,0.7
ALDH1B1,3.6,7.0,3.6,2.8,3.9,22.9
ALDH1L1,21.8,6.4,32.6,26.1,41.1,20.4
ALDH1L1-AS2,28.5,13.9,26.4,22.8,11.4,24.2
ALDH1L2,1.8,4.9,1.1,0.3,1.7,1.4
ALDH2,30.4,49.3,3576.9,389.8,140.7,35.9
ALDH3A1,1.7,4.7,1.4,13.7,16.4,1.2
ALDH3A2,77.1,44.0,57.2,2.8,16.8,43.6
ALDH3B1,2.9,4.2,15.2,66.8,3.0,15.8
ALDH3B2,0.5,0.9,1.6,1.9,0.5,0.7
ALDH4A1,5.0,3.5,27.6,6.6,2.7,5.4
ALDH5A1,37.7,10.8,0.6,0.7,21.0,13.6
ALDH6A1,0.6,1.9,0.8,1.4,2.4,2.0
ALDH7A1,0.9,3.1,1.3,1.3,1.2,3.1
ALDH8A1,54.6,65.8,28.1,22.2,59.4,67.6
ALDH9A1,1443.9,1496.2,1230.1,2125.4,1654.9,1541.3
ALDOA,412.5,350.2,986.5,938.6,358.2,378.9
ALDOAP2,2.4,1.8,0.8,22.6,3.1,4.2
ALDOB,0.6,1.5,0.3,0.7,0.7,2.5
ALDOC,174.7,141.5,66.9,110.1,138.0,192.6
ALG1,61.9,70.1,38.2,1.3,73.7,62.1
ALG10,11.2,4.4,0.8,6.7,15.3,4.0
ALG10B,116.9,72.6,34.7,8.7,95.1,101.6
ALG11,184.2,219.0,153.4,26.3,124.4,129.6
ALG12,2.6,12.4,11.8,9.7,32.9,30.7
ALG13,6.1,5.5,15.0,5.4,32.1,27.0
ALG14,13.2,6.6,13.3,6.7,36.4,18.4
ALG2,3.0,4.8,1.8,17.4,10.8,4.1
ALG3,96.5,108.9,167.9,3.8,106.9,74.8
ALG5,14.2,17.6,2.2,8.3,4.2,14.9
ALG6,534.1,471.6,443.8,253.1,546.1,599.0
ALG8,304.1,294.0,330.1,29.8,290.0,237.0
ALG9,94.5,57.6,23.2,2.0,92.2,48.0
ALK,4.7,18.7,4.3,5.0,1.0,9.7
ALKBH1,20.4,22.6,23.7,3.9,6.3,5.9
ALKBH2,84.1,96.9,55.4,5.5,139.6,80.1
ALKBH3,188.0,213.2,161.6,13.2,199.2,238.9
ALKBH3-AS1,2.7,1.3,1.9,2.8,1.5,1.3
ALKBH4,88.0,67.6,80.0,31.4,59.1,126.0
ALKBH5,20.1,30.7,39.4,49.1,37.0,31.1
ALKBH6,282.2,360.7,150.0,163.8,225.9,342.4
ALKBH7,0.8,3.9,1.9,1.5,3.0,1.0
ALKBH8,173.4,115.4,58.6,8.0,54.6,65.4
ALLC,17.8,10.4,4.8,1.2,8.6,5.3
ALMS1,196.3,133.1,112.7,22.9,114.2,159.2
ALMS1-IT1,31.8,32.5,32.9,6.1,25.1,69.0
ALMS1P,14.4,3.8,3.0,14.2,10.1,6.0
ALOX12,2.7,15.3,24.5,5.2,26.3,26.0
ALOX12B,8.3,2.1,4.8,2.1,0.7,2.6
ALOX12P2,3.6,7.4,9.1,21.9,17.9,14.8
ALOX15,6.5,15.6,5.2,102.1,2.6,2.0
ALOX15B,1.0,1.1,9.8,6.4,3.5,2.6
ALOX5,4.8,3.4,56.8,95.5,23.8,3.1
ALOX5AP,1732.8,1087.2,2268.2,10822.7,1021.4,3807.1
ALOXE3,3.2,1.7,1.0,1.3,7.8,0.8
ALPI,0.9,1.6,1.3,2.0,1.3,1.3
ALPK1,8.7,4.2,34.6,135.4,21.7,2.5
ALPK2,4.9,16.7,9.6,12.5,5.5,1.8
ALPK3,2.1,2.1,1.5,4.2,2.7,2.5
ALPL,4.3,2.1,18.0,224.7,10.8,5.0
ALPP,0.8,1.2,1.1,1.0,1.2,1.1
ALPPL2,1.8,8.3,1.5,11.6,2.7,1.8
ALS2,20.8,9.5,5.8,14.3,18.7,11.3
ALS2CL,73.4,4.6,1.8,2.7,1.6,1.6
ALS2CR11,0.4,0.5,0.3,0.5,0.3,0.3
ALS2CR12,24.4,24.0,1.6,2.4,24.4,7.3
ALX1,2.1,2.0,1.5,2.6,3.2,1.3
ALX3,3.2,3.7,1.6,3.6,1.5,3.0
ALX4,32.4,15.2,14.5,24.8,9.6,1.9
ALYREF,393.2,537.0,664.2,205.4,465.2,621.1
AMACR,2.3,4.6,1.4,1.9,5.3,1.3
AMBN,2.0,4.8,4.5,23.3,33.8,13.0
AMBP,1.3,4.0,1.4,4.5,1.4,2.6
AMBRA1,1.2,12.7,1.8,11.5,1.7,1.7
AMD1,373.7,392.6,460.5,1857.3,315.4,313.8
AMDHD1,34.3,28.5,48.8,8.6,38.2,57.0
AMDHD2,40.4,31.0,38.8,13.4,72.4,11.4
AMELX,8.7,14.5,10.1,14.0,20.6,1.0
AMELY,11.3,4.1,26.2,4.1,10.3,1.3
AMER1,2.3,19.7,1.9,1.7,23.8,8.9
AMER2,0.6,0.7,0.8,0.5,0.8,0.6
AMER3,1.2,2.0,0.9,1.9,2.5,1.1
AMFR,110.0,128.4,112.4,56.6,199.2,53.3
AMH,12.8,5.1,3.5,7.4,35.1,16.1
AMHR2,3.5,2.2,2.5,3.4,2.6,1.2
AMICA1,702.1,520.0,3463.3,9100.2,28.7,77.7
AMIGO1,142.6,130.2,10.7,6.7,3.0,81.4
AMIGO2,1206.1,1531.2,108.4,55.1,553.4,543.7
AMIGO3,8.7,5.3,6.0,3.4,7.4,9.1
AMMECR1,26.9,6.5,2.2,1.8,4.7,32.8
AMMECR1L,369.0,379.3,270.6,226.5,322.8,351.1
AMN,2.9,7.0,2.6,1.1,3.0,0.9
AMN1,195.7,130.9,31.2,268.3,250.5,115.3
AMOT,26.2,30.8,4.5,29.9,11.7,25.3
AMOTL1,1.5,1.2,1.8,11.8,3.3,3.4
AMOTL2,4.9,3.0,1.3,13.6,2.4,1.3
AMPD1,10.9,7.8,3.3,24.3,30.9,2.3
AMPD2,287.9,287.5,942.5,2859.0,253.6,210.7
AMPD3,17.9,17.6,2.6,18.5,35.2,13.0
AMPH,12.4,16.6,22.1,4.8,20.6,7.8
AMT,222.2,149.2,46.7,46.2,224.1,244.2
AMY1A,445.3,360.4,129.8,324.5,218.0,288.7
AMY1B,445.3,360.4,129.8,324.5,218.0,288.7
AMY1C,445.3,360.4,129.8,324.5,218.0,288.7
AMY2A,445.3,360.4,129.8,324.5,218.0,288.7
AMY2B,445.3,360.4,129.8,277.4,218.0,288.7
AMZ1,5.6,18.4,10.6,3.4,4.3,5.5
AMZ2,1234.2,1665.5,638.5,604.7,1274.6,1887.1
AMZ2P1,187.2,188.5,208.6,92.8,224.3,547.1
ANAPC1,181.1,198.1,66.5,35.6,232.5,176.1
ANAPC10,66.4,90.7,45.5,22.5,57.7,83.9
ANAPC11,2.9,16.5,11.7,4.7,21.7,16.7
ANAPC13,8.3,10.8,4.3,0.9,5.4,7.7
ANAPC15,114.3,148.4,287.7,166.8,119.9,152.3
ANAPC16,1561.9,1116.4,732.2,438.4,1207.9,1184.3
ANAPC2,128.3,101.8,48.9,33.3,117.6,88.8
ANAPC4,632.0,664.7,499.1,304.5,746.1,718.7
ANAPC5,192.0,105.8,41.9,34.1,120.1,139.8
ANAPC7,186.7,208.8,119.2,87.6,217.1,252.5
ANG,17.1,11.4,163.8,20.3,33.6,10.5
ANGEL1,0.6,6.5,1.4,0.8,3.3,0.8
ANGEL2,36.9,27.1,27.6,10.5,22.6,61.0
ANGPT1,2.5,0.8,2.1,10.5,6.3,1.5
ANGPT2,2.1,6.8,1.6,0.7,7.1,1.0
ANGPT4,34.8,12.0,12.2,2.9,18.9,19.9
ANGPTL1,0.6,0.8,0.8,0.6,1.2,1.4
ANGPTL2,3.7,0.6,2.8,12.9,4.3,3.8
ANGPTL3,0.4,0.5,0.5,0.3,1.2,0.7
ANGPTL4,3.0,6.6,1.8,5.3,2.9,5.1
ANGPTL6,2.8,20.7,2.2,6.2,117.4,58.7
ANGPTL7,3.3,11.6,2.2,18.8,4.4,9.6
ANHX,1.5,1.6,0.9,1.3,0.7,2.5
ANK1,2.9,6.2,1.0,2.0,20.0,0.4
ANK2,0.4,0.4,0.3,0.5,1.1,2.2
ANK3,20.1,1.1,0.5,1.4,13.6,10.2
ANKAR,1.7,3.2,3.3,1.3,3.2,3.6
ANKDD1A,18.5,18.0,2.6,24.9,18.2,20.4
ANKEF1,37.1,36.0,0.6,1.4,20.3,2.1
ANKFN1,2.1,2.4,0.7,0.5,3.9,1.4
ANKFY1,17.6,11.1,11.7,13.0,19.5,8.1
ANKH,4.0,7.3,1.1,1.4,10.8,8.1
ANKHD1,125.4,51.5,61.4,98.2,65.3,98.7
ANKHD1-EIF4EBP3,125.4,51.5,61.4,98.2,65.3,98.7
ANKIB1,59.4,57.6,56.2,38.4,95.2,61.4
ANKLE1,2.1,2.5,31.0,19.8,56.7,12.4
ANKLE2,3.8,4.4,11.5,11.7,2.8,13.7
ANKMY1,5.6,1.1,3.0,1.7,6.8,10.0
ANKMY2,486.0,649.1,340.6,225.4,650.0,765.9
ANKRA2,900.7,856.7,695.7,692.1,1014.9,892.7
ANKRD1,7.6,14.9,4.9,5.7,2.4,9.7
ANKRD10,0.3,0.3,0.2,4.3,1.1,0.6
ANKRD10-IT1,241.5,184.6,77.1,137.4,205.9,77.0
ANKRD11,85.0,121.3,157.8,212.5,121.1,146.4
ANKRD12,919.6,533.7,257.5,1034.5,583.7,457.0
