gene,endothelial.cells,fibroblasts,macrophages,NK.cells,memory.B.cells,memory.CD4.T.cells,memory.CD8.T.cells,monocytes,myeloid.dendritic.cells,naive.B.cells,naive.CD4.T.cells,naive.CD8.T.cells,neutrophils,regulatory.T.cells
RNF157,29.3775,15.9725,50.875,4.0602275,1.046202238,20.20451525,11.72191309,1.120880317,0.7696525,1.121402582,25.8940835,35.0769305,1.66789275,13.68268775
PLEKHA7,41.2825,0,0,0.1364193,1.525792019,8.364349259,2.342152325,0.431405933,2.7195305,1.176255221,1.7915172,0.8821435,0.06742065,1.372972715
GZMA,0,0,572.0675,630.915,5.293099625,164.864575,358.6098875,6.105885833,0.1011625,6.913072,20.33505,4.4127075,2.21460225,30.14695
FXYD6,66.39,0,0,0.616357,3.383908551,0.82302875,0.707673875,27.91801181,6.66409925,4.226765025,0.6015575,0.48658575,0.581068425,0.785062
CYTH4,0,0,114.7875,281.7030887,158.8143733,156.9994258,198.0804948,316.7018183,128.9230575,164.9801129,154.1208473,198.8406427,554.624837,154.4143325
PPP2R5C,1.6825,15.675,187.0625,680.4215872,226.9980405,563.995665,799.1785356,188.0577642,143.533823,202.2986941,379.1495653,340.2990507,164.9165175,500.8951566
C1orf35,1.07,9.1275,48.53,9.508763,8.013315075,8.43448875,8.868660712,8.397933333,10.2386845,7.259594,11.4999659,6.687484925,0.863991585,13.31812675
SLC9C2,0,0,1.9375,0,0.008430437,0,0,0,0.500925625,0.003539688,0,0,0,0
SLC7A3,0,0,0,0,0,0,0.793568,0,0,0.1672294,0.1131405,5.80506825,0,0.11496775
PABPC3,1.57,0.3075,1.7075,0.06571475,0.029414363,0.05168555,0.041823288,0.062729025,0.08574945,0.061684687,0.073459,0.087698025,0.031529375,0.102975925
LRRC32,0,129.32,0,0.038951225,0,0.02315095,0.524096,1.436615731,0.56841175,0.644608938,0.01922935,0,0,5.6776955
ARFRP1,70.755,9.2375,24.62,60.18115475,43.97666562,52.98008809,61.6063018,34.36367672,37.25833978,37.20736186,70.59318754,63.53737175,8.18626705,54.39960231
MROH9,0,0,0,0.06393525,0.349665538,0,0,0,0,0.352931873,0,0,0,0
NAIP,7.4625,4.2825,42.83,19.01767013,24.13351648,16.0995449,16.44949938,71.10929998,99.68320129,24.58197595,13.46077079,20.66310811,113.4180238,17.93197585
COL26A1,0,0,0,0,0,0,0,0,0,0.181983875,0,0,0.08737725,0
GATM,20.6,4.3775,25.03,1.645247425,22.42086101,0.772062,1.325378763,3.739039936,13.5662361,13.04225686,1.25558075,1.822013725,0.32301935,0.69676
TUFM,24.955,208.02,419.12,301.222025,195.312,213.276225,267.3179875,184.8558467,261.37135,174.68608,228.084375,198.947195,42.88038,209.882735
RALGPS2,0,0,0,3.878411325,311.6502775,2.945895425,4.162659388,5.966802167,3.92023525,259.7194675,12.18564075,11.19384248,12.406504,2.909609478
DBNDD1,6.7925,16.525,0,0.06866955,2.784453701,1.64907015,1.556183856,0.041676758,0.235877925,26.04738701,8.20765825,4.031990948,0.0257245,4.97396315
RGS13,0,0,0,2.25092375,1.474945962,2.203752,2.03939925,1.01246485,1.225103725,2.973784881,2.30432625,2.1900835,0.97233925,1.7320825
KLF4,31.785,3.8425,21.105,1.531516125,5.395190787,0.503408798,1.472807494,93.73787049,152.223581,9.408838663,0.204205725,0.091331425,2.89187325,0.21621355
ALS2CL,2.075,0.71,0,0.197836835,0.419524998,18.0145705,7.402350613,2.310805889,6.358548774,0.445056808,37.74214754,6.65596214,0.0981253,18.01847191
MAP1A,0,5.4225,0,0.199034675,0.0988341,0.833485,0.443370662,0.046446323,0.092535225,0.073529968,0.19779965,0.15267925,0.317991175,0.55192
PKIB,0,0,22.4,1.270462,4.527544865,1.67008795,1.042714375,3.940918217,43.26621915,4.0729859,2.61008575,3.585377675,0,1.68567295
ANKRD31,0,0,0,0.13417865,0.123905688,0.27838125,0.729284375,0.00162975,0.047879,0.13121085,1.313122615,3.1511575,0,1.36323625
PROM1,0,0,0,0.20007137,0.164696613,0.074601175,0.062558975,0.024404442,0.07353275,0.040447163,0.104608425,0.033027775,0.007434825,0.021854225
FCRL1,0.325,0.665,0,1.4426326,689.68946,1.067643075,1.944559625,7.982625208,1.0960525,1188.992044,1.1909165,1.33492315,4.801250225,17.036676
JAKMIP1,0,0,6.6775,29.9048486,1.215536834,13.956822,39.23909213,0.292409742,0,1.214605814,1.25013625,0.070206805,0.169221274,26.82417782
ADAM23,0,0,0,0,0.016076,15.3736025,0.426283787,0,0,0.298783845,0.765467,0.18340225,0,0.468747475
HAL,0,0,0,2.39728575,7.758458688,1.42180865,2.633173688,35.39654358,3.819849725,8.9098362,0.77244625,1.03416195,207.5670128,2.7029445
AP2A1,7.775,67.28,41.2225,47.17218756,19.71761708,21.83316805,20.46870915,105.1137096,40.95362063,21.53979178,17.71199651,17.90623117,31.31683946,18.262875
ZBTB32,1.5075,0,4.43,0.2201737,86.13011863,1.405380075,5.650653,0.256650481,0.4564875,42.45987885,3.04264675,5.754598636,0.0528108,9.17632475
PLCG1,12.6225,4.0425,17.2275,75.85514775,17.67975415,179.7321608,142.2622571,3.316561256,1.6094265,21.26329976,224.5245715,238.5226568,1.73283005,177.0969455
GZMK,0,0,362.3475,43.0867075,0.576933987,196.28087,385.3688225,0.314792133,0.213374075,0.280649425,5.2265325,8.5904975,0.50792525,18.3391
TNFRSF10C,14.6425,0,11.6975,0.79800125,2.183930837,0.17880655,0.148803325,13.77585954,4.92619605,2.687331625,1.02753955,0.3889591,1665.708313,0.1261962
NRBP1,131.8825,162.0125,92.45,233.2694733,107.8355755,167.6009445,225.1282144,164.4013869,135.7062008,99.85677375,130.8916525,156.4589975,136.1872885,175.2323245
SRPX,219.21,76.9775,17.8,0,0,0.08711925,0.401882875,0,0,0,0,0,0,0
HBEGF,0,0,11.005,0,1.324648,2.2546485,0.330896075,16.00739325,46.2966105,0.973714488,0.241609225,0.0572588,6.00399025,0.2199805
OTOF,0,0,3.605,0.69151325,0.3211518,1.46924275,2.185275088,2.770426919,0.9058858,0.526922338,0.173658,0,1.614016975,1.4953565
WDR63,0,0,5.7325,1.842666715,0.1284529,2.5782155,4.492510125,0.030473583,0.1465795,0.128808963,0.578349875,0.009793375,0,0.220933
PRDM8,0,0,2.7525,1.819570898,3.950177784,4.67131656,2.792980405,0.302852022,0.347676565,3.622577638,0.64962925,0.719559,1.33392795,2.665433617
CD1B,0,0,0,0,0,0,0,0.806192833,13.9199325,0.132005125,0,0,0,0
FOLR2,0,0,10.5125,0,2.355666002,0,0,19.85489492,9.603646353,2.768363147,0,0,0.184259501,0
GZMH,0,0,533.99,888.6368118,7.127849125,28.4317575,474.7262238,8.849876167,0.1358415,8.05248375,36.555746,2.5169825,0.8263495,23.817482
LRG1,14.725,10.075,26.9625,1.0764945,1.73801125,0.8814295,1.049677,6.820130083,8.06847,2.747099875,0.847459,0.90247725,501.79725,0.82939675
CASP8,7.6675,6.0275,138.53,267.7462018,122.457806,223.2821246,267.9498425,108.3354869,87.89557275,83.04369338,87.44428375,128.7976198,279.2169867,217.299802
ROBO1,33.685,33.13,8.0475,0.74651554,2.82306634,0.25839,0.460851613,0.504658701,1.226634658,1.686312503,0.309222975,5.752105007,0.435312925,0.316764976
DSE,11.3075,2.79,6.625,1.777795654,9.63155478,3.308825925,1.3909545,11.32092815,32.10541325,5.18162715,2.252667875,2.01083268,6.71244255,1.727450075
TRADD,35.095,7.8625,34.55,28.614806,40.50628438,117.9570475,80.069756,30.24164592,39.05774775,37.44776025,43.98963275,20.62010625,25.709341,76.96882725
CD14,59.465,31.415,287.515,1.54917275,72.85662126,1.885449525,0.515268625,645.8843667,177.52657,99.68127125,1.360908,0.87748925,338.5088075,1.0991183
SH2D1B,0,0,3.4075,587.5289,3.331431313,0.31532475,0.151073625,51.11935682,1.5458619,4.152963,0.0268995,0.05139375,1.4403615,0.02381895
CASP5,0,0,0,0.38513525,0.493857,0.43376,0.31592425,38.96680592,1.443269,1.21399985,0.0740615,0.19900375,48.21526878,0.320805
C9orf47,0,2.2975,0,0,0.147552986,0,0,0.746139367,0.113394763,0.050899661,0.005695985,0.005707263,0,0
SF3B2,78.095,91.355,60.3825,259.7754859,172.2281658,235.6452546,224.596769,149.216484,146.9580058,159.6352724,169.6421528,194.754994,123.4732968,209.970204
L1TD1,7.455,12.01,15.22,0.157390575,0.4169408,0.275114125,0.117346875,5.66002675,0.159561925,0.392245325,0.2049645,0.2549355,0.07324405,0.1379369
KCNK6,8.005,0,1.435,9.094125,9.2380375,12.7790075,10.881415,19.9796125,54.776645,9.44590875,15.1183575,12.287795,12.2648975,15.0162275
KREMEN1,23,15.975,96.845,1.31350175,1.113508538,0.9780075,1.07271425,1.197279975,0.534936,1.241488325,1.109658,1.124934675,15.3510645,1.520999
IGF1,1.4125,4.44,1.0225,0,0.409117625,0,0,0.044886583,0,0.9813775,0,0,0,0.14905275
KLRC4-KLRK1,0,0,20.2925,168.9072183,2.166709223,5.784224784,177.7374765,1.552473469,0.13888525,1.848636136,2.806304604,151.3786075,0.39175725,4.511747801
STAB1,98.045,0,64.1325,0.117025227,3.084570835,0.0316192,0.006872888,36.0824787,22.19353035,5.60801751,0.08946075,0.03408525,0.24501535,0.02244615
BCL11A,0,0,35.3575,5.84958499,541.2422399,0.174461475,0.397012296,71.0670645,204.9137408,546.7069789,3.2170835,1.15668265,9.341050225,0.36929345
PMS1,63.735,0,2.84,47.82812346,43.12818685,43.73152139,57.25155034,18.59067139,20.51327622,44.81533768,35.53576294,51.60490866,5.90376,38.70216995
OXNAD1,21.4775,0,16.87,26.22139325,13.11404838,113.0954953,77.77979853,11.96281435,14.31658738,11.24742141,257.7284015,302.6443862,4.774893569,127.1990296
SSR2,171.375,582.2825,260.0075,208.8967692,183.2440777,294.4643828,251.5213411,178.9783961,205.9468755,167.8861701,259.3887812,225.691855,144.0160148,293.0568156
FCGBP,0,0.67,38.7675,5.4940415,0.891261,2.150297525,6.180673225,1.301311842,2.54394225,1.721165234,4.059915,22.951969,0.02952325,2.035244
ADTRP,0,0,0,0.4872863,0.697351363,5.15649575,0.89942375,3.96201802,1.833895125,0.81411075,60.518737,5.82347875,0.803132,51.12486725
SYN2,0,0,0,0,0.04318325,0.1842685,0.235888375,0.138915258,0.2864195,0.0459505,0,0.022816375,0.9215165,0
TCF4,48.1475,19.675,0,22.92582133,443.4449046,8.7836265,9.78852795,36.90022624,56.51483997,265.6824769,10.50276176,13.8797082,17.42620422,6.36739665
CCNA1,0,0,0,0,0.189678375,0,0,0.094247,0,0.923676125,0,0,0.0979245,0.09325675
RGMB,8.795,2.4325,0,0.78780525,7.026697912,5.066161975,3.635691125,0.263370133,0.24818015,9.922362775,16.45393975,9.5436885,0.05096275,16.052426
CYP20A1,41.3125,64.5225,43.2625,41.9976999,32.7407348,52.98283252,53.3001503,31.50958659,25.70024435,29.77606656,54.26058027,50.3906025,5.710773075,57.84544025
SPON2,159.82,1.9875,13.9875,1082.637496,10.88761313,19.111337,108.4991326,13.03464606,2.37314185,12.69286973,13.6109155,17.73108825,2.491677,16.39732321
LEPROTL1,60.7075,11.7975,86.3575,96.82357325,23.8796775,250.7070575,220.1775831,96.87706833,68.217664,24.80776088,367.8202173,367.525021,69.39020023,316.576315
CYP27A1,121.45,15.9275,13.22,0.13127215,2.226577075,0.24850475,0.017882125,27.8395455,1.62037825,2.774387875,0,0.132185825,41.28043,0.33971319
EPX,0,0,0,0.1511624,0.09675835,0.1809655,0.208019763,0.157614142,0.27639425,0.1543432,0.23438555,0.1799705,0.03579375,0.22202415
ZNF428,7.385,18.3875,50.9025,5.6930895,3.4446105,5.6748475,4.911207375,1.915234242,3.956217,3.3934715,5.0232425,4.208609975,0.505353125,4.81263
CCDC130,82.6075,10.4425,0,85.50061975,68.10490738,79.51076025,84.9442352,43.47650942,50.33887,59.04205682,87.68152075,88.558131,24.37085275,75.465994
PHACTR2,3.6375,22.2675,19.575,7.62087325,3.052918625,26.730963,21.1339741,15.61187473,19.8324142,2.611050075,14.332021,5.991932,7.419179475,21.61791938
KIAA1211,0,2.3225,0,0,0.34751,0,0,0,0,0.363961125,0,0,0,0.05933225
IL1RL1,1.4375,5.4725,0,0.4684729,0.123294463,0.899910225,0.1500315,0.052418658,0.07226825,0.133963488,0.13073165,0.099555875,0.1909865,0.11377495
PCDHA10,0,0.195,0,0.140930375,0.154989125,0.127054675,0.150421313,0.1190303,0.0836686,0.142678262,0.171568575,0.19715625,0.142496475,0.134507075
DUSP11,22.3925,45.6825,5.3175,47.20892925,33.96788688,47.394423,52.62339612,34.76570525,40.274401,33.84640763,44.1467845,46.98305225,29.86171,66.150045
ATF7IP,86.8975,55.475,53.23,217.8782702,176.487921,250.918956,245.7589445,93.61524689,78.00970333,215.9942843,187.9218386,172.68615,100.3186423,209.674962
CD1E,0,0,0,0.632377146,0.163463125,0.037402,0,3.204811243,107.6037707,0.660889888,0.0368,0,0,0
USP1,7.3325,40.3575,12.095,39.575435,31.18012413,46.721239,42.06363875,27.47297617,27.77,29.48990338,35.658665,28.088705,14.95567147,47.73535
MATK,0,0,4.535,127.8791648,2.600649004,16.58861975,41.26422922,1.967030392,1.88720735,3.100722713,5.575715685,7.583102388,1.795704235,3.895270753
CD300A,1.755,0,68.0825,543.546685,21.55353725,64.44878975,89.673016,274.8615379,178.0425423,22.56007613,13.25010875,5.245423282,329.5803675,11.657162
EGFL7,330.4975,0,0,0.078506,0.433298426,0.12372525,0.37726945,2.05962979,0.412616,0.33063975,0,0,0.059199275,0.110192
KIAA0087,0,0.1225,3.745,0.13710225,0.214692213,0.137365975,0.2626349,0.109696792,0.131172025,0.181343375,0.179401725,0.281391,0.12787115,0.186847
ZDHHC18,0,2.1875,2.745,8.018945,5.006640625,10.42690675,12.68631075,6.483114333,12.64735525,4.115953,2.539622,7.88869525,264.4371748,8.74758725
ZBTB39,11.4275,0,4.7375,5.799345,2.99902125,3.7375225,3.861175,1.914221667,1.97775,4.22202125,3.153755,2.4485175,0.006047675,3.665325
LRIG2,1.67,2.7825,2.14,25.5398125,21.80412888,24.0257942,26.94373783,11.6072855,12.0528165,23.26207156,27.80573625,30.98057865,1.374884,25.8290875
TULP4,12.3075,5.2725,21.46,22.13558673,21.82713949,24.2883297,26.17130751,12.34639575,6.59338645,23.1426182,19.4381621,14.43331965,1.19828915,33.72487338
KRT5,0,0,0,0.57871775,0.060292375,0,0.058131325,0.237498258,0,0.052533375,0.160624,0,0,0
GPR65,9.355,4.4875,53.5125,70.445375,15.9116,35.648975,30.3699875,39.63606667,25.527975,13.696225,12.42184,14.157675,68.476625,18.110975
CD27,41.275,0,161.4875,3.19995875,150.5960333,109.35545,182.2029863,0.248831175,0.3954995,8.20255225,249.0919415,241.63646,0.2270445,275.6302125
MYCT1,32.16,0,0,0.329253375,0.674658325,0.588141425,0.414391563,0.210454333,0.10127135,0.1986938,0.466987225,0.3878175,1.00634275,0.164482725
TMIE,0,18.9025,0,0.020984025,0.2798725,0.90652425,1.14254675,0.176261417,0.82076725,0.008515163,5.867565,1.8735875,0,4.46977
RPH3A,0,0,0,1.12272385,3.217266623,1.45874585,1.489831888,25.75259231,3.4076405,4.2234513,1.188961901,1.146101375,8.5731936,1.984524525
CD36,1104.77,52.5275,14.4125,2.50101315,31.79054824,0.364147173,0.554503105,358.5936914,318.2156675,39.22938561,0.458999225,0.65732625,2.5602395,1.156496279
SEC24C,28.93,5,33.2075,119.9605228,60.46181125,97.74028425,109.2478903,67.01393275,55.860012,59.87703387,54.81000275,57.444866,39.2972505,68.63937425
REM2,0,0,0,1.21972425,3.905269375,1.7934645,1.482950375,0.341350333,0.323637,2.36361,2.292641,2.502773,20.09159,2.549521
SNAI1,0,4.6525,0,0.66249375,0.6984225,0.5896515,0.97940825,2.9522755,17.7780275,1.17544835,0.296414625,0.41542125,0.27638425,0.561903
CTAGE9,0,0,0,0,0.020124875,0,0,0.011780575,0.0491185,0.0201055,0,0,0.0140048,0
EXOC2,48.2825,0,33.0875,50.365215,34.03296763,59.07667125,53.94289813,25.42439342,24.5495795,31.59329125,41.25859075,45.4462525,3.5013425,54.32280525
ABCB1,0,0,3.6375,94.3337238,2.171171329,49.26812825,26.65049495,0.966712717,0.0700298,7.766394263,5.559369569,36.46687803,0.55134,2.584853275
SERPING1,155.545,579.96,31.05,0.40998597,6.293511474,0,0,64.49614306,34.06201885,8.75096931,0,0.054764152,179.3332693,0.0708125
LYPD2,0,0,0,0,0.066746375,0,0,14.43330917,0.5268425,0.066588375,0,0,0,0
CRISPLD1,0,1.085,0,0,0,0,0,0.105468658,0,0.023488988,0,0,0,0
DNAJC5B,0,0,0,0.316672,14.10539775,0.4699565,0.46052775,0.529683883,0.4071129,6.975632625,0.45530125,0.40056375,0.247840675,0.375464825
CCNJL,0,3.43,0,8.25252085,0.344356575,0.46953725,0.6376613,0.509559875,0.37451905,0.497831638,0.392590675,0.32646175,33.72939275,0.292544775
REG4,0,0,0,0.013145375,0,0,0.268728375,0,0,0.006529075,0.98550825,9.0780525,0,0
DPYSL3,0,82.6875,0,0,0,0,0,0.023061808,0.008599175,0,0,0,0,0
VMO1,0,0,0,0.468414804,0.197141,0.75961025,0.03310425,18.20271442,2.27970425,0.11044275,0,0,0.21360225,0.319525
MEN1,0,2.585,0,6.019573743,6.37725566,4.731039173,6.638077005,2.195793795,3.335771849,6.901498916,6.938358021,10.89525507,0.09851055,4.698512157
ICOS,0,0,37.5425,2.27752875,0.0461944,82.0013545,68.05249188,0.16344935,0,0.282549963,74.866456,38.094204,0,115.46333
LGALS17A,0,0,0,0.499092275,0.4469361,0.3915185,2.495189955,0.227781825,0.12768795,0.389752388,7.73435515,0.66523375,0.150260675,4.215072
TCN1,0,177.82,98.5825,0.756726075,3.768490563,0,0.12397725,0.29639025,0.815771,4.099749301,0,0,8.7232812,0.149245
CYB561,4.3775,12.445,6.4675,31.64878813,3.470560993,106.2700869,56.74130525,19.87016574,7.789509745,2.351284383,5.00541835,3.594613216,10.06749213,16.81084676
NDUFB1,49.935,52.4025,306.4625,18.4432375,15.6216525,18.730294,18.86348363,21.64452567,31.5168475,22.67460985,21.781075,23.88153675,33.88400825,21.9955555
LUM,0,706.6925,28.75,0,0.27303,0,0,0.002573133,0.03971025,0,0.011103975,0,0,0
ANGPTL1,0,0,0,0.253984325,18.87810125,0.61198075,0.385193075,0.434923358,0.2209049,14.57165766,0.33753635,0.780442175,1.1246553,0.372022675
CD40,18.1,65.865,19.8925,6.433294512,187.0590271,2.0996981,2.943945463,23.86776784,18.519405,177.1650025,4.304031922,2.988896159,0.4709074,6.066040145
SYBU,0,0,0,0.079338925,16.38659583,0.099518928,0.140873621,0.07805076,0.0341659,6.65760063,0.812985892,0.089485975,0.115480898,0.361067423
DSEL,26.0125,1.06,7.955,0.2699315,0.154801738,0.95876125,0.743544,0.164137917,0.1235532,0.170429,0.30620775,4.830545,0.308261,0.5945635
HELZ,9.895,9.0175,9.0025,170.2819975,62.90891913,113.5508925,103.276683,69.32189381,43.80144307,65.97225725,79.900415,72.79162925,28.12037275,79.44649675
ANKRD34B,0,13.145,0,0,0.096952688,0,0.058293238,0.780603575,0.041797,0.123172925,0,0,8.12277,0
TMEM170B,0.1575,0.9025,5.915,0.6784865,1.1014775,0.416693,0.58350125,7.869699167,8.368415,0.839356125,0.26672675,0.64369125,4.163995,0.349505675
ARHGEF5,0,2.785,0,0.58961739,2.635446197,2.3770015,2.019655772,0.048611333,0.20676745,2.425759271,2.37707225,1.7857215,0.12118275,2.149989
BMPR1A,0,1.8925,8.26,2.682985025,2.3435734,5.09791716,2.755812033,0.64562451,0.4984795,1.856961563,1.710955504,2.2558795,0.59652675,2.917370475
PRMT7,0,0,53.57,79.388443,56.83794296,83.42002375,83.00943316,32.81978568,32.60368272,46.41482353,95.53749268,100.7801348,3.91422615,75.84792325
KIAA1217,16,43.8425,0,0,0.140658913,0.54303835,0.03517845,0.001726792,0,0.03767175,0,0,0,0
XKRX,0,0,0,0,1.10240145,0.142388,0.1208605,0,0,1.751569188,2.5605255,4.588879,0,0.245057125
NEFL,0,0,0,0,0.007411525,3.39057,1.61477675,0,0,0,1.43184275,0,0,9.884949
PDK1,31.685,7.525,3.75,22.19435025,20.75426437,24.6692525,22.10718306,11.09865775,6.91589375,27.5098215,91.68189275,94.431587,19.4162115,63.92363727
GAL3ST4,3.4425,2.8275,1.2575,1.53380975,1.074119763,4.846348,1.37552615,0.626941584,0.551658373,0.684029063,22.7818,22.346924,1.639698125,15.04517287
ANKRD55,13.85,0,0,0.45162165,0.576937501,11.2401766,0.580143163,0.6335745,0.863056,0.641905037,80.2233325,4.4690795,3.48784025,22.58928525
GPR52,0,0,0,0.35757075,0.412764975,0.18492,0.19794275,0.242492583,0.30276,0.292510875,0,0.287877,0.172325,0.2233545
NDUFS6,190.1475,245.47,169.19,56.76382625,29.47169188,48.70069852,41.65465708,23.44569583,24.4572175,38.1317825,55.7601375,47.0166975,6.4197385,36.0832275
TM4SF1,1589.1,183.6225,0,0,0.03126475,0.03211325,0,0,0,0,0,0.03139575,0,0.05673875
OSBPL10,0,2.7775,0,0.82471375,104.2897854,1.267831,1.81209625,0.530565089,1.30750955,60.074515,1.410174,2.34426075,0.41731875,1.74425
TLR4,14.6475,0,9.31,1.269196353,9.416808558,0.3691771,0.13756495,145.3773709,31.14998575,13.27295375,0.04926825,0.068940925,279.26961,0.173669025
NDRG2,43.155,89.41,0,19.12473644,13.62850637,44.83675188,28.99205182,14.1657229,453.1169077,13.93815983,41.73433336,42.39073443,7.092349425,34.90719897
COLQ,0,114.0075,0,59.323995,2.336515127,31.420053,9.791168251,2.151204883,1.1262535,2.004362013,4.986395,10.03511675,0.601710264,8.157387196
SORCS3,0,0,0,0,0,0.16951875,0.015307125,0,0,0,4.15626925,0.28585795,0,0.4791798
TMTC2,0,2.2975,7.815,0.395399725,1.93204825,2.604167166,1.519490413,9.294981233,6.67061275,1.731007158,1.846682475,1.348299275,0.8994195,2.2732923
LRRK2,1.4325,0,4.115,0.864996425,21.31117725,0.42418755,0.101039038,51.92211517,19.74340975,17.55977188,0.0489584,0.068397575,244.592558,0.152175245
FAM46C,0,0,58.0575,30.524175,53.1767,49.064625,66.947475,0.921887358,2.99581,68.3341625,5.585715,6.7573725,5.69805,63.9456
NCR1,0,0,0,148.46824,0.868039,0.0601566,6.39635685,1.803190442,0.036733625,2.1659409,0.203171775,0.24682575,2.90635925,1.31117335
CD34,335.93,0,0,0.27083075,0.326327163,0.1905495,0.220696125,0.183421108,0.512548525,0.216743775,0.18793075,0.210808,0.1531435,0.1500665
SHROOM1,5.76,8.1475,21.0925,0.412309175,0.696120285,0.151612,0.170282513,3.983432438,1.124597443,0.855682438,0.128109875,0.144440325,0.405497175,0.183738925
EHF,0,0,7.615,0,0,0,0,0.314136761,5.80017325,0.022577625,0,0,0,0
PLXNA4,0,0,1.115,5.29698325,0.156411008,0.52783285,0.670957338,0.130309883,0.127218615,0.206725313,0.79053165,2.2414695,0.1640702,0.46938839
TRAF3IP3,24.6575,0,101.795,461.6186084,336.3464516,598.3539677,599.6875037,255.3578,194.744281,291.5901707,738.5626408,682.6766137,101.1486802,753.8527526
LINGO2,0,0,0,11.3523225,0.097546625,0,0.422379163,0.189498358,0,0.0047928,0,0,0.009612075,0
CAPZB,154.4375,247.6175,161.635,508.5640275,350.1262216,458.362912,485.4063237,592.0157775,445.0009075,295.3043606,401.9371475,349.135585,466.46395,441.2144473
DLGAP1-AS3,0,0,0,0.30712525,0.495655375,0.37968875,0.450345375,0.425316083,1.82067475,0.37547875,0.4079785,0.75584375,0.50468575,0.3073785
ENHO,0,0,0,0.0690225,0.013699,0.0310355,0.046193375,0.646987083,17.396975,0.23106455,0.32718325,0.0275275,0,0.0940775
GUCY1A3,0,87.7675,0,6.652827171,0.647887798,0,0,15.24368689,6.279838675,1.749168908,0,0,0,0
ADAM12,0,1.82,8.7525,0.818039687,0.069984538,8.504195025,1.846244425,0.185786375,0.052987925,0.16406135,0.01214,0.267235,0,7.173639075
CACNA2D2,0,0,0,5.532129575,0.407390634,1.549799259,3.531889304,0.157634102,0.0460837,0.542214781,2.509713863,1.64511192,0.034526675,1.939530467
GRIP1,0,0,0,0.643165825,0.462135913,6.84996,4.123184888,2.011461083,68.1799905,0.922104612,5.5323115,5.7895735,1.174230875,4.362105675
ID1,748.7825,0,128.9475,0.70457425,1.499665375,0.64216725,1.805910499,13.22296025,35.16666,1.975446173,0.36244,0.6337545,4.9036545,0.56510775
NKAIN2,0,3.6125,0,0,0,0,0,0.083478417,0.221341,0.0281115,0,0,0,0
DSG3,2.0975,2.515,1.5175,0.090107425,0.0432286,0.0642821,0.076753412,0.058591117,0.055184875,0.062971075,0.112997575,0.03202005,0.13327185,0.057291675
EPHB3,0,49.6475,7.0525,0.1684395,0.139137063,0.098962225,0.0791538,0.576062625,2.65048825,0.443415838,0.0887973,0.1243671,0.20629145,0.17330185
IKZF3,25.9325,33.8675,104.7625,85.03840536,84.51622548,68.11924606,78.06071144,1.390274942,0.539941054,73.69651655,30.26104354,45.08974229,1.238968317,56.42889461
ADPRM,26.5425,0,17.2625,12.526475,18.88094474,42.06495,27.722767,10.89723726,10.39351523,29.2523175,93.09463251,81.464365,6.786165,46.349465
MGST1,0,28.395,0,2.6783502,5.460961272,1.535494,2.29260435,30.20391736,42.57158343,8.055872388,2.00527575,2.732078018,1.4175953,2.0155304
TXK,10.225,0,17.7525,435.1663425,4.97290795,72.98435876,65.117786,4.987274208,3.26698855,3.75426225,206.842359,276.9828295,3.95408898,157.463006
DIXDC1,0.1725,0.18,2.135,0.857703475,0.392505138,2.560590625,2.012153467,0.202995484,0.233529275,0.6473814,2.48395225,5.6862285,0.23883925,1.4809643
LINC00475,0,0,0,0.39805375,0,0,0.06305475,0,0.3685725,0,0.82285475,0,0,0
IL12RB2,0,0,4.535,37.7672725,0.495078715,39.950512,11.69403387,0.561091359,0.3330422,0.777806911,3.006714991,0.85959715,0.118013475,16.91432425
LINC00544,0,0,0,0,0.468405875,6.124995,2.060068375,0,0,1.33034,2.614345,1.99343475,0,12.21441
NID1,2.26,139.435,32.1075,0.105369291,0.581344375,0,0,11.92771645,2.843301655,0.69716845,0.005057,0.004562875,0.210816,0.0197692
PTPRC,54.1075,2.07,527.2875,1866.281513,850.2938666,1428.75605,1724.594696,1496.158746,677.2283225,794.6564625,1222.608868,1239.103633,1660.362895,1332.240347
MIXL1,0,0,0,0.51663625,1.460450375,0.6676855,0.631924,0.473391083,0.326537,1.800300625,0.87467175,0.786846,0.8584145,0.78470725
ZNF79,0,132.495,4.1575,11.13023,8.95115875,11.1680775,10.58479753,5.872143667,4.38028975,7.962931875,9.287395,9.39482,2.923605001,8.546639
RNASE6,0,0,29.9825,4.26357,107.0878,6.5139125,2.629080125,90.64083,307.43775,139.7407375,1.42350025,0.3532985,127.324,1.481574
FEZ1,6.475,197.735,30.635,66.10795175,1.440044375,2.820723,8.2332588,1.451239667,1.033583,1.668407754,1.03342125,1.1103315,0.5086705,2.24345735
NPTX2,0,4.165,11.105,0,0,0,0,0,0.07291175,0,0,0,0,0
PLEKHG7,0,0,0,0.064329625,14.70510637,0.080370025,0.04824185,0.084552867,0.1853253,5.839032975,0.17016125,0.256727775,0,0.376305225
DOK7,0,0,0,2.433599,22.5971281,0.0259638,0.140461875,0.101433583,0.23781175,13.18368342,0,0.07535475,0.084085375,0
CEACAM1,108.545,82.6125,1.1425,4.0431494,23.97568341,7.9124175,4.536070426,7.967498244,1.875830725,9.113950857,9.377183423,6.439335148,100.2908495,16.495469
CST7,0,0,290.455,690.6735,6.65088375,86.09435,310.23925,7.0040435,25.205275,9.0922275,14.19358,3.1743515,149.143,30.81425
