Gene Symbol,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9
SPOP,8.778669062,8.786629237,8.370274799,8.763199791,8.660254733,8.49040469,8.743629503,8.530914356,8.690080151,8.672418382
SPOPL,9.503383265,9.439379623,10.42171641,9.742611265,9.683551072,9.545779464,9.91527935,10.29522021,9.273761108,9.841893549
SPP1,4.075823809,3.987178677,4.879143483,4.21535655,4.123570659,4.197514975,4.393342399,5.28513978,3.822688545,3.908333661
SPP2,4.591423948,4.627208192,4.36154229,4.470286194,4.824414257,4.351486345,4.673992769,4.528551712,4.583517834,4.718518081
SPPL2A,8.82799108,8.728571591,8.742934724,8.495574164,8.429643324,8.81223332,8.64469544,8.728064122,8.501830236,8.770454851
SPPL2B,6.474598915,6.792901718,6.459192708,6.479398824,6.46712341,6.544937009,6.606729645,6.39566803,6.534530888,6.512591963
SPPL2C,6.426741092,6.660850482,6.463071822,6.463417343,6.509673739,6.501086612,6.473809545,6.441678097,6.451404484,6.472310002
SPPL3,7.474266154,7.272007409,7.629452718,7.415835354,7.367943192,7.253791604,7.396915309,7.748585622,7.417295869,7.450084001
SPR,7.862825843,7.975993832,8.132466417,7.559700941,7.769335866,8.041075142,7.772721798,7.698528152,7.570112063,8.090650632
SPRED1,6.198439294,6.068820131,6.424382609,5.791241346,5.846097413,6.046725822,5.939101198,6.03370301,5.76870843,6.333253787
SPRED2,7.470881253,7.648315679,7.282687601,7.064961071,7.208147561,7.593478278,7.511023078,7.276333499,7.25111194,7.677561851
SPRED3,6.90533748,7.17008835,7.080465203,7.028372513,6.946355639,6.829142058,7.167794951,7.17613208,7.337047771,7.114133253
SPRN,6.37151825,6.376374024,6.079656101,6.633977488,6.647807605,6.267630339,6.271107582,6.103061069,6.495165064,6.540933541
SPRNP1,3.982026992,4.356674218,3.910695038,4.248322298,4.261087287,4.202224042,4.021251697,4.158657907,4.498512749,4.045107824
SPRR1A,4.972897113,4.959881227,4.796806827,5.022305826,5.014276564,4.91396177,4.983331925,4.980116821,5.067558988,4.936487937
SPRR1B,3.300883255,3.32098008,3.2410118,3.343828322,3.411400534,3.400187668,3.295359685,3.379288147,3.45263877,3.230436261
SPRR2B,5.548414417,5.785446147,5.195803297,5.513560699,5.525186244,5.738453452,5.525186244,5.274513487,5.624308388,5.791420622
SPRR2C,5.261328761,5.165972062,5.204641921,5.046722592,5.138474811,5.337782155,5.1435928,5.288998344,5.210377727,5.205580288
SPRR2G,4.225577094,4.232098913,4.172258585,4.160638806,4.144757734,4.284843301,4.215567188,4.400505932,4.167077739,4.23068472
SPRR3,4.995696469,5.083310363,4.938626498,4.690101119,5.226215878,4.961162997,5.081805142,4.942123538,5.018501375,4.985383598
SPRR4,4.840934924,4.747114957,4.86406546,4.859887422,4.957017378,4.963717884,4.799489799,4.827160815,4.813660844,4.797903168
SPRTN,7.496062772,7.35461263,8.22777387,7.426546877,7.135513921,7.281296624,7.588371469,8.095028351,7.47482221,7.404596244
SPRY1,5.23420997,5.80350307,5.337867582,5.231055274,5.296523444,5.457827823,5.933097537,5.192213301,5.1321245,5.710398548
SPRY2,6.372289297,5.768115115,6.215485374,5.364959912,5.518380181,6.006354172,5.619964729,5.603767658,4.843502058,5.172568546
SPRY3,4.147786004,4.355946002,4.880003557,4.353033886,4.391000576,4.169583482,4.58047022,4.731615164,4.372812125,4.430447902
SPRY4,9.203663998,9.222597649,9.132439518,9.008247484,8.678621295,9.078149011,9.008041186,9.029160807,8.664877035,9.186596902
SPRY4-IT1,6.988164504,6.75650182,6.013589298,6.132655386,6.402177047,6.722425142,6.476181846,6.165635211,6.645677352,6.17881306
SPRYD3,8.223359209,8.15169633,8.037934093,8.121611415,8.234411936,8.506804371,8.353288919,8.003093903,8.180848141,8.26239927
SPRYD4,7.451270556,7.348322872,6.62405965,7.189439332,7.085136151,7.497818617,6.778084537,6.900722265,7.039782452,7.039055441
SPRYD7,6.457668977,6.24011297,6.215402216,5.572921074,5.464115672,6.246793266,5.97231699,5.790749155,6.085775877,6.356449222
SPSB1,5.556267441,5.305014453,5.797656045,5.523184159,5.267211212,5.59436429,5.59867327,5.386280369,5.370938269,5.412910444
SPSB2,7.562927575,7.648095276,7.369850937,7.205604452,7.279375171,7.540962351,7.268803445,7.078847838,7.321453285,7.184256455
SPSB3,8.448958957,8.418536939,8.727376715,8.612974147,8.390088537,8.453908775,8.548859751,8.730453951,8.392941037,8.429496566
SPSB4,5.438728999,5.749283938,5.997329964,5.65244589,5.715649071,5.62745425,5.924186413,5.841970112,5.818945669,5.880603809
SPTA1,4.350936175,4.342134632,4.469169825,4.361904834,4.386324193,4.379423931,4.285978328,4.469169825,4.321089989,4.327109507
SPTAN1,7.823369282,7.810527397,7.278272433,7.89996987,7.681094428,7.656206044,7.532265834,7.662134496,7.891055629,7.283533296
SPTB,6.178924414,6.28766307,6.211010515,6.261129254,6.347534344,6.281043166,6.558874712,6.162254415,6.236661152,6.373773783
SPTBN1,7.943853161,8.045803868,7.469959651,8.148390919,7.907168432,7.981024494,8.064553019,7.729478122,8.350853243,7.490112395
SPTBN2,5.427534155,5.560016575,5.307796688,5.129788447,5.628565432,5.236058156,5.310815968,5.220624271,5.605556933,5.519934639
SPTBN4,5.795247416,5.913083286,5.707019676,5.691718817,5.77871207,5.774483722,5.877476973,5.704808789,5.914708358,5.775367169
SPTBN5,5.953714663,6.066076804,5.658673488,5.95142136,6.198482585,5.930072897,5.871941429,5.865257108,6.076102989,5.941971943
SPTLC1,7.864592917,7.732223228,8.198997308,7.888548743,7.987061342,7.740054009,7.772740753,7.877281143,7.887699986,7.616911405
SPTLC2,8.683389672,8.537532158,8.444636405,7.845237208,8.658654288,8.547727228,8.167324559,8.058831594,8.477846586,8.815540077
SPTLC3,5.092182701,5.048407329,5.075399964,5.235385814,5.141515701,5.014179868,5.080984778,5.326405307,5.391677021,5.010751383
SPTSSA,8.286517066,7.984890763,7.871077196,7.622603819,8.23890026,8.032484576,7.786379921,7.971350383,7.936548903,8.554243097
SPTSSB,8.260559946,6.543166185,6.536089346,6.086257452,5.771842679,7.971699237,5.947485635,6.265979858,6.120117578,6.678266439
SPTY2D1,8.126847387,7.85923378,8.822383157,8.234083111,7.8014722,8.28341132,7.98487898,8.556906773,7.880362539,8.085075288
SPTY2D1-AS1,5.110506381,5.486707061,4.90033539,5.055284661,5.247315389,4.960593988,4.904358654,5.061003039,5.120661734,4.934506472
SPX,4.614063195,4.69488324,4.812074799,4.521737951,4.479609234,4.529226591,4.593228238,4.485361245,4.536523878,4.61102672
SPZ1,3.414058559,3.447151095,3.587106115,3.370396832,3.429526071,3.485108423,3.402773965,3.311602611,3.505346009,3.413444307
SQLE,7.416812693,7.492293974,7.045353529,7.102524094,7.129017202,7.610109005,7.421123018,7.122480507,7.188844434,7.588662808
SQRDL,10.37649807,10.09287932,10.59344972,10.26488063,10.79263468,10.02851059,10.36482337,10.69495492,10.19479763,10.72538969
SQSTM1,8.087776595,8.051248914,8.041436628,8.014529799,8.121112174,8.093876283,8.074862748,8.164220093,7.98947432,8.150297618
SRA1,9.052314499,8.973632069,9.478121997,8.944483045,9.33384738,9.09764431,9.05815695,9.367422605,8.97000352,9.275298202
SRBD1,8.284503926,8.022609835,8.805256579,8.01673992,7.893172967,8.268395005,7.913092055,8.541057116,8.444853218,8.044131913
SRC,5.878821748,5.939859393,5.660182699,5.678322605,5.962923461,5.705680181,5.704423154,5.600177902,5.710340434,6.057493942
SRCAP,7.219188165,7.297804201,6.918974749,7.066189694,7.234036353,7.381982937,7.058089735,6.936379629,7.234285011,7.282835071
SRCIN1,3.873464749,3.947652018,3.863706952,3.889395159,3.993637894,3.911158636,3.782537073,4.264384691,3.689467725,3.737451857
SRCRB4D,6.311855869,6.344289393,6.135011344,6.171475312,6.077656652,6.339172552,6.485118002,6.00767385,6.323068634,6.267684863
SRD5A1,7.17309051,7.135758339,7.560839402,6.934884262,7.452903047,7.179704097,7.293806353,7.591707018,7.092091276,7.724161526
SRD5A2,4.8032928,5.049469398,5.02434641,5.058165267,5.035977491,4.864183484,5.096575467,5.272592104,5.020403585,5.139005391
SRD5A3,6.304546923,5.973871744,5.904648303,5.913287495,6.033007535,6.136446009,6.068285998,5.974336866,5.968027704,6.499671563
SRD5A3-AS1,3.856688475,4.17907994,3.982021478,4.021708307,3.94153984,4.046883616,4.025882124,3.907758671,3.946583909,3.977202179
SREBF1,6.739379419,6.677929988,7.004929489,6.949129783,6.997124874,7.009697723,6.965435734,6.967214357,6.723141765,6.595654996
SREBF2,7.427491054,7.580074513,7.337970458,7.293087676,7.18771716,7.40796457,7.426149235,6.990466127,7.300691265,7.434981585
SREK1,7.565931435,7.240546619,7.496928326,7.641591491,7.573292402,7.211345062,7.449026866,7.596073096,7.620110546,7.493193875
SREK1IP1,8.494276608,8.424235889,8.0070338,8.104625383,7.786928918,8.338973686,7.888403674,7.913181933,8.123986984,8.194475518
SRF,7.875198842,7.850931483,8.02231573,7.858984576,7.890155185,7.970959409,7.89945975,7.87514682,7.700565465,7.846154151
SRFBP1,6.095204409,6.456280832,5.664531359,6.095732646,6.326745193,6.432157415,6.432157415,6.164525868,6.378933797,6.336461087
SRGAP1,6.533623798,6.737526272,6.706565218,6.393607557,6.49189808,6.310848568,6.367441119,6.37327628,6.436806865,6.554791306
SRGAP2,7.087379479,6.970484687,7.062173581,6.527499588,7.39093689,6.645663583,6.91786495,6.884373608,7.004926402,7.501939471
SRGAP2B,8.078858185,8.295830476,7.851828071,7.325229195,8.483538814,7.614744555,7.76902097,7.827396382,8.043412783,8.478942376
SRGAP2C,9.039469407,8.937084572,9.004880311,8.629094836,9.346641422,8.671971962,8.958867946,8.729339866,8.960037736,9.520430492
SRGAP3,4.57803167,4.576700525,4.822011562,4.752462885,4.602136207,4.57706716,4.608815231,4.825183053,4.659035248,4.560696515
SRGN,11.44172426,11.02236649,12.33494226,11.86827505,11.81534002,11.62209774,12.00697438,12.23576881,11.22942115,11.73361067
SRI,8.63475506,8.697442034,8.431070425,8.541300132,8.439774622,8.689849945,8.3149983,8.575464317,8.404360683,8.529160938
SRL,5.48631851,5.480667748,5.710746566,5.595002789,5.479276236,5.12032382,5.487404146,5.513996033,5.507576575,5.45227685
SRM,9.389592632,9.56169238,8.768361015,8.806403494,9.168268646,9.47237701,9.340789767,8.628600852,9.234232421,9.455676823
SRMP1,6.185815032,6.246326618,6.108358807,6.130687178,6.226618064,6.213865264,6.222308622,6.31646791,6.260887336,6.233005404
SRMS,4.582072064,4.874668844,4.270457756,4.291505976,4.537660699,4.408830256,4.50409973,4.366208962,4.563301003,4.48614903
SRP14,12.50011267,12.46405538,12.31486226,12.32270492,12.34440778,12.44990528,12.39402987,12.28008346,12.36886494,12.40100875
SRP19,9.462239432,9.344792846,9.296695193,9.437174891,9.318406425,9.486053247,9.294682165,9.258726986,9.422368377,9.359950463
SRP54,8.482498341,8.676640332,8.651056876,8.767036092,8.587391022,8.409052121,8.56450108,8.623627991,8.863960491,8.638508101
SRP68,8.691067077,8.861750426,8.808279344,8.660425684,8.385844644,8.53458554,8.603002166,9.094796029,8.659773394,8.71865956
SRP72,9.38172575,9.372025121,9.099347619,9.137429703,9.158509172,9.311687294,9.112908084,9.035767833,9.310358424,9.351425547
SRP9,11.34996644,11.22114279,11.23592141,11.42940579,11.26307474,11.36133107,11.16976446,11.40945729,11.44827031,11.38836643
SRPK1,9.104221561,9.111435235,9.728870861,9.315892075,9.149387267,9.326934565,9.315878706,9.656235859,9.04149692,9.117566101
SRPK2,8.822446205,8.725390603,9.316522129,8.853229379,8.631247773,8.923011474,8.869652769,9.18425629,8.617826006,8.81634881
SRPK3,6.953699191,7.241803559,7.066309637,7.010715138,7.042925654,6.890589104,7.134398714,6.996662352,7.016125983,6.998965056
SRPR,9.855317806,9.62113075,9.389280145,9.497466242,9.703972879,9.834671109,9.606157771,8.99582868,9.546133368,9.842696465
SRPRB,8.823112481,8.794268868,8.368652276,8.713797433,8.651526178,8.756961011,8.657672601,8.516987232,8.671057704,8.781817761
SRPX,5.433741627,5.725942331,6.528236557,5.661130434,5.770485027,5.44894933,5.909720486,6.021642575,5.495778613,5.752910112
SRPX2,4.467248513,4.386329722,4.376703291,4.354194855,4.357019607,4.484988089,4.404150042,4.452004603,4.273134703,4.337404266
SRR,7.31583048,7.395789205,7.331198619,7.074563672,6.955638267,7.362472635,7.252919823,6.881235872,7.338172802,7.404088555
SRRD,8.509382851,8.407875014,8.345509024,8.154362115,8.312537922,8.698615599,8.295850646,7.952993988,8.020757581,8.27919192
SRRM1,11.42644976,11.45027247,11.12794567,11.25922521,11.34211394,11.38872316,11.33468026,11.04911145,11.36692395,11.40913326
SRRM2,10.13715744,10.2104993,9.71516685,10.04800332,10.20142827,10.05960977,10.14712116,9.68081935,10.28285389,10.32817363
SRRM2-AS1,3.742849605,3.968787197,3.699322777,3.971965097,4.049541105,4.029299079,3.990599096,3.903230692,3.964501369,3.950845664
SRRM3,5.090557962,5.146862131,4.964790849,5.047602266,5.045688905,5.05955249,5.084055388,5.010871565,5.02852208,5.089230543
SRRM4,4.235450456,4.400261649,4.416019462,4.391219308,4.232570598,4.253821657,4.310659813,4.35179972,4.140558616,4.218809041
SRRM5,5.177246312,5.18026752,4.63376372,4.733689812,5.208352767,4.702446052,5.558746036,5.506365195,5.405692387,4.895806436
SRRT,8.826849247,8.850704091,8.83311147,8.779359333,8.759142479,8.79403763,8.794066219,8.970290164,8.900490951,8.832213703
SRSF1,9.726618046,9.745606007,9.565440383,9.774605999,9.736467964,9.651132433,9.626184873,9.749706957,9.807823518,9.61601189
SRSF10,9.550359233,9.559821215,9.366600159,9.511042663,9.399015174,9.429114148,9.460184421,9.533988594,9.520656022,9.478155454
SRSF11,8.553257161,8.481436488,8.19236866,9.007229795,8.632250356,8.425869574,8.610746785,8.658637907,9.205589931,8.481679978
SRSF12,4.856030066,4.766492912,5.574769603,4.837535493,4.865191875,4.805128075,5.026720427,5.555229964,4.850831591,4.719469514
SRSF3,10.45143553,10.37878701,10.1116669,10.53273137,10.64587701,10.25134765,10.37535525,10.25854412,10.66298557,10.50782805
SRSF4,8.037817532,7.989444035,8.080671078,8.368907777,8.443908377,7.851589868,7.950185607,8.188255606,8.440211272,8.202164884
SRSF5,11.77460482,11.6601841,11.79891767,11.87842541,11.9988794,11.710668,11.91145896,11.81887722,11.92901691,11.90152273
SRSF6,10.60558114,10.73700274,10.11466423,10.39611253,10.58022027,10.45946766,10.4891144,10.17580377,10.66916463,10.64098687
SRSF7,8.500321525,8.576196572,8.196302726,8.499305998,8.519726912,8.386168153,8.540742186,8.293952081,8.6439169,8.547233809
SRSF8,9.344006647,9.303685955,8.727666444,9.267501918,9.006223963,9.48535822,9.192237704,8.955270641,9.424228468,9.048495083
SRXN1,8.185146509,8.082156244,9.125408031,8.229957497,7.976540542,8.165792769,8.024046217,8.952875757,7.85047219,8.190197763
SRY,3.335069384,3.37308223,3.575940431,3.54746557,3.516453762,3.560965412,3.462120599,3.685952795,3.698196163,3.349942855
SS18,8.596708509,8.678029786,8.005176109,8.284600122,8.317921572,8.665942355,8.227036783,7.993756362,8.63748208,8.512533289
SS18L1,8.175354477,7.696250571,8.557384577,8.860897803,8.334741123,7.778323909,8.366020841,8.74278425,8.49521197,8.010186566
SS18L2,9.586910232,9.682995033,9.722287985,9.525534729,9.384044056,9.56016571,9.654849629,9.480301009,9.317928275,9.577066974
SSB,11.39629337,11.51721469,11.06104541,11.26794621,11.33800449,11.30889356,11.22553601,11.08222766,11.45983307,11.29075727
SSBP1,8.208609081,8.062371309,7.88054965,8.312803511,8.404778476,8.230123078,7.67574526,8.051354602,8.458165516,7.930326322
SSBP2,6.286435381,6.595248116,6.287862605,6.76590702,6.492821258,6.196253835,6.511860542,6.192479142,6.732648381,6.324745885
SSBP3,9.573123263,8.762219983,7.282947786,8.116620095,8.341015509,9.437812095,7.839965614,7.669790474,8.712069775,8.764542253
SSBP3-AS1,7.217357052,6.990818336,7.035908611,7.693120544,7.155904356,6.935148394,6.998835066,7.103963789,7.78155195,6.813406053
SSBP4,7.51285775,7.493645166,7.33854357,7.400843528,7.21552285,7.541296378,7.436599379,7.280758112,7.315410757,7.561877295
SSC5D,6.048193181,6.25817839,6.132257655,6.315679494,6.2924016,6.111828406,6.219345292,6.203815808,6.346412899,6.169659599
SSFA2,10.38636386,10.49431654,10.36080223,10.15359219,10.24498511,10.37535728,10.46491465,10.1925253,10.4794293,10.47346623
SSH1,7.49370213,7.281191721,7.091150719,6.95745094,7.069242949,7.492013641,7.139449892,6.998708737,6.968312864,7.399647167
SSH2,7.495399049,7.362462571,7.854990133,7.487599348,7.535399308,7.469453259,7.745190845,7.69227076,7.396685428,7.515361512
SSH3,7.736193373,7.77116025,8.036010401,7.816914544,7.770331292,7.983271513,7.782428625,8.190248795,7.615743102,7.797003347
SSMEM1,3.959030739,4.197734179,4.094401421,4.007144666,4.085631855,4.0226193,4.017589528,4.135358789,4.088814856,4.004423139
SSNA1,8.758313263,8.631893198,8.229399898,8.225310411,8.352265768,8.816285787,8.502655738,8.110461819,8.53406799,8.742231806
SSPN,4.279528085,5.510497745,5.351511316,4.465094108,4.292506049,4.936537717,5.369226178,4.633771782,4.122375127,4.582906795
SSPO,5.806623303,6.028159866,5.671355077,5.983613159,5.902846806,5.961997745,5.918566678,5.861535315,5.993060879,6.029289814
SSR1,10.19331831,10.08159317,9.840047153,9.880761746,10.07618536,10.00882994,9.875419526,9.809167277,10.09231729,10.16353157
SSR2,11.44616239,11.44998075,10.73409755,11.15442909,11.17517922,11.4283136,11.16479215,10.723569,11.30788019,11.37419954
SSR3,9.010165936,9.092282935,8.673637974,8.490118131,8.986294915,8.891607548,8.82942909,8.533528965,8.956205348,9.067597212
SSR4,11.39208206,11.38558121,10.26936428,10.72598966,11.10902868,11.36256766,11.02653726,9.833998314,11.07460089,11.3330271
SSR4P1,6.436728346,6.45077524,6.4056784,6.410434101,6.125499059,6.378593526,6.405858517,6.377833841,6.359758853,6.238788137
SSRP1,10.66055444,10.72893608,10.37999359,10.48110157,10.48363245,10.63660982,10.47174761,10.10688875,10.60188877,10.51665722
SSSCA1,8.53613777,8.685821032,7.814388287,7.927739187,8.137973462,8.489858617,8.189657237,7.737219507,8.183861317,8.595002078
SSSCA1-AS1,6.751576701,6.848362399,8.142753669,7.439215989,7.393447454,7.13939627,7.420985393,7.45717526,6.937409201,6.936378516
SST,5.599315332,5.618020157,5.479728869,5.789596376,5.612530712,5.697458784,5.516777914,5.479728869,5.748756707,5.646100157
SSTR1,4.133972994,4.158584883,4.044463912,4.020077347,4.110258708,4.135147557,4.143520082,4.117070227,3.970448004,4.181836948
SSTR2,4.455925844,4.627943934,4.506175678,4.522955956,4.56628846,4.449077816,4.615142556,4.584187165,4.384157389,4.537807743
SSTR3,6.253182448,6.329563116,6.077150087,6.263527381,6.502495606,6.232730986,6.381398901,6.14129822,6.37126795,6.381514753
SSTR4,5.091209596,5.249307807,4.965022427,5.156542952,5.3929114,5.269060298,5.222053094,5.110594801,5.289059461,5.256306977
SSTR5,6.94197741,7.126095869,6.505156388,6.94778884,6.871099011,7.01275973,7.056314423,6.758695612,7.238196923,6.998543984
SSTR5-AS1,4.343785224,4.621698153,4.72380594,4.68919528,4.677523847,4.286725326,4.346341592,4.502592428,4.631454237,4.238279277
SSU72,9.355693953,9.455352929,9.184365733,9.237657034,9.230932902,9.404714002,9.309094463,9.008881016,9.228893207,9.362289135
SSU72P8,6.020957319,6.37976236,5.932701162,6.189327977,6.18760505,6.285221709,6.233068225,5.940393449,6.178447795,6.209783641
SSUH2,4.482876216,4.756745025,4.381781867,4.303925535,4.606211119,4.989282611,4.545087096,4.676919485,4.492949856,4.47835162
SSX1,4.353056041,4.053629991,4.08738283,4.136027296,4.211775492,4.134876617,3.98707673,4.669012758,4.346435534,4.33847158
SSX2,4.490446754,4.513277148,4.423747171,4.55876729,4.759497636,4.537677161,4.455678479,4.973397535,4.641250592,4.581588761
SSX2B,4.302658218,4.24812908,4.484153195,4.136473807,4.283275047,4.126079986,4.351953093,4.477334422,4.01741187,4.217866154
SSX2IP,7.553282964,7.291898179,7.391155842,6.961149044,7.080350026,7.374943547,7.322160586,7.31457869,7.03734702,7.341595574
SSX3,4.556486459,4.554774223,4.630276202,4.621375835,4.594409997,4.528035582,4.547568671,4.823263837,4.594614708,4.660668154
SSX4,4.791617132,4.83070931,4.754284122,4.923878009,4.895805513,4.764106678,4.75752989,5.213649489,4.910428253,4.784143535
ST13,10.17933708,10.2477964,10.27958528,10.27500045,10.11219619,10.27776176,10.20433839,10.37258913,10.29133847,10.18810582
ST14,7.01046868,7.540586024,7.297318375,7.036055491,7.18081165,7.028749962,7.369250225,7.015267555,6.883708762,7.273231088
ST18,4.628807848,4.696218844,4.533208839,4.612227694,4.664602361,4.716289869,4.633115263,4.532941737,4.691274582,4.712884082
ST20,8.05893181,7.820067686,9.436721618,8.891724264,8.697330047,8.589723603,8.952554516,9.172698562,8.168209305,8.398648558
ST3GAL1,7.886439903,7.835403267,7.416117531,7.893726422,7.728946263,7.829299545,7.858632686,7.525314989,8.04382761,7.627458814
ST3GAL2,7.716538357,7.635324684,7.67971745,7.611133535,7.805823467,7.746374182,7.773901658,7.752248032,7.610253437,7.695844151
ST3GAL3,5.480676754,5.422745097,5.372420178,5.49537791,5.501834151,5.397155184,5.524061885,5.355642941,5.628861692,5.381407419
ST3GAL4,5.7712305,5.837919392,6.07734091,5.698440259,5.692866363,5.894575544,5.981977544,6.181089,5.788242796,5.752444083
ST3GAL4-AS1,6.3871882,6.106756113,6.5547849,6.428332432,6.263005402,6.473127441,6.151051227,6.090078331,5.979113179,6.191428918
ST3GAL5,10.06677413,9.752627011,9.325469908,9.717285775,9.779916271,9.613543149,9.474063998,9.144192115,9.777590412,9.920742421
ST3GAL6,8.244318844,8.213723781,8.813070916,8.141942122,8.424509573,8.067838956,8.338317171,8.918434545,8.133761312,8.623031209
ST5,5.462347454,5.573240633,5.266773695,5.093094206,5.240912588,5.08718934,5.060292813,5.214099854,5.197669769,5.308860797
ST6GAL1,9.400055865,9.832129121,8.522325327,8.98918125,8.800171945,9.811720419,9.467418717,7.718406933,9.37833483,9.178302292
ST6GAL2,3.818709497,3.629394214,4.05444111,3.821090599,3.916941527,3.898032359,3.705183285,3.911917497,3.961149343,3.92900235
ST6GALNAC1,4.33485127,4.122934038,4.257337214,5.291501159,4.8436874,4.198119559,5.028558815,4.719475557,4.482610233,4.198119559
ST6GALNAC2,7.942826359,7.939106136,9.686521138,8.656625395,8.725766716,8.332624943,8.652469231,9.595363461,7.969413055,8.510433894
ST6GALNAC3,4.919223658,5.189295521,5.022330905,4.699019051,5.052792369,5.029985166,5.084187137,5.257765094,4.884223501,5.019731734
ST6GALNAC4,7.03248143,7.306647059,6.304769809,6.682277107,6.939822156,7.25122498,6.957170118,6.281306207,6.803287419,7.020738354
ST6GALNAC5,4.191496303,4.337205053,4.520481368,4.248284606,4.151742173,4.342401582,4.200054632,4.214638588,4.248628198,4.227930126
ST6GALNAC6,7.781059447,7.461578439,7.009933513,7.105113654,7.03882068,7.766371826,7.048841442,6.861936096,7.3100882,7.181664043
ST7-AS1,4.935223992,4.739847094,4.95620922,4.51268708,4.63312237,4.386385502,4.599506127,4.737198604,4.591114828,4.844770074
ST7-AS2,4.438879777,4.36297499,4.309400752,4.245441946,4.357633389,4.308646605,4.278984685,4.369798609,4.424832808,4.330010548
ST7-OT4,3.229247221,3.226198539,2.892197656,3.056085323,3.150266294,3.293663315,3.265855007,3.32516003,3.291048687,3.192831481
ST7L,5.395505598,5.493721785,5.278020005,5.508176671,5.440360611,5.431961809,5.356185297,5.403536308,5.556573656,5.494702415
ST8SIA1,3.608584555,3.35393165,3.460699733,4.413931626,3.546263911,3.388118405,3.4205439,4.11241894,4.09266145,3.306726259
ST8SIA2,4.547460613,4.551469841,4.40996226,4.5123523,4.649710176,4.594018258,4.5154653,4.402608171,4.708527225,4.742993358
ST8SIA3,4.458538321,4.413541646,4.488111377,4.433338221,4.52870675,4.467078271,4.432984443,4.486453522,4.472500367,4.503993892
ST8SIA4,7.830568229,7.583196251,8.883081871,8.02870853,8.072871719,8.010316985,8.232402713,8.643242966,7.564361743,8.189910997
ST8SIA5,5.224469484,5.524234968,5.479996514,5.352655298,5.421746306,5.298677542,5.312183634,5.494196902,5.301831373,5.388288018
ST8SIA6-AS1,5.031413341,4.894114587,4.854200456,4.798387899,4.860107427,5.039917444,4.953093169,4.899440923,5.095455108,4.920416052
STAB1,7.041929353,6.939480479,6.386909297,6.195270854,7.468105636,6.269626859,6.258903468,6.648453114,7.040342741,7.524477788
STAB2,4.22929256,4.313267597,4.240522635,4.166577056,4.331541151,4.271263424,4.16703166,4.397694686,4.242125893,4.221204021
STAC,4.66644623,4.562722498,4.508891728,4.396930623,4.598831301,4.499320491,4.430003449,4.367514651,4.446716101,4.376663157
STAC2,5.67345686,5.785377164,5.844463827,5.777993474,5.804603749,5.652090824,5.767952239,5.790696618,5.751951671,5.698663973
STAC3,6.303343161,6.43628301,6.374509668,5.98928128,6.734444448,6.130738287,6.27780899,6.291326131,6.223900288,6.489982704
STAG1,7.403915625,7.295435991,7.31897792,7.460399616,7.375587295,7.538859719,7.159315932,7.667099712,7.4093989,7.305226979
STAG2,9.578536644,9.384332122,9.884461216,9.629530445,9.519050727,9.653436068,9.614861257,9.938556194,9.53359615,9.523947904
STAG3,7.395188134,8.424086189,7.545476606,7.73427254,7.31368184,7.618764627,8.410257211,6.848193459,7.023160838,7.399828387
STAG3L1,9.057162929,9.143126104,8.531697813,9.245672593,9.457834766,8.968457659,9.24563301,8.493808948,9.290088034,9.020480167
STAG3L2,7.828345113,7.765895459,7.342369653,8.969974176,8.112368051,7.639600825,8.162978254,8.464695989,8.63011106,7.512661921
STAG3L3,7.79414756,7.814853813,7.356088218,7.816887008,7.86937457,7.555330282,7.826339824,7.484568235,8.060459804,7.566339882
STAG3L4,6.832966002,6.73524797,6.971706043,6.96522677,6.777718819,6.636128288,6.685601998,6.818112408,6.907394958,6.578346647
STAM,8.357015825,8.155757703,8.39600812,8.502803918,7.913741085,8.388346859,8.259547947,8.912137153,8.1832764,8.370823056
STAM-AS1,3.417102242,3.351435793,3.402053752,3.369882496,3.341238352,3.372552785,3.278458525,3.564618368,3.338274019,3.336221555
STAM2,8.66939563,8.660422837,8.733571074,8.425523753,8.386446947,8.658800806,8.519388677,8.640024309,8.460052331,8.638853983
STAMBP,7.684818346,7.195534263,7.901995571,7.689038362,7.55637699,7.230809388,7.437509197,7.985448407,7.464400997,7.403225335
STAMBPL1,6.980272576,6.857581482,6.827566458,7.272559089,6.836456685,6.884922478,6.888195419,7.269697487,7.144372008,6.365866482
STAP1,8.305160155,9.784791952,9.136948443,8.454741645,7.581413232,9.348567262,9.703549243,7.596991214,7.97618882,8.233880313
STAP2,6.318218493,6.49522346,6.2087322,6.251241782,6.092042522,6.174031314,6.385820125,6.159189463,6.342715316,5.992972659
STAR,5.534819685,5.586387775,5.716269583,5.645607933,5.874748411,5.482213276,5.841542665,5.504567488,5.560098169,5.41201334
STARD10,7.08356955,7.09032774,7.113865052,6.985920814,7.147163972,7.135340915,7.258350203,6.885864159,6.772465973,7.097640647
STARD13,4.583311911,4.560811881,5.143380696,4.490282789,4.667878978,4.601104961,4.856614346,4.606512474,4.488860688,4.763958936
STARD13-AS,3.890829163,3.768705026,3.715902707,3.7365669,3.833960094,3.694128037,3.757308103,3.700084513,3.705360232,3.559282599
STARD3,6.841163517,6.873745833,6.857923631,6.983955006,7.115867834,6.951363068,7.156220889,7.047398421,6.994776064,7.0365863
