Gene Symbol,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9
CELP,5.727688144,5.785868691,5.391143462,5.497900001,5.880387611,5.779566291,5.716609703,5.509176408,5.853532693,5.880387611
CELSR1,5.961164901,6.277979111,5.882568011,5.86576919,5.857441582,6.247529636,6.235450704,5.898411587,5.818671774,5.917073352
CELSR2,7.037310423,7.003628815,6.862328176,6.800120038,6.881700278,6.83704139,7.048803912,6.601449399,6.69353513,6.547806491
CELSR3,5.459632684,4.55521389,5.057313089,5.045811168,4.781826605,5.332039512,5.317483773,5.8005644,5.46035194,5.295391514
CELSR3-AS1,5.238073755,5.307123826,5.389157512,5.393889328,5.491340985,5.343881381,5.338604954,5.376944279,5.579277556,5.278697922
CEMIP,4.134410555,4.326767591,4.091435329,4.35477655,4.3480922,4.17397919,4.178840961,4.212868169,4.32215915,4.385889349
CEMP1,7.128825952,7.161930161,7.163069086,7.255420817,6.999483881,7.086480385,7.061101664,6.972003572,7.290362724,6.945883316
CEND1,6.810658474,6.948625332,6.802620288,7.09338448,6.951861646,7.078585138,7.052425309,7.007196129,7.141639358,7.02568245
CENPA,7.522279661,7.46668965,7.818019915,7.381881893,7.522709052,7.334704347,7.569419803,7.790534202,7.101313075,7.601436225
CENPB,6.181743258,6.163208762,5.671100727,5.895046261,6.009114754,6.204916308,5.817490829,5.773766196,6.073918779,6.271192994
CENPBD1,6.418643464,6.449321145,6.582256505,5.90751249,6.174770455,6.596087116,6.363721321,5.987400562,6.06572689,6.472370834
CENPBD1P1,7.240573558,7.164300707,7.060919489,7.025814839,7.250605974,7.233789329,7.399804633,7.235238495,6.973038475,7.423376719
CENPC,7.819663287,7.529983476,7.624276824,7.60775433,6.846121431,7.976165921,7.384352394,7.691410522,7.821112618,7.206916819
CENPE,7.786518695,7.868774149,7.943682818,7.462686208,7.602945951,7.711449617,7.593286119,7.979991969,7.407041063,7.398451896
CENPF,6.855630146,6.943440927,7.081582814,6.772618131,6.715803489,6.9189403,6.861044839,6.948708934,6.765769504,6.760144394
CENPH,7.103296922,7.133574598,7.534016674,7.034436409,6.974369436,7.289863044,7.232001188,6.941547057,6.991830113,7.240007242
CENPI,4.565585804,4.43111241,4.472425899,4.190689451,4.277853214,4.598989942,4.483394694,4.385264935,4.324866525,4.424001434
CENPJ,7.690351816,7.924375866,7.536388793,7.292642345,7.267938693,7.583495158,7.35335553,7.371819832,7.449641196,7.422214605
CENPK,6.92489896,6.693638432,7.288804984,7.408387799,6.75690605,7.184428952,7.363003551,7.597546573,7.300216899,6.557320769
CENPL,6.507034132,6.305416078,6.36084019,6.087453575,6.041222759,6.436602341,6.152627005,6.147904512,6.162208567,6.145963016
CENPM,7.032000345,7.514023997,7.445122745,7.213428327,7.213064189,7.328834787,7.588687826,7.476086834,7.037489275,7.415426367
CENPN,7.431007285,7.542271415,7.715441527,7.131840811,7.443235334,7.431637113,7.789185398,7.371761333,7.238112254,7.467524892
CENPO,7.383892111,7.699158915,7.54550449,7.30933854,7.237276634,7.730303317,7.130044655,7.467714752,7.476619039,7.570381685
CENPP,4.822567499,4.936668463,4.614828027,5.051995317,4.876350672,4.777511464,4.740483619,4.37168898,4.798473646,4.800680686
CENPQ,6.694361194,6.169482063,6.978235177,6.520273216,6.034691448,6.79871852,6.01037359,6.730648834,5.949710202,6.426168365
CENPT,7.197675728,7.161422165,6.950815471,7.141677416,7.184150938,7.270183573,6.982882856,6.911195843,7.037555818,7.117541423
CENPU,7.457998045,7.550744537,7.752194394,7.526102186,7.217570244,7.324132319,7.647317102,8.020154832,7.259328277,7.51113898
CENPV,8.051571408,8.038086805,8.146507171,7.755811485,7.763967226,8.005979772,8.110146393,8.017040161,7.763029329,7.735564752
CENPVP1,3.639655252,3.608767453,3.779046784,3.613923818,3.67340835,3.635985378,3.679092869,3.639655252,3.613923818,3.5568581
CENPW,9.068467018,9.158226226,9.215784742,8.740107134,9.117354846,9.076620283,9.011229058,8.85997747,8.711302173,9.077540043
CEP104,6.982829558,7.143446018,6.726508875,6.914645444,6.975245813,7.078118881,6.908947714,6.834904643,7.306940699,7.066716568
CEP112,4.977482436,5.201406095,5.045217663,5.184223979,4.933227438,4.928091191,5.003352748,5.058607494,5.018942702,4.916803394
CEP120,8.044906536,8.086365845,7.908334961,7.93923754,7.65349096,8.225680574,7.802738276,7.719730058,8.004041946,7.80952539
CEP128,5.366489803,5.418048192,5.375382496,5.354784261,5.276381035,5.494921828,5.305747041,5.447290866,5.512828784,5.244900773
CEP131,7.739644943,7.922507325,7.415319295,7.609085532,7.268216977,7.640654477,7.536215218,7.424703017,7.389665726,7.679418343
CEP135,6.880039138,7.119105835,6.686410625,7.412482145,6.899550418,6.827159967,6.869161197,7.029693606,6.947342863,7.008436154
CEP152,5.531474747,5.703059087,5.72522351,5.600914655,5.418715457,5.508345983,5.648757866,5.602334177,5.572142783,5.566616231
CEP162,6.992447992,6.990461038,7.000611398,6.788660155,6.784080619,6.830194399,6.932616294,6.635894497,6.698707727,6.810810858
CEP164,7.716869034,7.73447718,7.329483531,7.637912009,7.805922701,7.717024988,7.673729059,7.379683311,7.782590876,7.696427101
CEP170,7.323057243,7.351901531,7.387685143,7.284167565,7.339805209,7.257095405,7.402972992,7.41480902,7.334515845,7.463471499
CEP170B,6.475443528,6.554444856,6.545598786,6.578092272,6.265775655,6.602912024,6.736599699,6.681461873,6.381398053,6.622696509
CEP19,7.236386311,6.991090508,9.258669773,8.167849223,7.503221428,7.564828032,8.222292989,8.924131073,6.798564772,7.667980829
CEP192,8.505506834,8.84717498,8.882648409,8.7259335,8.592275791,8.705289613,8.601838386,8.679905396,8.682472021,8.39854797
CEP250,6.787513775,6.794251269,6.366619721,6.715012363,6.778310754,6.846249911,6.544207439,6.354496436,6.7208343,6.671010589
CEP290,7.670590361,7.722226876,7.421898739,7.7005631,7.35633995,7.706538739,7.434990174,7.435416482,7.664254259,7.486745438
CEP350,8.766222446,8.520635153,8.299010871,8.372187348,8.465784988,8.559668363,8.194881277,8.308953399,8.567205429,8.560988823
CEP41,5.270309106,5.037880213,5.101835282,5.513253122,5.066530065,5.258402424,5.03570678,5.326897059,5.26209982,5.025060379
CEP44,6.149780289,6.186840526,6.041462176,6.265427754,6.132910591,6.167370868,6.107382604,6.293744347,6.279242475,5.920888349
CEP55,9.626262001,9.376135035,9.902124479,9.701129736,9.307639287,9.601909223,9.605336358,9.928369626,9.441501667,9.546212806
CEP57,8.909062639,8.841526221,8.569071829,8.830011265,8.764141842,8.793292371,8.590547714,8.614443471,8.905151512,8.758176265
CEP57L1,5.18236663,5.102301886,5.166229325,5.381817123,5.137627414,5.36423412,5.259138403,5.638548508,5.335718787,5.271155742
CEP63,8.268511156,8.176806079,9.426559253,8.901452833,8.571531412,8.477915218,9.109776772,9.505191962,8.132334402,8.457609396
CEP68,7.728745988,7.810427157,8.660829468,8.3018534,8.07086432,7.793401734,8.1845094,8.331375155,8.147921871,7.554216089
CEP70,6.551682139,6.6075849,6.40361115,6.587833842,6.500945057,6.728118189,6.417083715,6.522224634,6.762845442,6.506939382
CEP72,7.78784611,7.604687584,7.735534107,7.792797684,7.768984091,7.836550422,7.378315793,7.843205218,7.780889909,7.523640414
CEP76,6.50551288,6.135843221,6.137938117,5.827715615,5.8576996,6.41417074,5.699323029,6.567419277,5.767806077,6.004619931
CEP78,8.624270776,8.056958941,7.813197411,7.551668758,7.305474091,8.65238774,7.382214402,7.67622598,7.72178556,7.870754188
CEP83,5.987675625,5.76613642,7.040229632,6.198825202,6.01965108,6.097951199,6.470472333,6.830457667,5.55287444,6.104744417
CEP83-AS1,4.87555313,5.057983859,5.140232178,5.237720724,5.09844378,5.060711529,5.06825775,5.211693585,5.09844378,5.389036814
CEP85,6.411939416,6.542521851,6.429315189,6.313931635,6.653502199,6.341240904,5.999813337,6.213233716,6.252680828,6.65178291
CEP85L,7.620043311,6.918246287,6.896972184,7.649727073,7.864159472,7.237961584,7.171510516,7.443896033,7.74729866,7.389910303
CEP89,7.210477941,7.237011372,7.18462802,6.907105283,6.884310069,7.120729354,6.841073647,6.998421868,7.093258408,7.014560136
CEP95,8.499082234,8.54693783,8.735629732,8.806852015,8.553312999,8.625109032,8.631825937,8.984135186,8.792183002,8.494071989
CEP97,6.804068742,6.815625107,7.014904536,7.001502338,6.809958073,6.89465572,6.974678615,6.856311873,6.916955695,6.715572765
CEPT1,7.9674226,8.527373756,8.282970827,8.517648844,8.354167885,8.255624072,8.469056603,7.95902438,8.402965336,8.016426289
CER1,5.601279758,5.947560264,5.710665342,5.905290935,5.840240593,5.640129287,5.836244455,5.785335497,5.899213835,5.671728869
CERCAM,6.054410816,6.085432114,6.10491488,5.939380224,5.880920693,6.205738662,6.053693261,5.9435195,5.866572143,6.014273215
CERK,8.042149938,7.756188012,7.936096313,8.099019673,7.784532462,7.88625979,7.675239773,8.236925603,7.990299248,7.955044427
CERS1,6.11898629,6.189720486,6.081403152,6.307106958,6.2066778,6.284568559,6.397550365,6.183693415,6.515732975,6.264229808
CERS2,9.320913499,9.180573536,9.562281129,9.1236882,9.269194042,9.218871361,9.320624277,9.531077049,8.966586571,9.449375943
CERS3,4.54585994,4.420623369,4.152204696,4.409296858,4.439313431,4.444572009,4.50682486,4.447900922,4.376012795,4.381238924
CERS4,5.928387484,5.986409689,6.011227882,5.709963872,5.70519397,6.146088259,5.947963243,5.709882997,6.085896394,5.873947675
CERS5,7.669205013,7.651060174,8.143455457,8.390760098,7.771959209,8.019476518,7.901347494,8.191988074,7.71122257,7.55269459
CERS6,8.533128483,8.491860827,8.347258805,8.213905098,8.611727328,8.301219711,8.161418988,8.252552548,8.595076592,8.7158309
CES1,7.527526395,6.887945221,5.944554734,5.547902486,8.197333439,6.428586685,6.2252806,6.551873116,7.40103566,8.253231317
CES1P1,5.612754657,5.559883275,5.521979256,5.537809314,5.56884806,5.701691443,5.925301751,5.912076746,5.826562351,5.652874373
CES2,8.130273036,7.868105729,7.783061665,7.923725946,7.991806097,7.979441881,7.76448963,7.821393074,7.975395974,8.118952082
CES3,6.48319305,6.611236625,6.565201763,6.58848658,6.582008866,6.434876726,6.612961856,6.665337315,6.621981518,6.57778257
CES4A,6.029555377,6.150197738,6.10763045,6.449222128,6.554852312,5.924817887,6.106069916,6.143713725,6.41711362,6.205369865
CES5A,3.974958388,4.237489794,4.126653189,4.361061781,4.099274984,3.942850762,4.250652901,4.175484981,4.161490361,3.919656379
CETN1,4.257237071,4.303364322,4.041351023,4.520004246,4.334998792,4.098666655,4.328081038,4.196012748,4.319328635,4.176438404
CETN2,9.736076444,9.561502957,9.649614368,9.452355323,9.590382137,9.777950702,9.47475798,9.49954299,9.329874463,9.626124151
CETN3,10.40746603,10.55763291,10.61531109,10.54351861,10.31055463,10.64186644,10.54788207,10.6080302,10.41257359,10.2828706
CETP,4.443186341,4.588290774,4.399046778,4.428197186,4.847681198,4.645046302,4.585614623,4.663253614,4.5820306,4.598770291
CFB,6.437537994,6.274425669,6.499935005,6.368130107,6.432229296,6.414030537,6.560732755,6.485392231,6.42568838,6.512384021
CFC1,4.728210029,4.868384999,4.685091352,4.658902736,4.745553295,4.727850805,4.871355285,4.824108241,4.728547446,4.849618487
CFC1B,6.008275846,5.936620484,6.01972131,5.760902237,6.031839563,5.951376088,6.058994684,5.892048798,6.017851683,6.12498121
CFD,8.281332172,8.064882237,9.462246718,8.596920779,8.869461246,8.139236755,9.035664595,9.512380618,7.934856344,8.778647082
CFDP1,7.328773153,7.48587421,7.551236339,7.718337472,8.001414429,7.615607737,7.721727668,7.612007711,7.921858594,7.557683153
CFH,4.999677593,4.418514932,4.478525582,4.624745532,4.503623903,4.399825265,4.152595328,4.965372808,4.901521631,4.521580028
CFHR2,4.925765827,4.675634118,4.623741194,4.88323689,4.777166248,4.70237614,4.680679478,4.731756612,4.758354721,4.579248814
CFHR3,3.077566607,3.124352684,3.289095645,3.091979067,3.154957742,3.103417868,3.093995232,3.116916451,3.061654141,3.209997063
CFHR4,3.343766255,3.642397515,3.460327243,3.37987156,3.417425218,3.424433696,3.471191616,3.404910367,3.321901045,3.371238156
CFHR5,2.966349311,3.099113128,3.205033698,3.084369003,3.110372436,3.007924433,3.110984752,3.078907932,3.068898027,3.081726964
CFI,4.640142789,4.585320532,4.598241367,4.648499047,4.577932985,4.616546522,4.700074966,4.540425183,4.536348519,4.542379319
CFL1,8.831762385,8.823213664,8.436163709,8.464470769,8.720881924,8.791511575,8.665767115,8.431252618,8.700547567,8.875731829
CFL2,8.202003353,8.257541515,8.280557408,7.89075029,7.709648754,8.304702444,8.025930834,8.291365048,7.94645621,8.091264171
CFLAR,9.087364673,8.709687215,9.425531803,9.117545746,9.086580322,9.208042303,9.192011867,9.253464192,8.995185484,9.083084663
CFLAR-AS1,5.86695688,5.557833726,6.018365215,5.715281331,5.857096926,5.852699137,5.706842375,6.009565002,5.785446147,5.729019004
CFP,9.34214389,8.703168372,9.576957376,8.706037149,9.931178017,7.963863018,9.056558268,9.345464896,9.085497337,10.00244561
CFTR,3.85673019,3.965014366,3.953746344,3.852847709,3.893308106,3.97804634,3.860312637,3.998587105,3.789441242,3.92024469
CGA,3.821606167,3.810803449,3.902998155,3.914081985,3.96668487,3.847077585,3.959770946,3.955175447,3.815358116,3.814512573
CGB,6.44257061,6.417311237,6.43044941,6.388348731,6.44104817,6.35827271,6.409618621,6.284809837,6.616845944,6.535804019
CGB1,6.795007313,6.652349849,6.946130535,6.828153234,6.902325492,6.717886418,6.811111379,6.812005346,6.709125398,6.78827174
CGB7,4.472060995,4.494732582,4.290400969,4.445239329,4.581464167,4.363541239,4.623755733,4.521786139,4.786153356,4.47533153
CGGBP1,10.0651332,10.01040302,9.701419113,10.00640787,9.87064893,10.01035804,9.809969354,9.755484269,10.06458774,9.853859881
CGN,5.951144907,6.059457023,6.378468703,5.933922152,6.279786979,6.394992357,6.125422153,6.24659864,6.034938758,6.201692895
CGNL1,5.075845984,4.951765431,4.723476088,4.726915181,5.019223479,4.911039762,5.139484234,4.736806166,4.808988197,5.060342463
CGREF1,4.886894217,5.024149706,4.601644849,4.701775812,4.849205896,4.849205896,5.086550801,4.70389003,4.864961082,4.998188945
CGRRF1,7.512287269,7.856964668,7.939557894,7.871706579,7.419950676,7.926308918,7.944397535,8.0749551,7.596842513,7.978448585
CH25H,3.543909746,3.503095503,3.482619981,3.532248639,3.407004149,3.606398863,3.647611558,3.395235807,3.4433903,3.502496328
CHAC1,5.577477085,5.695086453,5.433695319,5.549413523,5.643376361,5.552852341,5.407739678,5.433695319,5.421624844,5.492352134
CHAC2,6.509548461,6.280910373,6.172609453,6.1710313,6.161019981,6.678739779,6.3152059,6.562511912,6.050399225,5.979378573
CHAD,5.605754402,6.221979605,6.097724615,5.845094024,5.474757308,6.013379236,6.05000754,5.516337418,5.57155315,5.840502102
CHADL,6.58051693,6.330316455,5.848951617,6.400622694,6.337500821,6.581772587,6.314650328,5.872762248,6.371688901,6.549410589
CHAF1A,8.301139877,8.364107948,7.798684129,7.839383174,8.223891475,8.215561531,8.091280948,7.735850818,8.07722526,8.211485871
CHAF1B,8.200235092,8.540895521,7.979118445,7.820259527,8.34357314,8.360851554,7.973066088,7.839824423,7.976762801,8.262108763
CHAMP1,8.326454004,8.630179274,8.703015659,8.487335958,8.142508353,8.251604742,8.659607731,8.819101434,8.293473,8.65317797
CHAT,5.670435559,5.517224737,5.653557402,5.515405241,5.627831088,5.660599413,5.371702019,5.439454392,5.666778298,5.566593159
CHCHD1,8.66062888,8.820564131,8.545109466,8.383964238,8.456257332,8.677430999,8.560306189,8.228822869,8.304387355,8.599254162
CHCHD10,8.155694716,8.497349174,8.679741438,8.356113045,8.543103798,8.176466858,8.524310451,8.447582846,7.993364147,8.338625447
CHCHD2,11.48061559,11.46702222,11.35256503,11.23434498,11.34063129,11.44348173,11.37799903,11.2856986,11.33074033,11.45930659
CHCHD3,6.789612928,6.826071649,6.898783613,6.678851746,6.645348659,6.63331545,6.7396599,6.864008844,6.83462098,6.722452404
CHCHD4,8.531468366,8.664756634,8.560799662,8.223556464,8.460274671,8.311395753,8.329338806,8.435763031,8.153847636,8.376182343
CHCHD5,7.053589875,7.071043685,6.803410227,6.638800046,6.964045211,6.993306028,6.883607407,6.714616612,6.951501922,7.010388567
CHCHD6,8.074481791,8.106541391,7.730918027,8.070101966,7.91156889,8.256932121,8.001724121,7.603586067,8.001233815,8.198220167
CHCHD7,9.916751675,9.920448365,9.635342604,9.940003587,9.738086789,9.893312352,9.785938575,9.451000073,9.848366304,9.722190965
CHD1,9.322809436,9.168916212,9.800371058,9.711671438,9.501902225,9.416366391,9.429989104,10.08785983,9.465362305,9.410012539
CHD1L,7.475326439,7.739504924,7.484289669,7.547881153,7.441320726,7.511474324,7.55591047,7.346298955,7.596463459,7.599289174
CHD2,8.096989876,8.044389712,8.129780414,8.607644823,8.269436231,8.239312282,8.237384292,8.41597791,8.551625775,7.855967709
CHD3,8.558473232,8.160336874,8.052611288,8.936993933,8.491960214,8.289052466,7.990432232,8.57608655,8.846193736,7.965031777
CHD4,9.428958091,9.391695223,9.427742269,9.209632164,9.339862245,9.464774768,9.355380862,9.239360075,9.247153483,9.305424354
CHD5,5.770674981,5.61199105,5.574665975,6.334714262,5.643330578,5.646801636,5.788409553,5.80745699,5.427840078,5.499942084
CHD6,7.788040273,7.69939507,6.747856006,7.581862989,7.413248445,7.710940165,7.051947312,6.902199381,7.698002612,7.514575803
CHD7,7.114058651,7.693119433,7.705794992,7.706294361,7.441597429,7.501636442,7.790506604,7.652312428,7.54397809,7.199550416
CHD8,8.765548724,9.071582297,8.508619593,8.593134653,8.829794124,8.855504576,8.630191019,8.191070931,8.782198901,8.920216519
CHD9,6.747820027,6.804895424,6.801954098,6.573198437,6.467605758,6.848256541,6.745039043,6.592729767,6.453891335,6.711265641
CHDC2,4.279421111,4.25160851,4.296501919,4.477256613,4.206931945,4.365391501,4.292594916,4.378037885,4.283046515,4.160467439
CHDH,5.696943716,5.73377579,5.55135028,5.616395686,5.612147397,5.64614085,5.661631385,5.556071787,5.531276138,5.693654989
CHEK1,7.724562213,7.53219838,7.473968725,7.22273476,7.256140038,7.53830346,7.37787166,7.358827944,7.033831957,7.371008723
CHEK2,7.15334878,6.825966531,7.519037477,6.813239515,6.80916109,7.105428924,6.943896992,6.908987472,6.590146718,7.061714454
CHERP,7.74688127,7.699190322,7.829179451,7.737942714,7.736206559,7.839710098,7.849868642,7.747107893,7.710139497,7.72325622
CHFR,7.059032073,6.924028118,6.888444378,6.887622127,7.051364274,7.156150075,7.07989431,7.03763774,6.995982787,7.168917556
CHGA,4.656133954,4.479480522,4.534798791,4.735614488,4.659293121,4.637723861,4.699586894,4.050900935,4.62029382,4.588858275
CHGB,4.254468095,4.252056159,4.237314005,4.248322298,4.199682525,4.210765668,4.269717247,4.177204266,4.235269865,4.241896484
CHI3L1,7.191486967,7.001544612,9.79754381,8.962031124,8.22892724,8.253181666,8.976927967,9.612131301,6.84541102,7.675637285
CHI3L2,7.301437852,7.256227546,7.008703378,7.401326176,6.701684133,7.110667371,7.101056987,7.101013161,7.149089328,6.794227363
CHIA,5.324652085,5.400235787,5.346072925,5.409092438,5.318181787,5.455601457,5.35501411,5.253283674,5.257841591,5.251786619
CHIAP2,4.682182553,4.728403781,4.886677105,4.829291351,4.694073763,4.836537471,4.9251299,5.022437842,4.813071667,4.737048092
CHIC1,7.49745938,7.354888036,6.346112861,7.643910626,6.417564525,7.640627505,6.829291935,6.960247089,7.573697205,6.580756377
CHIC2,9.876270796,9.504197246,9.852590292,9.520639083,9.69456837,9.729542942,9.426168746,9.76318928,9.804326083,9.690300849
CHID1,8.710255705,8.708615263,8.076351307,7.987809135,8.532915077,8.552445264,8.547920559,8.183105855,8.325869562,8.698256279
CHIT1,5.607749268,5.820287766,5.431577791,5.532959032,5.720691251,5.582493435,5.573367149,5.5128235,5.746535916,5.571572715
CHKA,7.374956782,7.240765252,7.623914854,7.197664802,7.363388863,7.145564552,7.300949301,7.139907934,7.295813056,7.535885733
CHKB,9.399222088,9.434615521,9.367739638,9.504397039,9.507845567,9.429352251,9.479869588,9.49955623,9.546791202,9.514943711
CHKB-AS1,5.724450562,5.411110861,5.446493659,5.396546486,5.61540755,5.432120784,5.095284393,5.479994417,5.504422602,5.661339772
CHKB-CPT1B,8.295485412,8.373123485,8.552504282,8.883993487,8.26936686,8.187417155,8.580518222,9.03205945,8.479917555,8.140643827
