Symbol,naive.B.cells,endothelial.cells,fibroblasts,memory.B.cells,memory.CD8.T.cells,monocytes,naive.CD4.T.cells,naive.CD8.T.cells,neutrophils,regulatory.T.cells,NK.cells,memory.CD4.T.cells,myeloid.dendritic.cells,macrophages
CD72,4075.113685,37.80460617,25.59679174,1100.034905,66.555354,39.47012801,54.64197078,120.3338537,20.82797701,331.1173085,204.0318524,222.5958289,96.47867244,88.43091943
GGT5,28.93621418,131.1685554,58.68788602,23.91495468,0.656206349,60.87859017,28.29537123,35.90883035,31.25173298,31.69136082,36.2104068,20.75458645,170.8292498,33.71266897
LOC100653049,53.8126463,91.99212171,1197.062353,44.81641647,0.47118254,22.8723615,26.96228451,22.84345975,53.18537168,35.32936819,21.48129154,23.08673184,26.60282828,34.23779114
CD2,710.9802658,257.4690641,296.9882797,656.2782537,15280.40545,382.3145253,7759.130611,10673.56234,1199.431306,6889.424932,7118.522462,9852.778878,305.7678359,280.8734399
ADAM28,1224.335583,18.54029861,15.7202091,848.2632671,0.37702381,61.01492083,49.48100023,17.67515697,37.4817037,158.3875748,130.4462106,14.12583009,56.1422981,90.30321937
NR4A3,104.0189986,111.2569456,72.18064171,74.61293122,0.718230159,68.22900016,45.97711247,37.26581475,63.48426721,17.7678029,112.416583,217.4389745,403.9518431,179.3330388
CD79A,13907.05396,586.7389547,162.0002478,11459.9037,132.7280486,278.6336467,597.1204358,779.734235,404.9150094,1107.741757,226.2606663,208.4179673,234.8172743,219.0588501
PADI4,13.101642,14.03600981,13.57379712,23.38505518,0.665404762,70.03079833,22.23414875,17.70667158,165.1575838,39.84646165,36.85237235,44.56965657,22.22611465,20.7170647
MS4A1,23534.55383,468.1751068,146.0901339,22957.92647,58.66261576,195.9487232,576.8624994,468.1751068,810.3004628,1508.238743,222.1768108,304.6614478,167.9563975,64.75396776
CGB8,22.56245337,33.31205102,659.3001073,25.72409387,2.038619048,36.83410453,46.36359799,30.9882515,56.80846098,29.94518041,44.40577771,42.85322372,31.60338564,31.92317305
PLCH2,80.23727224,85.44624761,159.678971,77.63573364,290.4778303,102.6606376,112.2632668,69.16466066,138.7106919,132.5009405,237.0335781,191.9562342,62.35606746,91.17076785
ETS1,949.1384201,487.8195455,365.5571246,782.0081109,1100.034905,181.4117615,2028.546188,827.2585471,151.4155745,706.0379358,974.7241078,1952.873413,179.7073789,179.4930195
ASGR1,56.96830378,193.6980135,57.40715452,66.61208998,0.535039683,1180.781612,34.46158633,24.69366886,83.53144395,535.3264317,31.88073453,19.10575069,101.4321818,211.8450752
IL2RB,3263.868678,667.0724626,435.4497024,2650.53192,3753.947078,601.969307,3930.562539,5269.753657,2381.133466,5531.312595,25268.5397,7911.419063,477.2140777,503.3279117
HAS2,181.0318232,101.7686474,3909.261167,176.5512265,1.149444444,53.78805356,28.53170782,63.41352517,199.3968282,37.43439828,87.1547243,57.53433465,54.23590695,43.03725266
DSC1,151.00043,46.17448663,71.13094005,98.21371104,3.506603175,54.85348592,467.1712788,748.7888476,94.06298005,227.5375751,53.73232551,41.87628099,69.76852248,44.54912549
