,monocytes,myeloid.dendritic.cells,NK.cells,naive.CD4.T.cells,memory.CD4.T.cells,naive.CD8.T.cells,naive.B.cells,neutrophils
ADAM21,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ADAM22,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ADAM23,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0
ADAM28,1.0,1.0,1,0.0,0.0,1.0,1.0,1.0
ADAM29,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAM30,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAM32,1.0,1.0,1,1.0,0.0,1.0,1.0,1.0
ADAM33,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAM3A,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0
ADAM3B,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAM5,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
ADAM6,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAM7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ADAM8,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0
ADAM9,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0
ADAMDEC1,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ADAMTS1,1.0,1.0,1,0.0,1.0,1.0,1.0,1.0
ADAMTS10,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0
ADAMTS12,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAMTS13,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAMTS14,1.0,1.0,2,2.0,3.0,2.0,2.0,2.0
ADAMTS15,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAMTS16,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAMTS17,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0
ADAMTS18,1.0,0.0,0,1.0,1.0,0.0,0.0,1.0
ADAMTS19,0.0,1.0,1,0.0,1.0,0.0,0.0,1.0
ADAMTS2,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAMTS20,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ADAMTS3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ADAMTS4,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAMTS5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ADAMTS6,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0
ADAMTS7,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAMTS8,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAMTS9,1.0,0.0,1,0.0,1.0,0.0,1.0,1.0
ADAMTS9-AS2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ADAMTSL1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ADAMTSL2,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAMTSL3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ADAMTSL4,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAMTSL5,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAP1,3.0,9.0,7,2.0,2.0,1.0,2.0,6.0
ADAP2,3.0,9.0,1,1.0,2.0,1.0,2.0,2.0
ADAR,258.0,149.0,273,220.0,186.0,311.0,214.0,236.0
ADARB1,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0
ADARB2,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0
ADARB2-AS1,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADAT1,3.0,6.0,7,10.0,14.0,6.0,4.0,7.0
ADAT2,1.0,2.0,2,4.0,2.0,3.0,2.0,2.0
ADAT3,1.0,2.0,2,1.0,2.0,2.0,2.0,1.0
ADCK1,2.0,2.0,2,2.0,1.0,3.0,2.0,2.0
ADCK2,1.0,1.0,1,1.0,2.0,1.0,2.0,1.0
ADCK3,1.0,2.0,1,2.0,2.0,1.0,2.0,1.0
ADCK4,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADCK5,1.0,2.0,2,3.0,2.0,1.0,2.0,2.0
ADCY1,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0
ADCY10,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ADCY10P1,1.0,1.0,1,2.0,1.0,1.0,1.0,1.0
ADCY2,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
ADCY3,2.0,2.0,1,1.0,2.0,1.0,1.0,1.0
ADCY4,1.0,2.0,1,1.0,2.0,1.0,1.0,1.0
ADCY5,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADCY6,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADCY7,4.0,6.0,9,4.0,4.0,4.0,2.0,3.0
ADCY8,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADCY9,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADCYAP1,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ADCYAP1R1,1.0,1.0,1,0.0,1.0,1.0,1.0,1.0
ADD1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADD2,1.0,1.0,0,1.0,0.0,0.0,1.0,0.0
ADD3,2.0,13.0,53,71.0,82.0,12.0,26.0,170.0
ADD3-AS1,1.0,1.0,1,0.0,1.0,1.0,1.0,1.0
ADGB,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADH1A,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0
ADH1B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ADH1C,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADH4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ADH5,1.0,1.0,2,1.0,1.0,1.0,1.0,5.0
ADH6,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0
ADH7,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0
ADHFE1,2.0,4.0,16,7.0,6.0,19.0,2.0,12.0
ADI1,2.0,1.0,1,1.0,2.0,1.0,1.0,1.0
ADIG,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADIPOQ,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADIPOR1,75.0,15.0,6,7.0,8.0,15.0,9.0,10.0
ADIPOR2,23.0,13.0,21,3.0,5.0,9.0,5.0,17.0
ADIRF,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADIRF-AS1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADK,9.0,5.0,1,2.0,2.0,3.0,9.0,2.0
ADM,112.0,4.0,1,1.0,1.0,1.0,1.0,1.0
ADM2,1.0,1.0,1,2.0,1.0,1.0,1.0,1.0
ADM5,2.0,3.0,2,4.0,2.0,3.0,4.0,2.0
ADNP,8.0,5.0,10,8.0,5.0,16.0,8.0,10.0
ADNP2,2.0,3.0,6,6.0,10.0,4.0,6.0,3.0
ADO,3.0,2.0,5,2.0,2.0,5.0,3.0,4.0
ADORA1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADORA2A,8.0,2.0,2,3.0,2.0,4.0,2.0,1.0
ADORA2A-AS1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADORA2B,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADORA3,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0
ADPGK,7.0,6.0,1,3.0,2.0,3.0,4.0,6.0
ADPRH,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0
ADPRHL1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADPRHL2,10.0,13.0,14,16.0,19.0,17.0,13.0,7.0
ADPRM,7.0,2.0,2,54.0,6.0,25.0,4.0,2.0
ADRA1A,0.0,1.0,1,0.0,1.0,0.0,1.0,0.0
ADRA1B,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADRA1D,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADRA2A,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
ADRA2B,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADRA2C,3.0,2.0,2,2.0,2.0,3.0,4.0,2.0
ADRB1,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0
ADRB2,2.0,3.0,13,2.0,6.0,2.0,1.0,29.0
ADRB3,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ADRBK1,3.0,4.0,4,4.0,4.0,4.0,4.0,3.0
ADRBK2,4.0,2.0,0,1.0,1.0,0.0,2.0,1.0
ADRM1,79.0,52.0,45,23.0,39.0,17.0,35.0,22.0
ADSL,36.0,47.0,11,52.0,47.0,97.0,21.0,20.0
ADSS,1.0,0.0,1,1.0,1.0,1.0,0.0,1.0
ADSSL1,1.0,1.0,1,2.0,1.0,1.0,1.0,1.0
ADTRP,1.0,1.0,1,5.0,1.0,1.0,1.0,1.0
AEBP1,1.0,1.0,2,4.0,2.0,3.0,5.0,1.0
AEBP2,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0
AEN,7.0,7.0,4,6.0,5.0,6.0,14.0,3.0
AES,17.0,53.0,214,441.0,217.0,333.0,225.0,136.0
AF001548.5,1.0,1.0,2,3.0,1.0,2.0,2.0,1.0
AF007147,47.0,6.0,3,7.0,12.0,7.0,9.0,15.0
AF067845.1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AF070581,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AF075036,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AF086102,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AF086125,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AF086126,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AF086154,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AF086184,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AF086219,1.0,1.0,1,1.0,1.0,1.0,2.0,1.0
AF086288,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0
AF086294,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AF090939,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AF131215.3,1.0,1.0,1,1.0,1.0,0.0,1.0,1.0
AF131215.4,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0
AF131215.8,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AF186192.1,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AF198444,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AF213884.2,2.0,3.0,3,2.0,3.0,2.0,2.0,2.0
AF279780,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AF279782,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
AF289551,1.0,1.0,7,2.0,2.0,2.0,2.0,4.0
AF520793,1.0,1.0,6,2.0,1.0,4.0,6.0,2.0
AFAP1,0.0,0.0,1,2.0,1.0,1.0,0.0,1.0
AFAP1-AS1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AFAP1L1,1.0,1.0,1,1.0,1.0,0.0,1.0,1.0
AFAP1L2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AFF1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AFF2,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AFF3,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0
AFF4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AFG3L1P,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0
AFG3L2,3.0,2.0,3,2.0,2.0,5.0,4.0,2.0
AFM,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0
AFMID,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AFP,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AFTPH,41.0,42.0,19,22.0,19.0,29.0,85.0,29.0
AGA,4.0,1.0,1,1.0,1.0,2.0,1.0,2.0
AGAP1,1.0,1.0,2,1.0,1.0,2.0,1.0,1.0
AGAP10,7.0,10.0,19,19.0,9.0,26.0,13.0,11.0
AGAP11,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AGAP2,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AGAP2-AS1,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0
AGAP3,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AGAP4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AGAP5,7.0,10.0,19,19.0,9.0,26.0,13.0,11.0
AGAP6,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AGAP7P,11.0,13.0,24,28.0,9.0,41.0,19.0,20.0
AGAP9,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AGBL1,1.0,1.0,0,0.0,1.0,0.0,0.0,1.0
AGBL2,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0
AGBL3,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
AGBL4,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0
AGBL5,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0
AGER,2.0,3.0,2,4.0,2.0,2.0,2.0,2.0
AGFG1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AGFG2,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AGGF1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AGK,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
AGL,1.0,2.0,8,7.0,2.0,21.0,6.0,15.0
AGMAT,0.0,0.0,0,1.0,1.0,0.0,1.0,1.0
AGO1,1.0,1.0,1,1.0,1.0,0.0,1.0,1.0
AGO2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AGO3,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AGO4,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0
AGPAT1,3.0,9.0,4,3.0,3.0,3.0,2.0,3.0
AGPAT2,4.0,4.0,3,2.0,3.0,2.0,4.0,2.0
AGPAT3,1.0,2.0,1,1.0,2.0,1.0,1.0,1.0
AGPAT4,1.0,1.0,6,1.0,2.0,1.0,1.0,2.0
AGPAT4-IT1,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0
AGPAT5,0.0,1.0,1,1.0,1.0,1.0,2.0,1.0
AGPAT6,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AGPAT9,2.0,22.0,0,1.0,1.0,1.0,0.0,1.0
AGPS,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0
AGR2,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0
AGR3,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
AGRN,1.0,1.0,1,2.0,1.0,1.0,1.0,1.0
AGRP,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AGT,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AGTPBP1,1.0,2.0,4,2.0,1.0,5.0,1.0,2.0
AGTR1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AGTR2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AGTRAP,2.0,2.0,4,3.0,2.0,2.0,1.0,2.0
AGXT,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AGXT2,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0
AHCTF1,1.0,1.0,1,1.0,1.0,1.0,0.0,1.0
AHCTF1P1,1.0,1.0,1,1.0,1.0,1.0,0.0,1.0
AHCY,12.0,18.0,2,7.0,5.0,8.0,12.0,3.0
AHCYL1,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0
AHCYL2,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AHDC1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AHI1,0.0,1.0,1,1.0,1.0,1.0,1.0,0.0
AHNAK,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AHNAK2,1.0,1.0,0,0.0,1.0,0.0,1.0,1.0
AHR,50.0,14.0,1,3.0,8.0,4.0,3.0,3.0
AHRR,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AHSA1,13.0,30.0,31,21.0,14.0,12.0,12.0,66.0
AHSA2,1.0,2.0,2,2.0,1.0,4.0,4.0,2.0
AHSG,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AHSP,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AICDA,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AIDA,3.0,3.0,2,6.0,6.0,4.0,6.0,8.0
AIF1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AIF1L,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0
AIFM1,1.0,4.0,2,2.0,2.0,2.0,2.0,4.0
AIFM2,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0
AIFM3,3.0,4.0,1,1.0,1.0,1.0,1.0,1.0
AIG1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AIM1,11.0,62.0,23,41.0,109.0,201.0,87.0,23.0
AIM1L,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AIM2,1.0,3.0,1,1.0,2.0,1.0,30.0,1.0
AIMP1,3.0,3.0,1,2.0,1.0,3.0,2.0,2.0
AIMP2,3.0,2.0,2,1.0,1.0,2.0,2.0,2.0
AIP,5.0,13.0,6,28.0,14.0,8.0,8.0,24.0
AIPL1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AIRE,2.0,2.0,2,2.0,3.0,2.0,3.0,2.0
AJ011981,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AJ420595,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0
AJ606316,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0
AJAP1,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0
AJUBA,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AK000798,0.0,0.0,1,0.0,1.0,1.0,0.0,1.0
AK021537,2.0,2.0,2,2.0,2.0,2.0,3.0,1.0
AK021804,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0
AK021933,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0
AK021977,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AK022030,5.0,2.0,7,2.0,2.0,7.0,4.0,13.0
AK022793,1.0,1.0,1,2.0,2.0,1.0,1.0,1.0
AK023507,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK023627,1.0,0.0,1,0.0,0.0,1.0,1.0,1.0
AK024119,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0
AK024134,3.0,2.0,2,2.0,1.0,3.0,3.0,1.0
AK024242,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK024936,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0
AK025117,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK025288,13.0,1.0,2,3.0,1.0,6.0,9.0,1.0
AK025975,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK026714,139.0,2.0,6,127.0,18.0,155.0,994.0,2.0
AK026905,1.0,1.0,3,1.0,1.0,1.0,1.0,2.0
AK054708,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK054988,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK055055,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK055364,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AK055458,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK055910,1.0,1.0,2,1.0,1.0,1.0,2.0,1.0
AK055967,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK055981,1.0,1.0,3,2.0,3.0,2.0,1.0,2.0
AK056098,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK056973,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK056982,2.0,2.0,2,2.0,3.0,2.0,2.0,2.0
AK057259,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK057554,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK057657,604.0,152.0,259,129.0,101.0,393.0,421.0,64.0
AK057978,2.0,1.0,3,5.0,2.0,2.0,2.0,3.0
AK074476,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK090844,21.0,24.0,37,42.0,37.0,31.0,42.0,56.0
AK091028,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK091729,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK093205,0.0,1.0,1,0.0,1.0,0.0,1.0,0.0
AK093256,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
AK093301,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK093356,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0
AK093362,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0
AK093370,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK094644,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK094733,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK094915,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK096159,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0
AK096335,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK096592,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0
AK096803,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK097119,1.0,1.0,0,0.0,1.0,1.0,1.0,0.0
AK097242,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0
AK097370,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK097453,1.0,2.0,1,1.0,2.0,1.0,1.0,1.0
AK097836,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0
AK098263,1.0,1.0,1,0.0,1.0,1.0,1.0,0.0
AK1,1.0,2.0,8,4.0,5.0,4.0,3.0,3.0
AK123826,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK125860,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK126278,1.0,1.0,1,2.0,1.0,1.0,1.0,2.0
AK128734,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK130486,1.0,1.0,1,2.0,2.0,1.0,2.0,2.0
AK131021,1.0,1.0,1,0.0,0.0,1.0,1.0,1.0
AK2,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK291611,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AK3,1.0,3.0,11,4.0,2.0,4.0,5.0,6.0
AK311120,1.0,1.0,1,1.0,0.0,1.0,1.0,1.0
AK4,1.0,0.0,0,0.0,1.0,0.0,0.0,1.0
AK5,1.0,1.0,1,1.0,0.0,1.0,0.0,1.0
AK6,8.0,4.0,4,9.0,3.0,14.0,6.0,9.0
AK7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AK8,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0
AK9,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AKAP1,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0
AKAP10,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AKAP11,1.0,1.0,1,2.0,2.0,1.0,2.0,2.0
AKAP12,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0
AKAP13,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AKAP14,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
AKAP17A,1.0,2.0,1,2.0,1.0,1.0,1.0,1.0
AKAP2,0.0,1.0,1,1.0,1.0,0.0,1.0,1.0
AKAP3,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AKAP4,1.0,1.0,1,1.0,1.0,2.0,1.0,1.0
AKAP5,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AKAP6,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AKAP7,1.0,2.0,2,2.0,2.0,2.0,2.0,1.0
AKAP8,14.0,8.0,10,9.0,12.0,11.0,12.0,6.0
AKAP8L,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AKAP9,1.0,1.0,0,1.0,1.0,0.0,0.0,1.0
AKIP1,1.0,3.0,1,1.0,1.0,2.0,1.0,1.0
AKIRIN1,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0
AKIRIN2,0.0,1.0,1,1.0,1.0,0.0,0.0,1.0
AKNA,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AKNAD1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AKR1A1,55.0,130.0,21,28.0,25.0,31.0,51.0,43.0
AKR1B1,20.0,90.0,104,76.0,56.0,129.0,56.0,94.0
AKR1B10,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AKR1C1,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
AKR1C2,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
AKR1C3,0.0,1.0,181,2.0,1.0,1.0,0.0,169.0
AKR1C4,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AKR1C6P,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AKR1D1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AKR1E2,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0
AKR7A2,8.0,32.0,18,12.0,7.0,14.0,11.0,21.0
AKR7A3,2.0,5.0,3,3.0,3.0,3.0,3.0,3.0
AKT1,23.0,17.0,25,11.0,10.0,12.0,9.0,24.0
AKT1S1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AKT2,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AKT3,1.0,1.0,1,1.0,0.0,1.0,1.0,1.0
AKTIP,2.0,1.0,2,11.0,4.0,17.0,1.0,5.0
AL022341.3,2.0,3.0,2,2.0,1.0,3.0,3.0,1.0
AL022344.5,1.0,1.0,0,0.0,1.0,0.0,0.0,1.0
AL109706,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0
AL110181,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AL132709.8,1.0,1.0,1,1.0,0.0,1.0,1.0,0.0
AL133493.2,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0
AL590762.11,3.0,6.0,5,4.0,5.0,4.0,4.0,3.0
AL831948,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AL832163,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AL832615,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
AL832909,14.0,15.0,2,1.0,1.0,1.0,1.0,2.0
AL833181,1.0,1.0,1,1.0,1.0,1.0,5.0,1.0
AL928742.12,1.0,2.0,2,2.0,2.0,2.0,2.0,1.0
AL928768.3,1.0,1.0,1,3.0,1.0,1.0,1267.0,1.0
ALAD,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ALAS1,12.0,4.0,6,1.0,2.0,3.0,2.0,5.0
ALAS2,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ALB,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ALCAM,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
ALDH16A1,5.0,9.0,4,6.0,4.0,4.0,9.0,6.0
ALDH18A1,1.0,1.0,3,3.0,2.0,3.0,2.0,3.0
ALDH1A1,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0
ALDH1A2,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0
ALDH1A3,0.0,1.0,0,1.0,1.0,0.0,0.0,1.0
ALDH1B1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ALDH1L1,1.0,2.0,1,2.0,2.0,2.0,2.0,2.0
ALDH1L1-AS2,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ALDH1L2,0.0,1.0,0,1.0,1.0,0.0,1.0,0.0
