,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9,mix10
GXYLT1,0.05673692,0.048762436,0.042194701,0.039422499,0.035320528,0.05673692,0.048762436,0.042194701,0.039422499,0.061550225
YAF2,0.283830381,0.277088893,0.323967452,0.401688655,0.274954698,0.283830381,0.277088893,0.323967452,0.401688655,0.323026412
PPHLN1,0.868712547,0.635959279,0.859186179,0.858456454,0.691402027,0.868712547,0.635959279,0.859186179,0.858456454,0.841499732
ZCRB1,0.52911962,0.406039518,0.44085567,0.504346474,0.511182267,0.52911962,0.406039518,0.44085567,0.504346474,0.537642981
PRICKLE1,0.016871799,0.019064179,0.04928419,0.017737331,0.023554923,0.016871799,0.019064179,0.04928419,0.017737331,0.026796551
RP11-350F4.2,0.031734597,0.01471442,0.017339896,0,0,0.031734597,0.01471442,0.017339896,0,0.013550741
PUS7L,0.083496769,0.07477389,0.053816585,0.04682427,0.043689232,0.083496769,0.07477389,0.053816585,0.04682427,0.060017029
IRAK4,0.265296997,0.219119033,0.215388623,0.394529116,0.398273724,0.265296997,0.219119033,0.215388623,0.394529116,0.360733597
TWF1,0.103591519,0.081352686,0.115366233,0.112633777,0.116267372,0.103591519,0.081352686,0.115366233,0.112633777,0.09327101
TMEM117,0.00393391,0.009787619,0.012756908,0.005280417,0.028411252,0.00393391,0.009787619,0.012756908,0.005280417,0.02738124
NELL2,0.429093125,0.148621078,0.141801886,0.237231281,0.194385078,0.429093125,0.148621078,0.141801886,0.237231281,0.214283296
ANO6,0.049021069,0.050575549,0.046756406,0.041631317,0.04094419,0.049021069,0.050575549,0.046756406,0.041631317,0.062248378
LINC00938,0.233831372,0.167558016,0.236071765,0.191867928,0.183530962,0.233831372,0.167558016,0.236071765,0.191867928,0.212211978
ARID2,0.180762561,0.167422404,0.231824215,0.199904004,0.191727888,0.180762561,0.167422404,0.231824215,0.199904004,0.205542343
SCAF11,0.719425989,0.713821871,0.8492225,0.81934562,0.691257653,0.719425989,0.713821871,0.8492225,0.81934562,0.753117186
SLC38A1,0.696433111,0.455180603,0.631263855,0.692442997,0.528667022,0.696433111,0.455180603,0.631263855,0.692442997,0.558236982
SLC38A2,0.429255265,0.368917657,0.510965101,0.41751691,0.410301537,0.429255265,0.368917657,0.510965101,0.41751691,0.489597201
RP11-446N19.1,0.014737153,0.012814861,0.012775682,0.004795577,0.006368457,0.014737153,0.012814861,0.012775682,0.004795577,0.01228792
AMIGO2,0.037074524,0.016310406,0.029024612,0.049798155,0.036064211,0.037074524,0.016310406,0.029024612,0.049798155,0.03487083
PCED1B,0.371906125,0.206998256,0.230976287,0.279264602,0.261813535,0.371906125,0.206998256,0.230976287,0.279264602,0.209052371
RP11-493L12.4,0.063547366,0.067345803,0.079362232,0.08000139,0.095680687,0.063547366,0.067345803,0.079362232,0.08000139,0.062019808
RPAP3,0.12481788,0.133109615,0.170398876,0.151285287,0.144631894,0.12481788,0.133109615,0.170398876,0.151285287,0.12282954
RP1-197B17.3,0.029240351,0.068712034,0.066303059,0.059259952,0.063905468,0.029240351,0.068712034,0.066303059,0.059259952,0.069181689
RAPGEF3,0.007052943,0.004604497,0.005426071,0,0,0.007052943,0.004604497,0.005426071,0,0.004240353
SLC48A1,0.11780988,0.122267198,0.038867532,0.032143651,0.056063655,0.11780988,0.122267198,0.038867532,0.032143651,0.062084796
HDAC7,0.269420768,0.20769303,0.20571554,0.227431395,0.177599254,0.269420768,0.20769303,0.20571554,0.227431395,0.227913854
VDR,0.006228503,0.062472646,0.028946366,0.029179491,0.042881917,0.006228503,0.062472646,0.028946366,0.029179491,0.011657945
TMEM106C,0.357462009,0.188123209,0.303874508,0.25198212,0.192695393,0.357462009,0.188123209,0.303874508,0.25198212,0.2430274
SENP1,0.015832009,0.017381002,0.011401301,0.013737366,0.021266514,0.015832009,0.017381002,0.011401301,0.013737366,0.021251077
PFKM,0.042308124,0.046966958,0.062626049,0.052030572,0.060847217,0.042308124,0.046966958,0.062626049,0.052030572,0.034400497
ASB8,0.439945817,0.38277005,0.418873748,0.571874237,0.463647048,0.439945817,0.38277005,0.418873748,0.571874237,0.397287451
C12orf68,0.017247142,0.008872036,0.010071193,0.007970795,0.01522711,0.017247142,0.008872036,0.010071193,0.007970795,0.006392195
DKFZP779L1853,0.014786526,0.018780949,0.0191538,0.031992951,0.015152404,0.014786526,0.018780949,0.0191538,0.031992951,0.036393242
ZNF641,0.066362914,0.08103641,0.060233918,0.067863873,0.080518631,0.066362914,0.08103641,0.060233918,0.067863873,0.083813509
KANSL2,0.125346032,0.091952276,0.176227972,0.20554516,0.158154813,0.125346032,0.091952276,0.176227972,0.20554516,0.16620397
CCNT1,0.059681439,0.074271459,0.118992203,0.09945435,0.088637713,0.059681439,0.074271459,0.118992203,0.09945435,0.067891911
DDX23,0.159122096,0.168565947,0.16154115,0.195512532,0.171315078,0.159122096,0.168565947,0.16154115,0.195512532,0.160411518
RND1,0,0.005703905,0.003338075,0,0,0,0.005703905,0.003338075,0,0
RP11-302B13.5,0.002474023,0,0,0.019169868,0,0.002474023,0,0,0.019169868,0.014861136
CCDC65,0.162831672,0.071033458,0.08370787,0.175665972,0.089729584,0.162831672,0.071033458,0.08370787,0.175665972,0.129290819
FKBP11,0.686241631,0.329889903,0.426178288,0.726537642,0.421844717,0.686241631,0.329889903,0.426178288,0.726537642,0.460881396
ARF3,0.36995066,0.412868678,0.352708112,0.340620912,0.372388694,0.36995066,0.412868678,0.352708112,0.340620912,0.390638005
WNT10B,0.005376344,0,0,0.007220451,0,0.005376344,0,0,0.007220451,0.011192071
RP11-386G11.5,0.012666414,0.032896717,0.024150594,0.013077312,0.015109918,0.012666414,0.032896717,0.024150594,0.013077312,0.034811361
PRKAG1,0.485975354,0.393852618,0.346573821,0.448897683,0.438598483,0.485975354,0.393852618,0.346573821,0.448897683,0.408850581
KMT2D,0.067462222,0.085381384,0.081581899,0.087300558,0.074833966,0.067462222,0.085381384,0.081581899,0.087300558,0.088919842
RHEBL1,0.091273505,0.101732373,0.140653524,0.156452828,0.160412721,0.091273505,0.101732373,0.140653524,0.156452828,0.108414283
LMBR1L,0.213394834,0.178464051,0.199848141,0.187023348,0.145129232,0.213394834,0.178464051,0.199848141,0.187023348,0.200990252
RP11-386G11.10,0.033234887,0.028266678,0.052258878,0.05720055,0.061864556,0.033234887,0.028266678,0.052258878,0.05720055,0.038572181
TUBA1B,2.672324682,2.767783864,3.205981976,3.441567048,3.806986302,2.672324682,2.767783864,3.205981976,3.441567048,3.152907293
TUBA1A,3.58690211,3.720322264,3.60435352,3.378393686,4.208339656,3.58690211,3.720322264,3.60435352,3.378393686,3.73190325
TUBA1C,0.198373919,0.25493035,0.174797529,0.244094676,0.202291249,0.198373919,0.25493035,0.174797529,0.244094676,0.197878266
TROAP,0,0,0.006667791,0.005990547,0.007955361,0,0,0.006667791,0.005990547,0
SPATS2,0.055153778,0.047639578,0.097487601,0.098647903,0.075751558,0.055153778,0.047639578,0.097487601,0.098647903,0.085230316
KCNH3,0.015569682,0.006088058,0,0,0,0.015569682,0.006088058,0,0,0
MCRS1,0.325917017,0.342707702,0.386156424,0.490008145,0.496716386,0.325917017,0.342707702,0.386156424,0.490008145,0.372185351
PRPF40B,0.0193323,0.008155694,0.015927592,0.02075409,0.021321964,0.0193323,0.008155694,0.015927592,0.02075409,0.015732958
FMNL3,0.041223613,0.043464368,0.046775025,0.031067579,0.032068997,0.041223613,0.043464368,0.046775025,0.031067579,0.040631005
TMBIM6,3.360556137,3.473458273,4.136521296,4.332075956,4.207515156,3.360556137,3.473458273,4.136521296,4.332075956,3.357355597
NCKAP5L,0.047961175,0.100108897,0.041924782,0.055215755,0.047533394,0.047961175,0.100108897,0.041924782,0.055215755,0.048563402
BCDIN3D,0.096467538,0.04014206,0.0846733,0.09187023,0.093915686,0.096467538,0.04014206,0.0846733,0.09187023,0.060249002
RACGAP1,0.01296755,0.017735193,0.035597483,0.028731752,0.033915232,0.01296755,0.017735193,0.035597483,0.028731752,0.033825222
SMARCD1,0.169569706,0.18669886,0.234322958,0.261209319,0.179309603,0.169569706,0.18669886,0.234322958,0.261209319,0.17853749
COX14,1.028541032,1.194117739,0.99399162,1.097630805,0.950170414,1.028541032,1.194117739,0.99399162,1.097630805,0.943361091
CERS5,0.173677226,0.17289458,0.164670345,0.16943548,0.174306285,0.173677226,0.17289458,0.164670345,0.16943548,0.184899948
LIMA1,0.044420136,0.01614724,0.014812436,0.024547351,0.009672252,0.044420136,0.01614724,0.014812436,0.024547351,0.021325193
LARP4,0.048442337,0.0439776,0.071333467,0.047270972,0.060782073,0.048442337,0.0439776,0.071333467,0.047270972,0.045189698
DIP2B,0.043266139,0.066538951,0.038999678,0.054289341,0.056901902,0.043266139,0.066538951,0.038999678,0.054289341,0.067368154
ATF1,0.33462091,0.253602641,0.38512674,0.361493939,0.3579323,0.33462091,0.253602641,0.38512674,0.361493939,0.359822743
METTL7A,0.124753288,0.240805561,0.282212851,0.118090615,0.178884401,0.124753288,0.240805561,0.282212851,0.118090615,0.185416514
SLC11A2,0.085066921,0.059050608,0.059878044,0.072442464,0.077551945,0.085066921,0.059050608,0.059878044,0.072442464,0.065732495
LETMD1,0.411108051,0.274831107,0.267612513,0.337386211,0.271114489,0.411108051,0.274831107,0.267612513,0.337386211,0.336656562
CSRNP2,0.023952015,0.016403412,0.019330253,0.028948621,0.03188085,0.023952015,0.016403412,0.019330253,0.028948621,0.015773734
TFCP2,0.078637913,0.09100795,0.074925766,0.067224863,0.10339647,0.078637913,0.09100795,0.074925766,0.067224863,0.096009138
POU6F1,0.010433859,0.011425932,0.006231849,0.012115511,0.008342458,0.010433859,0.011425932,0.006231849,0.012115511,0.007032759
DAZAP2,1.745532929,1.656957298,1.940051557,1.947428844,1.860823342,1.745532929,1.656957298,1.940051557,1.947428844,1.850640944
SMAGP,0.135507771,0.106697626,0.226164922,0.165129704,0.122275445,0.135507771,0.106697626,0.226164922,0.165129704,0.147954332
BIN2,2.090176939,1.789358096,1.914886764,3.005153678,2.359950192,2.090176939,1.789358096,1.914886764,3.005153678,2.552892504
CELA1,0.029943903,0.017130806,0,0.00796134,0.010572546,0.029943903,0.017130806,0,0.00796134,0.009166967
GALNT6,0.06728001,0.106799061,0.066139424,0.075217897,0.073491653,0.06728001,0.106799061,0.066139424,0.075217897,0.106343064
SLC4A8,0.004549524,0.007565476,0.024759611,0.024959017,0.032904031,0.004549524,0.007565476,0.024759611,0.024959017,0.006826369
ACVR1B,0.036607403,0.059058394,0.034414026,0.037465202,0.053968272,0.036607403,0.059058394,0.034414026,0.037465202,0.045519306
GRASP,0.021708493,0.069782731,0.069594515,0.05502807,0.082149318,0.021708493,0.069782731,0.069594515,0.05502807,0.0731934
NR4A1,0.451460112,0.819075986,0.532983982,0.462034596,0.606561793,0.451460112,0.819075986,0.532983982,0.462034596,0.694549102
RP11-1100L3.8,0.045895456,0.023456934,0.01865168,0.02653839,0.035242603,0.045895456,0.023456934,0.01865168,0.02653839,0.023199685
C12orf44,0.351089677,0.480467667,0.377664327,0.369814837,0.394289902,0.351089677,0.480467667,0.377664327,0.369814837,0.432734763
KRT7,0.018222455,0.061376525,0.006330728,0.006381714,0.008474825,0.018222455,0.061376525,0.006330728,0.006381714,0.004947322
KRT86,0,0,0,0,0,0,0,0,0,0
KRT72,0.02205527,0.004632815,0.005459442,0.011129068,0.007308451,0.02205527,0.004632815,0.005459442,0.011129068,0.019779758
RP11-641A6.2,0.002850627,0.003860415,0,0,0,0.002850627,0.003860415,0,0,0.003555117
KRT73,0.004353505,0.005307391,0.006254382,0.01249609,0.008372622,0.004353505,0.005307391,0.006254382,0.01249609,0.014217577
KRT2,0.014671307,0.003860415,0,0,0,0.014671307,0.003860415,0,0,0.003555117
KRT1,0.122469231,0.054155603,0.06381852,0.059803879,0.079418698,0.122469231,0.054155603,0.06381852,0.059803879,0.059019733
KRT8,0.015142075,0.004111876,0.004845553,0.004884577,0.006486649,0.015142075,0.004111876,0.004845553,0.004884577,0.003786691
KRT18,0.053894416,0.033862552,0.092328808,0.065826941,0.075208532,0.053894416,0.033862552,0.092328808,0.065826941,0.05608149
EIF4B,1.424366183,0.971705985,1.307865337,1.140808096,1.074511723,1.424366183,0.971705985,1.307865337,1.140808096,1.123165566
SPRYD3,0.097864187,0.080256546,0.07133477,0.086648675,0.083134945,0.097864187,0.080256546,0.07133477,0.086648675,0.100460575
IGFBP6,0.022708823,0.010992476,0.012953849,0.02486351,0.0362191,0.022708823,0.010992476,0.012953849,0.02486351,0.021143512
CSAD,0.104417986,0.112323051,0.095308666,0.106904799,0.11272707,0.104417986,0.112323051,0.095308666,0.106904799,0.090902976
ZNF740,0.032935314,0.026103299,0.025396334,0.050534797,0.054106959,0.032935314,0.026103299,0.025396334,0.050534797,0.036172523
ITGB7,0.616086618,0.390907092,0.511808788,0.68368469,0.434546317,0.616086618,0.390907092,0.511808788,0.68368469,0.563284794
RARG,0.07573507,0.054040705,0.047571398,0.080839582,0.064614472,0.07573507,0.054040705,0.047571398,0.080839582,0.052909054
MFSD5,0.094624318,0.109389921,0.113070004,0.149242776,0.165750687,0.094624318,0.109389921,0.113070004,0.149242776,0.133767391
PFDN5,16.14520574,19.96245545,16.73041949,15.41748887,17.37407942,16.14520574,19.96245545,16.73041949,15.41748887,16.74328273
RP11-680A11.5,0.020673334,0.03025215,0.01435704,0.014472667,0.024930906,0.020673334,0.03025215,0.01435704,0.014472667,0.020436177
C12orf10,0.457742662,0.582738897,0.761176139,0.472099708,0.462577847,0.457742662,0.582738897,0.761176139,0.472099708,0.72377946
AAAS,0.158478675,0.121323665,0.124441711,0.178981547,0.177148151,0.158478675,0.121323665,0.124441711,0.178981547,0.167637249
SP1,0.079221048,0.141620921,0.124065092,0.101440537,0.150271356,0.079221048,0.141620921,0.124065092,0.101440537,0.111973467
PRR13,2.992007459,3.491787225,3.398542782,3.590517362,3.614524617,2.992007459,3.491787225,3.398542782,3.590517362,3.359510328
PCBP2,3.461110274,3.515880157,3.477503789,3.29127305,3.12149168,3.461110274,3.515880157,3.477503789,3.29127305,3.624581779
MAP3K12,0.013343067,0.013466921,0.008045667,0.015340485,0.006703765,0.013343067,0.013466921,0.008045667,0.015340485,0.021160953
RP11-793H13.11,0.010976874,0.003924778,0.009516908,0.00466232,0.006191494,0.010976874,0.003924778,0.009516908,0.00466232,0.00743725
TARBP2,0.142152264,0.102418514,0.135406716,0.107543374,0.097249946,0.142152264,0.102418514,0.135406716,0.107543374,0.103020485
RP11-793H13.10,0,0.002994814,0,0.006806703,0,0,0.002994814,0,0.006806703,0.005276789
ATF7,0.135378962,0.174961513,0.156174646,0.174242654,0.167169769,0.135378962,0.174961513,0.156174646,0.174242654,0.170382009
RP11-793H13.3,0.015557277,0.010260557,0.017996249,0.018141185,0.014026124,0.015557277,0.010260557,0.017996249,0.018141185,0.008187987
ATP5G2,9.583020359,12.87121935,9.247732707,9.706323964,9.688466474,9.583020359,12.87121935,9.247732707,9.706323964,9.856579607
CALCOCO1,0.125951996,0.164682509,0.173775349,0.153504215,0.135220105,0.125951996,0.164682509,0.173775349,0.153504215,0.169486982
SMUG1,0.164327277,0.191964009,0.150789508,0.133057924,0.110328449,0.164327277,0.191964009,0.150789508,0.133057924,0.171749862
CBX5,0.174764621,0.126653217,0.166418419,0.170973115,0.173514085,0.174764621,0.126653217,0.166418419,0.170973115,0.155678377
HNRNPA1,17.11237824,14.0556129,15.72154197,15.75223337,15.30556018,17.11237824,14.0556129,15.72154197,15.75223337,15.66724558
NFE2,0.100719934,0.35949083,0.154504262,0.161630633,0.222900804,0.100719934,0.35949083,0.154504262,0.161630633,0.145966438
COPZ1,0.901083113,0.915761374,0.997202279,0.958784146,1.019712028,0.901083113,0.915761374,0.997202279,0.958784146,0.930819434
GPR84,0.00750021,0.03609258,0.025355028,0.025559229,0.033942292,0.00750021,0.03609258,0.025355028,0.025559229,0.020833047
ZNF385A,0.156174313,0.421236672,0.205262155,0.18960885,0.311503785,0.156174313,0.421236672,0.205262155,0.18960885,0.2830114
ITGA5,0.057766707,0.121762937,0.068092372,0.109108891,0.125486183,0.057766707,0.121762937,0.068092372,0.109108891,0.078308881
GTSF1,0.054712138,0.081445843,0.08342948,0.08724724,0.045171578,0.054712138,0.081445843,0.08342948,0.08724724,0.101686014
NCKAP1L,0.431951078,0.796977524,0.539176375,0.60770149,0.669944179,0.431951078,0.796977524,0.539176375,0.60770149,0.530627559
PDE1B,0.010527488,0.017365017,0.012184223,0.01228235,0.008200999,0.010527488,0.017365017,0.012184223,0.01228235,0.017424741
TESPA1,0.418392743,0.139793679,0.177436961,0.255834529,0.170765062,0.418392743,0.139793679,0.177436961,0.255834529,0.221101587
RP11-110A12.2,0.051384812,0.156404967,0.080909752,0.095356666,0.170752056,0.051384812,0.156404967,0.080909752,0.095356666,0.138687097
RP11-644F5.16,0.009467364,0.016133873,0.006438868,0.006490725,0.015308262,0.009467364,0.016133873,0.006438868,0.006490725,0.003904626
BLOC1S1,2.101565543,2.702730014,2.35431814,2.618692891,2.503863365,2.101565543,2.702730014,2.35431814,2.618692891,2.42206964
RDH5,0.08606838,0.060670094,0.095618403,0.089743473,0.09686198,0.08606838,0.060670094,0.095618403,0.089743473,0.059868647
CD63,1.896117888,3.363081865,1.948291947,2.702858546,2.591173108,1.896117888,3.363081865,1.948291947,2.702858546,2.812959933
RP11-644F5.11,0.006805503,0.013872157,0.009664361,0.012763991,0.018398682,0.006805503,0.013872157,0.009664361,0.012763991,0.020622993
GDF11,0.024136554,0.01025572,0.018928174,0.038318834,0.01911269,0.024136554,0.01025572,0.018928174,0.038318834,0.033340656
SARNP,0.188858622,0.246725675,0.257256589,0.204981501,0.245463153,0.188858622,0.246725675,0.257256589,0.204981501,0.263763896
ORMDL2,0.584827517,0.619541477,0.472302441,0.525470623,0.517710542,0.584827517,0.619541477,0.472302441,0.525470623,0.58539635
DNAJC14,0.054287046,0.059686767,0.07535943,0.093484239,0.062161253,0.054287046,0.059686767,0.07535943,0.093484239,0.090559153
WIBG,0.408841122,0.381846368,0.311931348,0.532586656,0.357158058,0.408841122,0.381846368,0.311931348,0.532586656,0.338831453
DGKA,0.406099477,0.242417442,0.256675501,0.287159723,0.220983463,0.406099477,0.242417442,0.256675501,0.287159723,0.323266107
CDK2,0.027892412,0.006658477,0.027152964,0.032249357,0.028133718,0.027892412,0.006658477,0.027152964,0.032249357,0.014853448
RAB5B,0.216656316,0.233937324,0.205054151,0.218084984,0.205237512,0.216656316,0.233937324,0.205054151,0.218084984,0.163945302
SUOX,0.012300602,0.008500306,0.050428475,0.010097679,0.013409574,0.012300602,0.008500306,0.050428475,0.010097679,0.007828065
IKZF4,0.012157769,0.002691623,0.003171886,0.009892105,0.008378112,0.012157769,0.002691623,0.003171886,0.009892105,0.008107504
RPS26,15.86280667,11.79524415,14.04205486,14.81880467,13.25522314,15.86280667,11.79524415,14.04205486,14.81880467,13.37205383
PA2G4,1.327369188,1.215879872,1.213998724,1.383328492,1.248310946,1.327369188,1.215879872,1.213998724,1.383328492,1.140519345
RPL41,3.734026374,3.000295825,3.381815351,3.315397364,3.224562159,3.734026374,3.000295825,3.381815351,3.315397364,3.352566698
ZC3H10,0.016220056,0.025954325,0.043934394,0.034404833,0.030191814,0.016220056,0.025954325,0.043934394,0.034404833,0.045107455
ESYT1,0.455893464,0.464244554,0.416785254,0.564025382,0.45634115,0.455893464,0.464244554,0.416785254,0.564025382,0.541615584
RP11-603J24.5,0.014946786,0.011727107,0.013819561,0.037927802,0.02373523,0.014946786,0.011727107,0.013819561,0.037927802,0.01797835
MYL6B,0.075989384,0.082410511,0.109462743,0.047394937,0.049764079,0.075989384,0.082410511,0.109462743,0.047394937,0.093014209
MYL6,11.13209553,15.64213767,11.41325374,13.56268676,14.99006064,11.13209553,15.64213767,11.41325374,13.56268676,13.9409303
SMARCC2,0.240169905,0.195410796,0.187014884,0.242617115,0.233914307,0.240169905,0.195410796,0.187014884,0.242617115,0.206830222
RNF41,0.16621833,0.22967447,0.220890725,0.149159976,0.121253683,0.16621833,0.22967447,0.220890725,0.149159976,0.209716246
NABP2,0.218238493,0.141607613,0.211966857,0.288915617,0.272678828,0.218238493,0.141607613,0.211966857,0.288915617,0.22103706
ANKRD52,0.058943178,0.048679655,0.058918865,0.018187853,0.024153209,0.058943178,0.048679655,0.058918865,0.018187853,0.054153855
COQ10A,0.09538978,0.043378418,0.093326855,0.118190674,0.058758424,0.09538978,0.043378418,0.093326855,0.118190674,0.094427575
CS,0.175335915,0.165379735,0.187134195,0.160813764,0.178502752,0.175335915,0.165379735,0.187134195,0.160813764,0.177528312
RP11-977G19.11,0.052905457,0.029732357,0.045285011,0.037920013,0.036293682,0.052905457,0.029732357,0.045285011,0.037920013,0.02868803
RP11-977G19.12,0.019237986,0.025401726,0.029934125,0.011027104,0.014643837,0.019237986,0.025401726,0.029934125,0.011027104,0.005174454
CNPY2,0.805101325,0.865458641,0.860216747,0.8870473,0.819682645,0.805101325,0.865458641,0.860216747,0.8870473,0.785149833
PAN2,0.046980657,0.071839303,0.051298203,0.037787958,0.058747104,0.046980657,0.071839303,0.051298203,0.037787958,0.047650812
IL23A,0.286038488,0.093654623,0.109782485,0.141795031,0.157598846,0.286038488,0.093654623,0.109782485,0.141795031,0.125354338
STAT2,0.267067642,0.365578668,0.282932009,0.224760498,0.303175166,0.267067642,0.365578668,0.282932009,0.224760498,0.381449366
TIMELESS,0.016251168,0.018689909,0.040051236,0.025895076,0.031905921,0.016251168,0.018689909,0.040051236,0.025895076,0.03513068
SPRYD4,0.024981019,0.039802581,0.030511443,0.027947829,0.029055859,0.024981019,0.039802581,0.030511443,0.027947829,0.012309088
GLS2,0.008370729,0,0,0,0,0.008370729,0,0,0,0
RBMS2,0.005243838,0.011725577,0,0,0,0.005243838,0.011725577,0,0,0.002143763
BAZ2A,0.306679709,0.331630363,0.347575404,0.362031362,0.302207461,0.306679709,0.331630363,0.347575404,0.362031362,0.350177773
ATP5B,2.498378597,3.03641995,2.683477151,2.845166748,3.087568657,2.498378597,3.03641995,2.683477151,2.845166748,2.593680888
PTGES3,2.765203396,2.254980126,2.490687365,2.814162511,2.900185328,2.765203396,2.254980126,2.490687365,2.814162511,2.257986807
NACA,28.62630321,25.61802509,27.65340896,26.28949869,30.09533867,28.62630321,25.61802509,27.65340896,26.28949869,27.68863019
PRIM1,0.076816267,0.062633239,0.070986597,0.082877534,0.106903231,0.076816267,0.062633239,0.070986597,0.082877534,0.072416629
ZBTB39,0.00727742,0.004291468,0.005057189,0.017837882,0.006769963,0.00727742,0.004291468,0.005057189,0.017837882,0.00395208
TMEM194A,0.051407595,0.029240634,0.046013102,0.040559341,0.03777302,0.051407595,0.029240634,0.046013102,0.040559341,0.055672919
NAB2,0.030290625,0.015753009,0.005309899,0.016863333,0.0156905,0.030290625,0.015753009,0.005309899,0.016863333,0.015151442
STAT6,0.413559595,0.584216112,0.473834997,0.450653524,0.528361771,0.413559595,0.584216112,0.473834997,0.450653524,0.449076409
LRP1,0.12312987,0.321916272,0.136639625,0.151940133,0.22193936,0.12312987,0.321916272,0.136639625,0.151940133,0.21073281
NXPH4,0.00407498,0.004604497,0.028059436,0.009400743,0.012484052,0.00407498,0.004604497,0.028059436,0.009400743,0.009033457
SHMT2,0.260742155,0.380343027,0.417121142,0.221726239,0.286486555,0.260742155,0.380343027,0.417121142,0.221726239,0.291917364
STAC3,0.110275043,0.272010947,0.1233237,0.106130489,0.177687165,0.110275043,0.272010947,0.1233237,0.106130489,0.132137535
R3HDM2,0.284254221,0.298959615,0.339000412,0.386619737,0.423109127,0.284254221,0.298959615,0.339000412,0.386619737,0.126858234
ARHGAP9,0.630944404,0.657941017,0.588351812,0.697676467,0.659577002,0.630944404,0.657941017,0.588351812,0.697676467,0.647734179
MARS,0.13132293,0.203204716,0.211895975,0.251591497,0.189768867,0.13132293,0.203204716,0.211895975,0.251591497,0.218381721
DDIT3,0.365672417,0.375471894,0.418355411,0.430929023,0.439773947,0.365672417,0.375471894,0.418355411,0.430929023,0.396754432
MBD6,0.104089502,0.134840438,0.099236714,0.114100612,0.118119805,0.104089502,0.134840438,0.099236714,0.114100612,0.111571177
DCTN2,0.500997894,0.501112501,0.52314218,0.602191939,0.529995738,0.500997894,0.501112501,0.52314218,0.602191939,0.513282628
PIP4K2C,0.072511094,0.028241719,0.031060725,0.058943608,0.045648624,0.072511094,0.028241719,0.031060725,0.058943608,0.044443017
DTX3,0.022986698,0.008568559,0.006454229,0.025228279,0.023577789,0.022986698,0.008568559,0.006454229,0.025228279,0.00756751
OS9,0.631869397,0.746211805,0.584217524,0.652836308,0.651013804,0.631869397,0.746211805,0.584217524,0.652836308,0.597425463
RP11-571M6.7,0.007165185,0.003982882,0.012724652,0.004731343,0.006283155,0.007165185,0.003982882,0.012724652,0.004731343,0.0137321
AGAP2,0.049027092,0.038431707,0.056964622,0.060144484,0.053723611,0.049027092,0.038431707,0.056964622,0.060144484,0.056456823
TSPAN31,0.217430665,0.146115208,0.212452103,0.189135892,0.179492734,0.217430665,0.146115208,0.212452103,0.189135892,0.212339243
CDK4,0.318162716,0.30671589,0.293575672,0.279054136,0.25567983,0.318162716,0.30671589,0.293575672,0.279054136,0.334954834
MARCH9,0.065369394,0.047225553,0.098220282,0.077326945,0.068392301,0.065369394,0.047225553,0.098220282,0.077326945,0.070116644
METTL1,0.039871044,0.015153404,0.01170948,0.011803785,0.015675258,0.039871044,0.015153404,0.01170948,0.011803785,0.011141862
METTL21B,0.007550437,0.005166637,0.006088514,0.012436384,0,0.007550437,0.005166637,0.006088514,0.012436384,0.004883072
TSFM,0.229648214,0.208889004,0.174434323,0.211670987,0.187162426,0.229648214,0.208889004,0.174434323,0.211670987,0.201319166
AVIL,0.030995834,0.014326901,0.012246889,0.012345522,0.007405614,0.030995834,0.014326901,0.012246889,0.012345522,0.011561996
CTDSP2,0.480597884,0.531218132,0.473495543,0.514673464,0.602187439,0.480597884,0.531218132,0.473495543,0.514673464,0.530967733
RP11-620J15.3,0.069779383,0.071310631,0.083957687,0.091197733,0.08905437,0.069779383,0.071310631,0.083957687,0.091197733,0.091975603
XRCC6BP1,0.072058512,0.090168336,0.052485987,0.076478105,0.07836768,0.072058512,0.090168336,0.052485987,0.076478105,0.060555904
SLC16A7,0.126567353,0.0913327,0.102095368,0.122304345,0.114322797,0.126567353,0.0913327,0.102095368,0.122304345,0.11251974
FAM19A2,0.045897761,0.073418451,0.062802102,0.036381394,0.039610206,0.045897761,0.073418451,0.062802102,0.036381394,0.074197576
USP15,0.667483052,0.487848817,0.67296791,0.546926059,0.565181722,0.667483052,0.487848817,0.67296791,0.546926059,0.62379538
MON2,0.062266563,0.075934825,0.115258677,0.090346298,0.079651684,0.062266563,0.075934825,0.115258677,0.090346298,0.113127539
C12orf61,0.014021384,0.015843372,0.014845047,0.027216497,0.019872781,0.014021384,0.015843372,0.014845047,0.027216497,0.021099158
DPY19L2,0.006784261,0.007665831,0.009033636,0.00910639,0,0.006784261,0.007665831,0.009033636,0.00910639,0.007059584
TMEM5,0.130200812,0.090962377,0.119362766,0.128137292,0.10547124,0.130200812,0.090962377,0.119362766,0.128137292,0.153826299
SRGAP1,0.008951937,0.013233989,0.011920022,0.012016022,0.015957106,0.008951937,0.013233989,0.011920022,0.012016022,0.012187388
C12orf66,0.060040814,0.072577055,0.116844555,0.105018005,0.109618248,0.060040814,0.072577055,0.116844555,0.105018005,0.091326412
XPOT,0.261590249,0.177998283,0.244459469,0.279108991,0.296332006,0.261590249,0.177998283,0.244459469,0.279108991,0.251158689
