,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9,mix10
CYB5B,0.551549564,0.443975825,0.650465636,0.649934163,0.352743487,0.551549564,0.443975825,0.650465636,0.649934163,0.597457171
NFAT5,0.124146033,0.281018195,0.117561682,0.162940477,0.175845362,0.124146033,0.281018195,0.117561682,0.162940477,0.148638935
NQO1,0.047006111,0.05683419,0.062922764,0.054531335,0.044201416,0.047006111,0.05683419,0.062922764,0.054531335,0.053991122
CTD-2033A16.3,0.005350455,0.010408428,0.012265591,0.011860575,0.015750674,0.005350455,0.010408428,0.012265591,0.011860575,0.009585285
NOB1,0.591122275,0.513911246,0.566182692,0.542403024,0.482414708,0.591122275,0.513911246,0.566182692,0.542403024,0.543393372
WWP2,0.141802309,0.140355783,0.1503567,0.106693321,0.153312989,0.141802309,0.140355783,0.1503567,0.106693321,0.146835268
PDPR,0.004257131,0.030969025,0.024997562,0.046676835,0.041752502,0.004257131,0.030969025,0.024997562,0.046676835,0.027075381
EXOSC6,0.159035832,0.141470278,0.118768913,0.170562245,0.176546161,0.159035832,0.141470278,0.118768913,0.170562245,0.169835133
AARS,0.106294871,0.107768696,0.109450034,0.124612112,0.124463966,0.106294871,0.107768696,0.109450034,0.124612112,0.10788998
DDX19B,0.268319504,0.217234697,0.304983656,0.278926038,0.275513894,0.268319504,0.217234697,0.304983656,0.278926038,0.285129874
DDX19A,0.221214434,0.191699381,0.227524093,0.209987917,0.233600573,0.221214434,0.191699381,0.227524093,0.209987917,0.207071267
ST3GAL2,0.16043474,0.144125778,0.167385724,0.111245692,0.140657551,0.16043474,0.144125778,0.167385724,0.111245692,0.096703896
RP11-529K1.4,0.008613264,0.013396392,0.015786693,0.004352406,0.005779933,0.008613264,0.013396392,0.015786693,0.004352406,0
FUK,0.019517006,0.027810938,0.034543862,0.036738245,0.031242139,0.019517006,0.027810938,0.034543862,0.036738245,0.038637925
COG4,0.172866549,0.108088021,0.224235307,0.211846588,0.269696098,0.172866549,0.108088021,0.224235307,0.211846588,0.136486743
SF3B3,0.197225324,0.246910083,0.278269596,0.240515245,0.216905303,0.197225324,0.246910083,0.278269596,0.240515245,0.205744062
MTSS1L,0.003108486,0.00709726,0,0,0,0.003108486,0.00709726,0,0,0
VAC14,0.15045629,0.1327444,0.127752167,0.125061371,0.130381889,0.15045629,0.1327444,0.127752167,0.125061371,0.101301858
CMTR2,0.111302212,0.085612689,0.163980397,0.170713707,0.177781206,0.111302212,0.085612689,0.163980397,0.170713707,0.168325637
ZNF23,0.025740425,0.021934713,0.035168002,0.034226604,0.032764868,0.025740425,0.021934713,0.035168002,0.034226604,0.031715646
ZNF19,0.015014725,0.011947542,0.022051572,0.015058859,0.019997951,0.015014725,0.011947542,0.022051572,0.015058859,0.010173226
RP11-432I5.1,0.007457554,0.0034439,0.013019076,0.035857931,0.047618821,0.007457554,0.0034439,0.013019076,0.035857931,0.008964828
PHLPP2,0.020275866,0.015973897,0.01700533,0.017142285,0.027144394,0.020275866,0.015973897,0.01700533,0.017142285,0.022513707
AP1G1,0.024737759,0.04170965,0.035287385,0.053483463,0.054703886,0.024737759,0.04170965,0.035287385,0.053483463,0.02238652
ATXN1L,0.080777394,0.319036706,0.139368671,0.153582754,0.157095571,0.080777394,0.319036706,0.139368671,0.153582754,0.122232256
IST1,0.301763848,0.237457788,0.262594002,0.289967627,0.253681859,0.301763848,0.237457788,0.262594002,0.289967627,0.274926122
ZNF821,0.113087834,0.082789553,0.1202339,0.113414945,0.08285391,0.113087834,0.082789553,0.1202339,0.113414945,0.104143791
DHODH,0.07039149,0.042515617,0.066641755,0.062333902,0.075581572,0.07039149,0.042515617,0.066641755,0.062333902,0.073365088
TXNL4B,0.066317469,0.047694293,0.074281445,0.071745277,0.06592784,0.066317469,0.047694293,0.074281445,0.071745277,0.059199669
HP,0.005411255,0.062025142,0.03444079,0.034718165,0.046105228,0.005411255,0.062025142,0.03444079,0.034718165,0.013409571
DHX38,0.087410321,0.090641244,0.079476879,0.088455656,0.06765853,0.087410321,0.090641244,0.079476879,0.088455656,0.106965164
AC004158.2,0.00315557,0,0.015513068,0.007714264,0.010244432,0.00315557,0,0.015513068,0.007714264,0
ZFHX3,0.050898306,0.180242048,0.039989194,0.02959871,0.053088968,0.050898306,0.180242048,0.039989194,0.02959871,0.073257651
AC009120.10,0.013257045,0.008612954,0.017452089,0.023454135,0.023362778,0.013257045,0.008612954,0.017452089,0.023454135,0.013638417
PSMD7,0.952639106,0.985966592,0.88697205,1.004766833,1.012723521,0.952639106,0.985966592,0.88697205,1.004766833,1.06432064
AC009120.6,0.007007709,0.008801659,0.003197786,0.00322354,0.004280815,0.007007709,0.008801659,0.003197786,0.00322354,0.002498998
RP11-252A24.3,0.019131505,0.02161752,0.034183392,0.032096134,0.026926453,0.019131505,0.02161752,0.034183392,0.032096134,0.004189141
RP11-252A24.7,0.040811478,0.035781082,0.049284924,0.042688635,0.0229541,0.040811478,0.035781082,0.049284924,0.042688635,0.037267869
GLG1,0.603510864,0.501779172,0.595853784,0.474926159,0.553052283,0.603510864,0.501779172,0.595853784,0.474926159,0.560529922
RFWD3,0.063931937,0.062521095,0.084942634,0.068064937,0.067777991,0.063931937,0.062521095,0.084942634,0.068064937,0.079409297
MLKL,0.107497639,0.162659876,0.112988303,0.187085468,0.16111123,0.107497639,0.162659876,0.112988303,0.187085468,0.164855938
FA2H,0,0.007621386,0.009786974,0.009865795,0.013101635,0,0.007621386,0.009786974,0.009865795,0.00312206
WDR59,0.13215903,0.116957402,0.117581913,0.104426036,0.143678174,0.13215903,0.116957402,0.117581913,0.104426036,0.102716794
ZNRF1,0.018415821,0.010656321,0.002989578,0.017142187,0.017960466,0.018415821,0.010656321,0.002989578,0.017142187,0.024143971
LDHD,0.010317868,0.024902277,0.008777749,0.008848443,0.015995738,0.010317868,0.024902277,0.008777749,0.008848443,0.013867964
ZFP1,0.036757916,0.007835947,0.031558562,0.034600774,0.024654628,0.036757916,0.007835947,0.031558562,0.034600774,0.033469398
CFDP1,0.394899685,0.380624453,0.393174245,0.40059375,0.35898552,0.394899685,0.380624453,0.393174245,0.40059375,0.515754072
TMEM170A,0.278807405,0.177141966,0.256935344,0.203394032,0.217430304,0.278807405,0.177141966,0.256935344,0.203394032,0.212943261
GABARAPL2,1.981574521,2.158538668,2.369618094,2.553596825,2.491541092,1.981574521,2.158538668,2.369618094,2.553596825,1.892715516
ADAT1,0.05408277,0.078319452,0.096033434,0.108892465,0.093830983,0.05408277,0.078319452,0.096033434,0.108892465,0.089652965
KARS,1.111370999,0.989862576,1.131834986,1.196102024,1.300802014,1.111370999,0.989862576,1.131834986,1.196102024,0.964727048
TERF2IP,1.359440129,0.964285583,1.134329954,1.43621699,1.220688787,1.359440129,0.964285583,1.134329954,1.43621699,1.083962339
MON1B,0.107025807,0.133341248,0.103961512,0.094175665,0.101280089,0.107025807,0.133341248,0.103961512,0.094175665,0.073172468
SYCE1L,0.050574575,0.02469194,0.016053545,0.034543427,0.011797636,0.050574575,0.02469194,0.016053545,0.034543427,0.031737628
NUDT7,0.085539329,0.079992411,0.094171156,0.064295127,0.053631312,0.085539329,0.079992411,0.094171156,0.064295127,0.093251769
WWOX,0.078893088,0.090933649,0.087682558,0.08999873,0.085940573,0.078893088,0.090933649,0.087682558,0.08999873,0.059191607
RP11-264L1.4,0.004095004,0.003770249,0,0,0,0.004095004,0.003770249,0,0,0.003472081
MAF,0.092125963,0.054601581,0.067600927,0.118101013,0.087244563,0.092125963,0.054601581,0.067600927,0.118101013,0.058310264
CDYL2,0.013592175,0.022496968,0.015635024,0.005810744,0.007716585,0.013592175,0.022496968,0.015635024,0.005810744,0
RP11-314O13.1,0.004741123,0.005357201,0.011204917,0.001675548,0.002225104,0.004741123,0.005357201,0.011204917,0.001675548,0.008756392
CMC2,0.327684273,0.363884763,0.293169313,0.409734386,0.387535644,0.327684273,0.363884763,0.293169313,0.409734386,0.382910314
CENPN,0.055351841,0.068162896,0.065341571,0.08343086,0.074353633,0.055351841,0.068162896,0.065341571,0.08343086,0.058150005
ATMIN,0.074953317,0.06423752,0.0945725,0.076635749,0.078560152,0.074953317,0.06423752,0.0945725,0.076635749,0.055361771
C16orf46,0.010974474,0.010408107,0.017521257,0.012756417,0.011804842,0.010974474,0.010408107,0.017521257,0.012756417,0.0194742
GCSH,0.02182817,0.014421504,0.014588575,0.020824033,0.019529447,0.02182817,0.014421504,0.014588575,0.020824033,0.009434393
GAN,0.014193473,0.016037823,0.013288147,0.010149196,0.006819171,0.014193473,0.016037823,0.013288147,0.010149196,0.011942418
CMIP,0.12939221,0.233122102,0.134400516,0.150578843,0.152529744,0.12939221,0.233122102,0.134400516,0.150578843,0.166586673
RP11-960L18.1,0.005390836,0.025178223,0.046337343,0.032508853,0.043171293,0.005390836,0.025178223,0.046337343,0.032508853,0.011812127
PLCG2,0.094647038,0.133902099,0.194136922,0.107814684,0.129404805,0.094647038,0.133902099,0.194136922,0.107814684,0.14756399
7SK.2,0.005128205,0.008890318,0.056889609,0.025997736,0.034524623,0.005128205,0.008890318,0.056889609,0.025997736,0.014626903
SDR42E1,0.008066345,0,0,0,0,0.008066345,0,0,0,0
MPHOSPH6,0.403464078,0.346760354,0.408131195,0.418134644,0.442164649,0.403464078,0.346760354,0.408131195,0.418134644,0.401971245
RP11-483P21.2,0.010948235,0.00842693,0.017548145,0.017689473,0.028485851,0.010948235,0.00842693,0.017548145,0.017689473,0.016629097
HSBP1,0.78189281,1.407160016,0.926031549,0.980634932,1.409106878,0.78189281,1.407160016,0.926031549,0.980634932,1.12295002
MLYCD,0.056992022,0.052492826,0.067108505,0.085651035,0.093548636,0.056992022,0.052492826,0.067108505,0.085651035,0.093271301
OSGIN1,0.013762912,0.015922406,0.005862473,0.005909687,0.011194828,0.013762912,0.015922406,0.005862473,0.005909687,0.009290951
MBTPS1,0.238746292,0.170890945,0.189062581,0.250580878,0.190365823,0.238746292,0.170890945,0.189062581,0.250580878,0.197090332
RP11-505K9.1,0.039393225,0.017867803,0.028617307,0.026065274,0.039567163,0.039393225,0.017867803,0.028617307,0.026065274,0.027246749
HSDL1,0.054219561,0.036448519,0.089617126,0.058254853,0.070363936,0.054219561,0.036448519,0.089617126,0.058254853,0.054691498
DNAAF1,0.006514658,0.033776007,0.00576432,0.008627114,0.011456684,0.006514658,0.033776007,0.00576432,0.008627114,0.011041721
TAF1C,0.055860291,0.044064111,0.02863049,0.073338833,0.054099071,0.055860291,0.044064111,0.02863049,0.073338833,0.051794024
TLDC1,0.026113612,0.021250175,0.029553333,0.037696126,0.03402249,0.026113612,0.021250175,0.029553333,0.037696126,0.030820349
COTL1,10.61390199,20.3866989,12.51244528,12.9581525,20.19127003,10.61390199,20.3866989,12.51244528,12.9581525,15.5772341
KLHL36,0.250690645,0.203852611,0.258947813,0.267817085,0.222076037,0.250690645,0.203852611,0.258947813,0.267817085,0.207306402
USP10,0.518465116,0.21063961,0.245599051,0.273963923,0.271501916,0.518465116,0.21063961,0.245599051,0.273963923,0.323961381
