,CYFZ,FY2H,FLWA,453W,684C,CZJE,925L,9JD4,G4YW,4DUY,36TS,CR3L
PLEKHM2,8.731709221,6.881326179,12.93458731,13.05873509,9.009954329,11.87324551,7.717370845,14.06686706,11.76163641,5.179992485,9.935810316,13.48188565
SLC25A34,0.688605504,0.184879488,2.299996933,0.741598052,1.405018777,0.833177866,1.017815348,1.342469761,1.275893109,0.368910174,2.139982875,3.268225682
FBLIM1,2.029543501,0.670052192,1.341515493,1.99026151,0.774421922,0.515138359,1.622001584,1.712638136,1.829886612,0.649692193,0.735525358,1.038786766
FLJ37453,3.13737282,1.463757243,2.801185259,0.804727832,2.679672451,1.545108021,1.685910649,2.074131674,1.828288065,1.627796832,0.705052804,0.220758831
SPEN,16.22298817,11.31109849,30.67017628,34.11827149,20.07269226,17.84219401,30.15417115,25.25607489,22.89558561,21.15032314,31.60184525,23.78264579
ZBTB17,30.72885366,33.13738538,29.87045084,43.77509761,48.53229346,34.25945398,39.72403569,44.2377975,37.91159562,56.3968517,40.44116258,46.20551864
C1orf64,0.478389692,0.86574526,0.438409547,0.837703504,0.579591729,0.302525278,1.105801285,0.260041944,0.611055391,0.515922958,0.224877127,1.236027554
EPHA2,0.521403949,0.479459227,1.299674021,0,0,0.167511412,0.327723873,2.131310429,0.424567733,0.571915578,0.159800554,0.064524559
ARHGEF19,8.666361551,4.684525428,8.440820073,5.072200286,7.979380431,8.81608845,9.503135425,8.385345332,8.089615555,7.177903846,3.899784965,6.392057527
FBXO42,16.23310171,21.54622799,20.20846597,27.77408193,28.21114661,21.48968343,22.43845987,28.51787505,31.52221515,27.17394428,22.97186259,33.45964092
SZRD1,53.18887765,56.34576507,52.2685046,61.86235414,46.95811946,78.22351092,47.97153865,45.42632756,42.34565426,48.70033576,59.9345371,56.12225108
SPATA21,1.509874237,2.567173082,1.088273563,1.239199859,2.55893401,1.205817549,2.311244534,1.410782666,1.215118222,1.176606721,1.093730929,1.638251697
NECAP2,133.418527,168.9967301,176.0660333,123.3958235,180.382578,123.1285492,112.8375025,128.1949728,136.651362,128.4055807,123.2090803,101.755087
LINC01772,1.52792908,1.125142522,1.092030356,0.680854157,0.98652381,0.673993752,1.948800038,1.188112682,1.17697795,0.995450117,1.365422365,1.08271186
CROCCP3,8.018001436,2.605234712,4.930342644,2.274267145,3.546001154,2.600066316,7.898264182,10.74586655,10.55706312,4.907525095,2.333991802,4.000449503
RP4-798A10.7,1.368315392,1.52134457,0.999713239,0.612416282,0.202494664,0.17677943,1.645683733,2.113315714,0.567281487,2.305295459,0.29002971,2.195709153
NBPF1,24.39740754,17.35012363,15.10046782,23.07620742,24.2432681,23.51239912,31.36986999,17.80220833,24.76026851,25.18837719,11.48574221,20.39643357
CROCCP2,23.87397311,30.25872529,30.48059818,27.91998448,40.17636728,25.15571034,32.12053566,26.40115655,23.52593093,25.03037955,16.96555569,24.11139116
MST1P2,1.563503446,0,0.102424156,2.263066464,1.118726965,2.068851755,0.888277838,0.916443643,1.025413865,2.669145294,0.532024701,1.660508338
EIF1AXP1,15.52484027,7.986437251,3.540190847,5.022161648,5.734830508,11.24100949,17.05714613,13.74587658,25.27465605,4.525456308,6.513243855,7.795610515
CROCC,6.375338128,7.72407296,11.1710553,11.75452002,10.49580252,5.4749843,11.24037837,13.17535532,9.172690966,12.18439134,5.814009677,12.13489002
MST1L,1.570764286,0.26046286,0.928906547,1.243626899,3.681080901,3.514759048,4.756372905,4.215236132,3.273158388,0.607949764,0.442007757,1.933504659
ATP13A2,8.156111189,5.856041767,9.154167388,11.38118513,17.41794409,10.21478041,15.94313823,12.15060408,13.91287333,14.67220629,13.99753219,8.865542434
SDHB,130.1747465,106.6825804,87.10991333,84.36333896,116.1797389,136.0813068,110.1445618,111.857048,128.1475104,98.16515138,118.3459797,119.6771272
PADI2,7.438018093,24.69263212,18.27350965,40.95220891,12.34254117,9.352298396,8.759507623,8.565897946,16.4998037,22.06522033,18.20583783,20.76134115
PADI4,105.5406865,192.3857756,178.2006599,158.3510889,113.6374925,126.8027553,157.160069,120.4229511,33.86608663,129.4155476,179.7620999,131.5612452
PADI6,1.626164304,0,0.488518776,0,0.164576163,0.32449677,0,0.673002516,0.038497504,0,0.550724007,0.111295968
RCC2,12.53024969,13.03945092,25.80676677,12.76400963,20.59601906,12.93158596,15.0531695,18.96822264,20.57313137,11.4472087,13.48165248,9.244029289
ARHGEF10L,21.76554958,31.23813587,19.2879222,16.80304131,24.23403636,15.02506928,31.99300566,21.20428782,21.47390377,21.51564029,24.99964162,18.28463163
KLHDC7A,0,0,0,0.201473661,0,0,0,0.131895565,0.220757846,0.31994375,0.312224274,0
ALDH4A1,4.688278228,1.77172828,1.661351206,4.078342137,3.13736481,2.569118977,5.381178144,2.223744156,3.792827594,2.967472952,2.742751825,3.427184501
IFFO2,0.982834219,0.678558494,1.739116742,1.315507149,2.309197818,1.745803461,1.161756806,2.085523583,1.152980349,1.757451171,1.097961143,0.393390257
UBR4,38.96517579,36.81025137,56.53629634,40.92650904,31.20757696,46.4969391,35.4030551,51.84430607,61.47464038,31.07496666,43.63672405,44.90867406
EMC1,26.19524455,26.84920987,23.18891767,37.73132609,27.31096246,23.80501977,26.94453249,23.17266829,20.66023504,26.7458558,24.76402738,39.11918686
MRTO4,19.42678518,21.31591481,10.29278646,15.69962845,22.89726319,18.62967234,7.451361227,12.39797805,11.50194224,6.556369398,10.66397554,21.88311528
AKR7L,6.365423194,1.322911112,4.400912381,3.306631138,1.533170519,2.44893569,5.680943978,0.050205651,2.886215101,2.255082342,2.06028938,4.581877165
AKR7A2,77.92509479,48.84495289,46.25190409,51.12585709,65.56754836,66.57663941,54.83741205,62.55153346,66.34332903,85.12834696,71.50554469,47.63785903
PQLC2,10.34268115,10.49915862,8.048582494,10.07505886,9.826615089,7.410641891,7.153554279,9.240831472,12.57095315,12.22489716,9.284358898,8.319601136
CAPZB,544.7271698,587.6362425,479.5346711,530.0010488,515.3459171,554.1554846,461.2416829,476.6441503,542.3888968,498.4940206,546.8852004,438.4972072
MINOS1,44.99613433,45.39553265,72.87120055,60.55116354,52.93450974,55.39872634,41.52651279,78.44596864,54.47296512,40.85577608,41.02012371,44.75402869
TMCO4,12.52603546,14.92189943,16.35040857,13.0524746,19.67646641,15.54942146,10.94472889,14.95140063,11.90396557,20.12353833,8.642454912,13.88544748
OTUD3,2.221697204,2.080755772,3.340053959,2.156927857,0.644798512,0.752571096,1.433654093,3.627658235,2.87621889,1.908781487,2.182870037,4.610168203
PLA2G2D,0.155964773,0.252452392,0.266800422,0.332907512,1.281429911,0.584686564,0.316063318,0.210046329,1.003175662,0.233481126,0.226025395,0.519127533
UBXN10,0.555512928,0.787934595,1.07412897,0.35389826,0.400491577,0.014645869,0.817604845,0.667590643,0.250023108,0.336465904,1.979396095,0.451001182
CAMK2N1,0.980965416,0.680248203,0.79925295,1.763189385,0.214443364,0.66799464,0.316719936,0.30913804,0.635615446,0.26759935,0.437810401,0.173984563
MUL1,30.68751107,30.46784952,23.72241318,38.82593191,36.60790457,41.49043707,28.51405446,24.61132316,29.00452121,25.1020103,31.52797109,23.47288467
CDA,40.01840602,71.41142121,52.65561341,50.63893027,44.8695668,41.04755699,64.0550194,39.88490322,64.91980766,42.50626197,52.84516586,54.27746532
PINK1,3.253664706,5.379543368,9.974747361,4.756799843,2.632588989,3.728967986,9.200154683,13.21599634,7.37426957,16.34084992,2.857662876,6.75523818
PINK1-AS,1.455808301,3.670049952,1.840930009,3.232223604,3.297884798,1.539110342,2.104761234,1.006341908,1.198643191,1.52073135,1.442136689,0.929631549
DDOST,245.5175322,311.1472428,260.6165852,343.9468398,289.9720565,266.7871649,214.8525893,238.2853735,255.9861696,254.3147312,281.2692402,270.2281538
KIF17,0,2.38152286,0.111905408,2.840753583,1.918464868,0.907498675,0.133518459,0.205592368,2.745973867,0.071427596,0.490007018,1.099994933
HP1BP3,96.47236459,106.264852,95.7620358,112.9591728,115.0519332,69.98636467,122.4882593,87.72674848,104.4003799,112.5775736,85.35316354,133.8415019
EIF4G3,14.35507433,21.64799556,31.54454613,19.62956392,14.60819682,16.05434367,32.73246346,11.82974671,20.32159356,12.02297281,11.499831,25.28818348
ECE1,31.26829819,44.43886392,22.69425347,48.4202966,34.33258957,36.57661841,44.04128052,41.13919322,41.45790926,53.29295214,43.52295878,40.16069886
RP5-1071N3.1,0.824304619,1.153569449,2.038907966,1.279960186,0.432519905,2.153128176,1.610315424,1.584466564,1.112364522,2.749292338,2.197453379,2.733176252
NBPF3,15.25817863,13.53823494,9.800404127,11.93122237,14.81346633,7.444132204,11.0896529,11.70453428,9.302669078,12.04495888,6.822340426,9.743141571
ALPL,2.502490151,2.475831948,3.65971131,6.769473721,6.724555397,5.170419601,9.750532258,2.277304028,3.960740295,21.16183429,2.932002285,19.83942048
USP48,49.23260721,48.18451257,63.6914513,77.61750636,51.10816029,49.86194797,83.13661603,71.69001653,73.47858328,82.57584389,49.41908093,101.1133245
LDLRAD2,0.172900482,0,0.059448505,0,0,0,0.261037259,0,0.003251865,0,0.169601544,0
HSPG2,0.652528782,0.914759847,1.755594448,0.637732502,0.943885161,1.316526963,0.591513022,0.347381951,1.11451426,0.850647203,0.352731803,0.244473799
RP11-26H16.1,0,0,0,0,0,0,0,0.653123911,0.39846026,0,0,0
LINC00339,26.36745382,8.546995979,12.32929366,21.43167405,29.12410821,19.09007578,12.11905946,7.703591949,15.55787179,14.03788441,21.7523997,28.90072099
CDC42,316.7042348,365.0153498,310.7449822,389.0041599,383.490343,419.9239783,285.2657278,297.2029897,283.6193042,317.7883143,329.9162112,272.4495169
CDC42-IT1,5.340278814,2.680351021,2.354498508,8.687981554,3.075469386,3.302275873,4.979951317,2.24430369,1.444313994,0.837603898,2.939047501,4.222025026
ZBTB40,6.229487465,6.113503538,9.403541739,9.579998121,10.38180751,11.28182948,12.65038574,11.14231043,7.314413994,15.57613068,9.967815805,11.36438895
C1QA,16.1922828,24.98720488,2.946107145,11.43270674,9.554055506,1.978664906,6.336645826,3.358285858,7.690231921,8.466577976,26.55958943,19.76111246
C1QC,0.694979378,4.497074047,0.307216885,2.300282838,1.145975281,1.668012092,0.583913848,0.693414352,1.962288878,0.966147446,3.465524965,1.035300307
C1QB,7.736904537,13.92076207,0.972388561,5.295507733,6.676645071,2.292097796,1.447121831,0.49655994,5.109096116,3.047054567,17.31064809,10.53622935
EPHB2,0.15181424,1.545863503,0.772928674,0.523484164,0.339168747,1.132648414,0.580970814,2.02161904,0.712960258,0.615357106,0.698814274,0.563116101
KDM1A,13.42736225,10.58994949,24.84087034,16.64598607,13.34446261,10.05746793,16.70252546,17.24880912,16.98256097,15.69327159,11.9798752,15.90351115
LUZP1,14.00950273,12.45030566,7.610186227,10.68002638,8.707513497,18.54269991,17.34975054,16.62045374,14.54977738,11.38493312,12.08430254,22.45765385
LINC01355,0.675981655,1.409805271,0.017025654,0.139186311,0.290900263,0.04507635,2.360304021,1.415703625,2.320079537,4.499671894,0.049293289,1.073367753
HNRNPR,157.9554173,148.664178,155.7943757,174.0712548,169.4388025,140.362395,129.2170298,140.0774652,129.1900503,148.8694472,115.1012629,145.5596519
ZNF436,2.727513678,7.508551471,1.263500783,1.382355091,1.750147953,1.07819842,5.442015536,5.490977214,7.097921063,9.620437338,1.672262286,4.512440659
ZNF436-AS1,1.000154813,0.116299343,0,0,0,0.101311252,6.020897512,1.43314744,2.79504159,3.476553361,0.542277089,3.318380184
TCEA3,9.630737035,7.275119866,4.639813786,11.31696292,14.00772391,9.503070392,5.472687934,7.952650883,8.645424534,9.20945069,4.484897152,9.716716739
ASAP3,4.497119934,1.750578394,4.131613543,6.728791668,4.857409776,2.92881945,6.720531056,5.566136881,2.141294938,3.112807915,2.580722344,4.156550946
E2F2,3.056451645,3.861364951,1.878086794,3.691087545,4.410998303,0.827072987,4.286130416,4.182005272,2.489155552,4.443220581,2.371499826,2.568670773
ID3,6.385054838,4.260297831,5.202819734,5.092172628,10.05255999,13.3631593,15.45592771,10.22951285,11.54011849,10.90464899,8.141578513,16.87953621
MDS2,36.45659173,20.31866962,19.20880839,22.44716295,41.3291371,16.17372347,27.1234934,26.65079842,15.74783514,37.66669101,10.04121201,27.83966337
RPL11,456.715943,231.4570657,492.7145673,323.7788883,252.3865427,436.1375684,647.0089361,747.7380968,653.8193538,533.5064673,576.5376044,323.1452338
ELOA,37.850719,44.49775287,37.61130126,41.62954677,41.10960202,29.02687385,21.41941891,25.03298495,34.91792756,31.58996513,20.59678938,41.66953798
ELOA-AS1,2.953758318,3.624547404,2.870724161,3.138476296,3.198674355,8.045910659,3.411242756,4.9516061,4.76864783,6.370439523,3.796088176,9.779299337
PITHD1,56.49531765,53.62483804,52.7284251,67.22888563,65.18773509,44.69309761,46.67597491,71.14255953,49.64665398,51.81794654,51.79631114,60.44261099
LYPLA2,80.06450585,96.72994715,106.0753673,136.9338718,79.68976375,72.766737,88.36864687,74.55513202,86.50810987,74.23053507,67.89651658,93.77949566
GALE,21.81365963,15.70371085,18.34512395,10.59360594,13.57048376,11.26119656,15.8729236,13.87833903,19.27664071,18.93351822,10.07302751,12.13326613
HMGCL,46.55811243,30.00340262,40.32338221,46.3663409,59.15141098,34.70983185,42.01838956,46.39888894,47.12179889,44.72404536,25.70983964,30.34523403
FUCA1,37.64432621,79.58559357,61.03131069,63.80181486,35.75405372,25.64579215,25.70120356,41.7093987,63.03711551,44.19335895,28.92728833,22.02927415
CNR2,5.237961447,4.342386751,8.456191304,2.901450442,10.1473814,5.851237431,8.105066054,4.129823295,4.657927289,4.635378282,3.395724842,4.975430844
BTBD6P1,0,0,0.169771567,0,0,0.075084054,0.357806545,0.234011582,0.669417765,0.434455954,0,0
PNRC2,245.3450243,199.4548615,233.6557864,275.6999103,267.7498833,235.2056665,177.7909529,185.545316,182.7598821,176.8334033,187.8889369,183.5142428
SRSF10,138.47563,161.3534471,134.863899,167.8825426,165.1932013,117.2065117,117.741034,159.2141595,134.1168356,128.0749616,120.3780912,137.0147027
IFNLR1,3.623013963,1.281371143,1.971665648,4.205908073,4.945630645,3.472168209,2.435593022,3.612473528,2.445007445,2.946326809,1.126599603,4.63203306
STPG1,4.399251424,2.382187615,3.539399803,2.901069684,3.357897228,5.021435907,1.945007542,3.650867265,5.713583835,2.532711661,3.550667438,3.192816932
NIPAL3,47.81740622,32.65606468,28.04439457,37.82244214,34.3258912,37.55871243,32.23755708,37.35655061,21.66444734,32.45595101,20.43888088,39.7601805
RCAN3,26.83536761,18.58500133,30.04025767,24.74023799,37.29869872,24.0366283,20.92547213,31.89927192,24.80524172,28.97145525,16.80299445,25.15609419
RP4-594I10.3,9.34341685,6.725314981,9.546458795,11.29774298,24.80441097,1.399150351,4.689617748,3.088236186,0.089294336,1.598455119,2.211600868,4.968768027
SRRM1,72.88420934,106.3110489,87.29835728,110.5257178,132.4329003,131.1861194,94.13855679,74.99958098,85.13418229,81.78449414,88.97841526,120.531002
CLIC4,24.99339694,30.75812054,22.74693909,19.13751718,26.43896529,21.24024952,35.63470872,16.27998225,23.15055192,27.15429306,24.75185667,26.46365873
RUNX3,22.13746401,18.35649044,42.88606779,34.69986569,21.99078195,27.95315834,16.49972363,26.00162744,30.05880594,17.50749581,30.80648732,29.27549621
SYF2,86.89460214,91.68654858,83.5784803,107.1558939,84.02564756,91.97089861,68.29254357,72.1567375,69.77575263,45.75105044,69.34604643,82.2401954
RSRP1,271.3942513,263.051339,285.440758,262.9610791,277.1993221,239.4564133,255.7575191,253.9918924,256.979005,267.0071336,209.7601983,276.0659912
RP3-465N24.5,6.7260434,4.655671476,9.367704794,0,13.39377019,4.619842413,13.32266537,14.7789383,5.17683375,6.869546805,2.625784456,7.535844194
RHD,8.38492123,11.85275415,7.030599954,1.650127757,6.026441393,8.1992331,13.5542087,11.93478384,7.243377032,11.68904528,3.743386124,7.382528503
RP11-335G20.7,19.45729111,24.30592125,11.60526741,7.031618181,13.49439395,11.0841968,7.414687763,9.333770089,5.250217983,10.23032708,16.71749825,20.16954395
TMEM50A,174.5842297,182.9361313,164.1173619,148.8259055,167.463868,186.6776691,147.5223623,126.6691828,141.9334437,122.3379579,132.0853032,154.3416931
TMEM57,1.508710323,1.602366145,3.708772713,4.335248767,2.6964666,3.730768026,2.237789795,4.629028404,4.572530542,3.776652261,2.823982178,2.203863427
LDLRAP1,81.57200831,58.60343398,116.3792275,92.05824049,114.8672823,73.83241515,97.75576912,141.8173562,120.1912663,168.3340486,66.56582972,82.16038408
MAN1C1,2.928384405,2.070185629,5.152095947,3.541432542,6.797002381,4.626858082,2.456540551,5.664849138,3.357596897,3.975736309,2.694803917,6.190501321
RP1-187B23.1,0.944189153,0.676666092,0.134150182,0.182238907,2.002362016,1.889968836,0.861372794,0.584631326,0.849351386,0.406599064,0.843657482,1.210102213
SELENON,2.831728293,2.214075437,3.602412709,2.222642079,2.671821827,3.770313014,1.890057961,1.901002373,3.072672288,1.240775414,2.244022691,1.550421632
RP1-317E23.3,0.950385473,0,0.487916693,0.692385168,1.031629496,0.768321499,0.505602811,0.727100937,1.36402252,1.663324141,0.303439269,0.5815963
MTFR1L,54.01387381,65.18808992,77.69846789,73.80794962,80.99685102,58.88126848,53.12985596,58.97690054,69.29224447,78.09957076,60.50099162,73.85594294
PAQR7,3.192285828,3.114226993,2.913051211,2.022549188,2.045624057,2.787696885,2.794933486,3.439618989,3.430070853,2.068719824,2.779496681,3.744717047
STMN1,40.82863429,28.23364376,17.63282689,31.66281899,56.53845652,45.16893184,22.93496779,40.20778484,36.23192671,61.48671714,28.93504903,34.32800312
PAFAH2,23.42585601,13.72768505,18.88720293,35.5394621,27.00042049,13.49206694,17.48341341,21.42124014,19.65066536,17.91779206,13.37286255,15.15954426
SLC30A2,0.432184041,0.608865713,0.325026205,0.492326802,0.814000552,0.360059422,1.494788463,0.342974033,0.388481846,0.573035116,0.408273127,0.830780798
PDIK1L,5.714052387,2.642624158,9.390670453,7.702280939,6.130431476,6.92032335,12.24031552,5.963353171,8.000245963,10.7613998,4.442707108,4.952958965
ZNF593,5.813981306,5.594550253,5.884598149,5.539579641,5.877947996,3.518885516,4.692550174,5.429190728,9.864493092,3.260923127,9.008841171,4.391649809
CNKSR1,1.36115679,2.489575471,0.685140712,2.827291336,1.161446494,1.338929554,1.595375566,0.971666977,1.947163208,2.700159201,5.64186322,1.538727944
CEP85,12.97059188,19.66973984,12.03121584,20.32062863,20.50030171,13.42930969,14.12512186,15.45855436,14.89311278,14.44392088,10.30447755,8.781822524
SH3BGRL3,709.3311985,720.2162083,646.1565593,486.4600281,567.9190799,613.1994465,760.3046409,691.4283358,722.127091,518.654786,661.4232672,690.4368782
UBXN11,132.7622845,173.610837,196.7339561,209.7806768,151.7450917,130.5142965,155.2706051,143.1871281,147.079815,169.5914728,136.905111,149.8278229
CD52,439.761127,486.2489099,1049.402459,456.7525132,424.8305096,300.349867,393.8362493,363.6988145,402.539583,307.6937138,242.0283399,219.1233499
AIM1L,4.53451263,4.879885386,4.034695256,18.80557633,4.119482434,7.347851906,3.544803464,3.774427934,3.578566313,4.632802721,11.95431179,6.017531399
ZNF683,99.76522842,114.9659643,5.562631422,87.79745712,89.69002456,20.52381924,28.33508112,29.03856674,13.16765997,30.18957823,35.99071251,9.883040579
