,Lin-_1,Lin-_2,MNC_1,MNC_2
200614_at,5847.743463,5378.234469,5537.287851,4778.962986
200615_s_at,468.1824824,477.8366364,373.2524628,373.9183622
200616_s_at,909.553392,961.8895167,380.2593382,428.5476491
200617_at,2295.030561,2042.234362,898.9269178,804.9801274
200618_at,1136.657929,1082.294977,2176.951,1973.904391
200619_at,2681.006008,2526.293219,2235.210097,1978.561853
200620_at,3331.909192,3279.390056,4706.445726,4155.633416
200621_at,1273.720278,1159.08375,574.2328882,583.3706598
200622_x_at,2208.715084,2033.712592,1551.951081,1449.820672
200623_s_at,7709.862701,7198.151632,6745.334779,5811.030277
200624_s_at,2210.978253,1931.232044,1491.308173,1364.941881
200625_s_at,4241.972666,3745.648469,9068.715162,7757.987169
200626_s_at,4475.666668,4359.798101,3499.473095,2901.035625
200627_at,6303.725227,6227.955437,5091.143075,4341.672967
200628_s_at,181.0859656,182.6766304,370.847817,433.0158559
200629_at,515.6122842,523.2398769,1280.427287,1176.643827
200630_x_at,1757.575326,1856.920043,1601.241279,1253.625136
200631_s_at,7233.978487,6832.322154,4096.732681,3494.144778
200632_s_at,1165.553395,1075.188519,2940.574377,2390.892179
200633_at,12200.97115,12359.31508,12336.01671,11329.22977
200634_at,5466.149104,5297.029102,7835.041794,7173.984925
200635_s_at,62.51294091,61.34128961,100.305105,127.204643
200636_s_at,45.75351986,51.46298246,96.50935876,120.2985402
200637_s_at,34.58099029,32.76161861,49.50179532,47.76179995
200638_s_at,1065.620704,1072.439609,1867.245946,1660.276802
200639_s_at,4744.399985,4625.499431,7140.266046,6308.475275
200640_at,5454.627638,4645.403554,7096.469606,6265.670626
200641_s_at,281.9133202,290.8538553,475.776574,481.6162106
200642_at,9833.318363,9146.181269,5190.113511,4468.049959
200643_at,566.8716146,557.7987226,374.605512,429.1880287
200644_at,1332.678891,1169.89927,805.4069262,753.6372895
200645_at,5179.620005,4827.836871,8992.776029,7830.737505
200646_s_at,379.8474838,395.8846529,389.7809698,438.1548578
200647_x_at,2660.291059,2457.58823,981.0832785,956.465948
200648_s_at,620.2152557,568.8223011,2499.694179,2283.606272
200649_at,831.0215785,843.0469444,868.875079,851.2201633
200650_s_at,7926.115448,7384.414946,7184.153264,6155.345503
200651_at,18581.92703,18856.83854,14263.81432,13406.60484
200652_at,6837.658075,6571.567137,5359.005723,4703.815295
200653_s_at,3244.712332,3056.746676,6838.217422,6095.670303
200654_at,2396.578284,2064.523154,1710.980286,1478.184496
200655_s_at,2183.795525,2044.13791,4809.371629,4059.360141
200656_s_at,723.7879032,699.0052366,541.0144172,566.5844073
200657_at,11644.07838,11975.33801,7501.171813,6756.427411
200658_s_at,1875.458547,1720.607642,527.1021791,556.4188343
200659_s_at,667.5226581,663.9894748,303.1094478,311.167871
200660_at,606.0839006,493.1466753,6161.896385,5338.367308
200661_at,2700.402767,2614.635189,2957.501825,2680.295805
200662_s_at,7826.306907,7238.47866,2710.725347,2496.435335
200663_at,5491.80065,5328.662448,5901.440093,5239.161663
200664_s_at,461.6325436,454.9090066,899.2391883,860.9884824
200665_s_at,2233.29636,2020.764687,1177.49314,1084.446677
200666_s_at,1584.588692,1575.111739,2039.138434,1825.830771
200667_at,4627.555115,4334.699722,5749.815492,5010.621013
200668_s_at,3661.672087,3408.711224,5984.237941,5004.821596
200669_s_at,1518.669956,1652.96042,3527.144452,2946.880658
200670_at,988.2620648,950.8061567,861.3139338,821.0209914
200671_s_at,177.889871,199.3230349,143.2935364,162.1159639
200672_x_at,153.7013075,125.580341,104.2482991,131.4215325
200673_at,5800.978894,5470.133264,6671.795514,5518.817504
200674_s_at,31035.77954,30968.46344,27667.15503,27408.62079
200675_at,1356.924895,1275.351595,842.5680251,786.7519266
200676_s_at,410.5562896,393.8950497,292.3334183,300.6531723
200677_at,2900.459487,2825.851608,2759.982475,2523.36518
200678_x_at,287.8672786,296.1203187,1455.432659,1329.338578
200679_x_at,7172.803102,6732.82381,3477.415222,3083.117053
200680_x_at,10422.98438,9491.327143,7633.571344,6919.762678
200681_at,1616.833801,1449.838099,707.3177404,689.6128002
200682_s_at,2672.353331,2523.696479,1919.286906,1762.187663
200683_s_at,972.6147565,998.7301153,775.5578977,726.3912883
200684_s_at,1155.316203,1132.618175,790.1967033,761.2638737
200685_at,2252.475892,2162.308299,2306.697178,1892.575517
200686_s_at,2090.831331,2036.376007,2129.816532,1713.959724
200687_s_at,1139.060197,1136.124295,615.3442215,607.070907
200688_at,203.6758398,239.2342222,114.566753,124.92047
200689_x_at,19227.91645,19293.32706,15814.96329,14560.62248
200690_at,860.0729681,895.5607133,368.555539,363.5622306
200691_s_at,3193.903598,3135.539992,1685.598408,1465.094961
200692_s_at,2302.911797,2403.335668,992.8911081,938.7804074
200693_at,4038.450083,3746.460468,1904.87826,1721.559422
200694_s_at,1519.863995,1426.847371,930.1475406,915.0711307
200695_at,788.352718,772.2970143,500.6903829,537.8874267
200696_s_at,258.7997043,311.1403021,785.6630108,790.3225151
200697_at,1418.566735,1296.287594,1573.767216,1357.878013
200698_at,593.2402048,606.2543707,550.349945,547.9125094
200699_at,1839.9566,1658.078786,1344.573676,1214.531093
200700_s_at,270.3218875,238.9606698,229.062355,262.1315792
200701_at,3441.53712,3094.474079,3937.059683,3448.028211
200702_s_at,458.2165038,486.7638254,324.8368373,325.78039
200703_at,4795.339051,4264.143246,3431.039524,3044.006832
200704_at,4163.353965,3613.800253,17479.17136,15783.70478
200705_s_at,22879.66461,23040.4518,18559.12026,18257.10214
200706_s_at,356.9191434,380.1067319,2660.31362,2318.980849
200707_at,2587.787776,2463.10649,1335.151939,1332.131479
200708_at,1900.265481,1810.787888,779.5890726,748.5581761
200709_at,3365.988656,3196.645908,4636.103704,4091.501975
200710_at,1226.299599,1149.423647,843.6786485,822.4055215
200711_s_at,1039.723103,1084.554611,783.8325045,847.2746408
200712_s_at,303.9568189,296.1525895,327.9740502,369.760987
200713_s_at,4366.132987,4081.166724,3957.73348,3434.987326
200714_x_at,2029.360031,1812.284537,2531.042817,2254.320485
200715_x_at,15583.80578,14368.56466,12566.73281,11781.24259
200716_x_at,24365.51111,24484.03886,21881.44112,20459.10731
200717_x_at,19163.33833,18398.09229,16288.71315,15242.15485
200718_s_at,2640.841506,2633.629996,2411.127177,2059.575098
200719_at,763.9285205,767.377283,664.775394,602.5880331
200720_s_at,427.279096,393.7315924,466.8086674,506.0730753
200721_s_at,3722.641547,3385.847007,3888.41838,3293.256896
200722_s_at,232.241876,268.4138665,167.1785257,184.159764
200723_s_at,1464.99131,1429.871092,672.5581438,670.2928453
200724_at,586.0892441,563.8060451,943.1230708,990.2645375
200725_x_at,23558.05541,23360.12024,20724.82388,19406.49526
200726_at,3458.591489,2825.217092,2468.82308,2111.655596
200727_s_at,714.0299837,676.9113842,1519.664853,1352.573134
200728_at,2174.926519,2134.446934,4278.162235,3534.208517
200729_s_at,881.8110572,879.9854924,2085.156734,1893.242214
200730_s_at,219.439393,260.6824002,313.1165204,326.97985
200731_s_at,323.2002831,305.8865689,305.228811,326.7315832
200732_s_at,2132.128919,2029.069408,1815.216012,1615.051062
200733_s_at,1356.809323,1229.112254,1267.513443,1149.904358
200734_s_at,351.2567148,369.4394447,398.7313251,370.1165533
200735_x_at,25133.33605,25486.35228,23079.90895,22382.78447
200736_s_at,4661.81292,4288.503868,3716.869528,3358.127359
200737_at,1812.280561,1722.77119,2526.418004,2263.106602
200738_s_at,3662.983552,3423.398378,5340.724304,4398.104187
200739_s_at,234.3219374,237.5597172,152.8099123,184.1621034
200740_s_at,1381.683228,1427.779996,656.8481939,625.4173519
200741_s_at,14740.50474,13529.7829,13418.52691,11782.07577
200742_s_at,1195.092532,1261.116706,2111.082148,1777.828089
200743_s_at,3343.535608,2899.162654,4317.474764,3693.807079
200744_s_at,668.1496259,614.8661243,954.051947,955.1842867
200745_s_at,943.7667578,885.8260785,1043.286641,944.6441036
200746_s_at,3064.774295,2758.696181,2753.693234,2422.965841
200747_s_at,884.8154513,880.8819404,742.2761679,693.2121299
200748_s_at,17881.83379,18140.07512,23336.82249,23242.42539
200749_at,1622.817421,1512.736602,1034.613482,871.094592
200750_s_at,6620.710218,6038.302534,2489.90062,2317.261626
200751_s_at,3155.012015,3046.971174,2203.737572,2014.408483
200752_s_at,818.0026699,749.0181194,672.7992296,651.8113077
200753_x_at,1192.678416,1199.799826,845.0917229,799.5982628
200754_x_at,11746.57585,10916.38638,8621.69925,7577.682774
200755_s_at,540.4703643,553.0083076,320.28614,293.412374
200756_x_at,124.0273359,105.6157405,72.88431306,90.65670216
200757_s_at,1801.500405,1741.857532,870.1785619,848.1992792
200758_s_at,377.7135047,377.5013717,354.606843,370.7528375
200759_x_at,1992.654967,1929.517675,1696.003782,1516.358991
200760_s_at,1825.257791,1808.185832,2548.463391,2374.172496
200761_s_at,4059.280762,3768.596822,6043.20244,5165.066901
200762_at,2252.401274,2048.073107,3141.590571,2534.997984
200763_s_at,16643.67076,16881.03317,13692.03411,12381.39222
200764_s_at,637.452962,665.4521922,522.9166899,553.8428246
200765_x_at,2072.821587,1913.331016,1393.176002,1274.860149
200766_at,174.5034561,172.6040265,557.6178872,535.4023825
200767_s_at,131.8245663,139.9781477,176.2278541,184.0887917
200768_s_at,9592.934727,9101.962772,5743.101676,4736.693684
200769_s_at,206.6469707,228.1773217,109.3631194,117.9075694
200770_s_at,248.7338902,229.1958492,153.7855382,129.6606238
200771_at,461.0656202,502.1372001,216.4934098,222.2854825
200772_x_at,17555.89827,15072.35844,10492.09623,8730.799301
200773_x_at,6550.314383,6012.793971,5305.216477,4451.455768
200774_at,2376.229563,2398.982711,3199.763442,2809.749858
200775_s_at,15223.70802,15134.80505,16736.84875,14979.32409
200776_s_at,482.5825542,507.3231712,546.9313486,513.3304265
200777_s_at,2890.898156,2803.602376,2465.543492,2137.948371
200778_s_at,335.1149937,347.0860951,294.0149662,333.671582
200779_at,12869.13152,12820.65124,9641.183356,8584.96803
200780_x_at,9892.38021,9563.919412,8572.462397,7689.519142
200781_s_at,25859.21023,25854.77331,24681.10831,23892.14691
200782_at,400.4837154,429.0797436,982.8034096,924.4784511
200783_s_at,2058.998001,2069.979907,505.8455512,438.0252387
200784_s_at,73.03632389,66.26797801,233.7574199,233.8894306
200785_s_at,62.54555154,62.13037979,412.5008884,474.7435195
200786_at,7205.433912,7295.910176,4235.381248,3856.198288
200787_s_at,189.5421926,196.7620107,169.0391967,197.2075427
200788_s_at,793.1872992,759.4050931,935.4375601,890.6336919
200789_at,1941.758607,1885.020444,1120.399914,1088.050583
200790_at,1167.474977,1148.4473,485.8308661,551.0626053
200791_s_at,5323.751276,4646.676698,11697.74632,10899.88584
200792_at,6329.268675,5990.980469,3083.05078,2773.065282
200793_s_at,372.9583824,366.5039562,283.3684512,305.0102481
200794_x_at,3686.896681,3223.935576,6362.722935,5859.274392
200795_at,31.19173094,33.30229316,19.87045576,18.37574746
200796_s_at,36.45880921,51.70672891,89.6512252,88.44657217
200797_s_at,3668.734664,3016.2541,7731.727981,6448.367855
200798_x_at,634.4085631,671.3482023,4242.044063,3748.069177
200799_at,3304.005619,3083.262747,8027.950788,6798.065311
200800_s_at,691.0662092,692.2466058,2340.724828,2274.714099
200801_x_at,24138.21371,25479.45253,31563.62546,31668.87494
200802_at,1861.196241,1697.549817,1736.916088,1605.823838
200803_s_at,1422.378589,1211.092777,2862.524665,2505.491988
200804_at,4326.120985,4536.694939,6306.914762,5526.88374
200805_at,2557.319064,2360.860451,2673.315518,2403.49213
200806_s_at,4697.203441,4417.450704,941.5398401,944.9664097
200807_s_at,6659.384191,6466.134456,1840.686576,1673.680088
200808_s_at,658.029632,639.4302348,1971.886316,1839.529848
200809_x_at,18930.26669,18656.48418,14976.74931,13953.27671
200810_s_at,8786.909455,8377.31758,7380.648641,6318.88894
200811_at,8597.470157,8534.946834,6653.438274,5794.711275
200812_at,2625.158354,2416.960314,944.5430465,922.4782564
200813_s_at,4385.025948,3836.873351,3962.292345,3332.071584
200814_at,6748.800174,6399.184822,5970.27422,5587.182974
200815_s_at,801.3802588,797.3982352,1286.396033,1198.849481
200816_s_at,1935.354026,1895.263543,2024.696684,1727.682654
200817_x_at,17189.46194,16777.1037,14745.41903,13651.79308
200818_at,7439.185727,6705.95057,4369.286434,3818.085506
200819_s_at,19428.90148,19150.64621,13515.69431,12480.52868
200820_at,2497.743759,2502.310561,1572.366927,1458.294081
200821_at,556.9327938,571.0957449,1029.008372,1010.749763
200822_x_at,2335.251145,2106.005012,1953.060792,1740.832299
200823_x_at,19148.26868,19320.8247,13964.42001,13143.26048
200824_at,7235.576869,6725.763057,3796.055491,3552.313237
200825_s_at,534.4825246,531.6668376,365.0107431,361.5077149
200826_at,6081.748755,5470.192964,2986.838088,2427.389862
200827_at,260.6473479,271.3294136,346.2618173,346.9957971
200828_s_at,2262.440827,2098.993719,1530.970644,1411.572881
200829_x_at,3091.177614,2867.208034,2046.097461,1771.729745
200830_at,2668.779543,2461.999004,1716.553704,1605.750279
200831_s_at,798.3551494,773.8561712,129.4958065,139.6013658
200832_s_at,1364.965928,1338.052872,347.8248464,321.1911686
200833_s_at,11458.54763,10981.41343,11377.99725,10223.97932
200834_s_at,12310.59291,11915.48746,7035.859473,5695.20544
200835_s_at,686.2080344,714.5262201,414.8772416,454.0133941
200836_s_at,609.2474592,596.9342261,431.6218512,424.8208075
200837_at,1766.778515,1804.130601,1616.388029,1526.963854
200838_at,834.6223926,741.263419,2857.814814,2586.296414
200839_s_at,2700.055331,2779.333092,7196.584849,6285.592558
200840_at,6616.130964,6459.607162,3958.428148,3243.011014
200841_s_at,152.8582941,179.8722937,93.68309712,101.9956825
200842_s_at,1070.907337,983.852028,410.4774175,399.8419419
200843_s_at,2001.588954,1937.098785,891.4437516,852.3325502
200844_s_at,5709.114107,5354.576813,3731.432023,3265.239514
200845_s_at,3265.355489,2953.473705,2248.469238,1861.003899
200846_s_at,3538.714521,3285.756918,4107.132676,3659.648042
200847_s_at,4998.672284,4867.700546,7307.431685,6343.125339
200848_at,707.5019026,730.140237,511.3217204,545.6327753
200849_s_at,1233.20493,1201.528689,865.0009902,800.3617553
200850_s_at,2806.104679,2582.652432,2105.194676,1796.204624
200851_s_at,1485.905744,1376.056288,1861.285793,1616.198855
200852_x_at,233.2769129,228.0505684,463.2682977,514.6462538
200853_at,3753.808576,3298.979519,2812.07989,2418.86006
200854_at,1253.297329,1156.563856,1222.797211,1134.826285
200855_at,400.0204558,405.4562806,494.5933092,534.7797847
200856_x_at,329.0969114,316.0225009,469.0717495,441.5275309
200857_s_at,420.4665791,428.1645881,405.7348236,424.9722906
200858_s_at,18477.20021,17974.18691,15292.99479,14106.03441
200859_x_at,1025.751881,987.4951083,1944.173556,1693.046235
200860_s_at,3400.931879,3189.672418,2804.888705,2506.571425
200861_at,1343.473427,1221.507806,1026.362016,899.1011028
200862_at,950.4751011,906.7664446,204.7461052,228.8323128
200863_s_at,4265.257353,4026.090636,3815.234763,3381.99056
200864_s_at,359.974662,388.654455,338.000915,345.4238169
200865_at,14.59081453,12.01358009,9.786898574,12.38507964
200866_s_at,1165.057947,1097.956624,4533.113337,4168.90436
200867_at,1991.818998,1813.560992,1678.416947,1453.900011
200868_s_at,835.8294583,800.0009012,823.4835203,803.8460639
200869_at,18368.76613,17636.19655,12315.96282,11263.53385
200870_at,3242.787011,3139.833337,1991.175842,1667.733357
200871_s_at,4349.051645,4073.672447,12420.66763,11696.67374
200872_at,2416.300273,2064.289898,5834.815686,4917.496814
200873_s_at,5448.157176,5228.349649,3080.077929,2686.829926
200874_s_at,942.4392146,913.3967774,348.390425,375.9603212
200875_s_at,5858.023024,5540.947798,2730.212755,2421.312832
200876_s_at,4858.992935,4912.294624,3875.682765,3381.221035
200877_at,6971.301157,6863.881742,2581.442612,2317.362336
200878_at,103.5516187,113.0235015,162.7059857,174.663747
200879_s_at,40.07120027,37.12314926,42.98175914,41.14757835
200880_at,1320.627707,1289.111662,852.1471002,798.7009821
200881_s_at,3346.175723,3024.015209,2498.826792,2316.664234
200882_s_at,5884.227359,5247.377417,5083.96637,4487.035672
200883_at,2753.920367,2824.460279,1781.117194,1599.823906
200884_at,316.313816,330.2110793,107.0103881,101.5076227
200885_at,218.6102728,215.6087755,270.3720224,272.1360993
200886_s_at,2284.909332,2092.71161,3101.080034,2750.904307
200887_s_at,700.9892611,871.7247996,1327.853108,1154.773981
200888_s_at,19104.64892,18292.29035,16621.88427,15757.09706
200889_s_at,731.2480122,712.0833284,780.8996454,799.4733666
200890_s_at,410.2522179,385.7990428,399.3844605,407.3252673
200891_s_at,5634.412949,5024.316003,5152.09564,4264.168562
200892_s_at,3437.609452,3233.611301,1498.88196,1407.436118
200893_at,5547.217798,4960.690225,3226.881277,2751.705186
200894_s_at,979.7514492,1008.515659,278.1860949,324.4853935
200895_s_at,3801.620031,3647.173821,1034.111336,916.9343213
200896_x_at,3863.413538,3707.808606,2557.440807,2219.128682
200897_s_at,98.54410189,119.3533199,179.8146081,152.7950094
200898_s_at,1091.459761,1115.558871,2433.837339,2198.986791
200899_s_at,3324.624402,3343.843382,5390.132323,4528.42604
200900_s_at,382.1313982,408.2226727,306.218043,321.9315899
200901_s_at,2267.41177,2094.973524,1848.27038,1624.158929
200902_at,3326.106695,3138.861221,3816.175938,3238.610588
200903_s_at,1762.595458,1842.965589,473.072394,496.9213585
200904_at,8769.353366,7691.826338,16041.81544,14472.09272
200905_x_at,4761.541966,4337.640036,9983.996637,8770.178724
200906_s_at,81.58803823,101.0554939,100.4574516,108.3366812
200907_s_at,120.5470596,134.2981941,168.2428508,175.7157937
200908_s_at,21148.32897,21694.69771,21552.38778,20588.8215
200909_s_at,22929.23398,22265.83827,20841.4275,19532.34948
200910_at,7704.599561,7482.000709,3211.850443,2988.19529
200911_s_at,1986.609663,1776.327839,2348.807901,2082.034312
200912_s_at,6542.551072,6023.645184,5971.892107,5106.461101
200913_at,1109.642676,1043.130427,632.3098576,636.3345939
200914_x_at,128.7174453,130.0477335,93.68414544,85.88111543
200915_x_at,1495.965197,1579.873223,1047.793333,979.8561653
200916_at,2569.644681,2435.281647,3780.601301,3257.412084
200917_s_at,78.12680681,87.14317658,77.38319043,92.21797298
200918_s_at,2812.877722,2459.167432,3093.565041,2520.433401
200919_at,563.0016264,501.6381465,1453.003941,1500.181628
200920_s_at,602.638729,623.0689424,3374.394396,3067.363799
200921_s_at,2228.151552,2039.961071,6819.32477,6087.091861
200922_at,365.10279,378.587067,283.2313878,286.7618034
200923_at,201.3690584,211.6330285,208.0425552,221.0274246
200924_s_at,346.1717103,369.9107019,310.8913322,350.3627474
200925_at,2784.3447,2408.822644,2229.272959,1949.321381
200926_at,20359.67568,19886.08247,17909.89879,16611.92863
200927_s_at,945.8224269,851.3867839,1025.155115,923.8436497
200928_s_at,101.7318077,105.2736584,97.3709682,108.2827305
200929_at,538.8175836,510.7425109,477.6403073,457.606806
200930_s_at,37.01719803,45.67685412,52.84845665,36.87862604
200931_s_at,3847.983786,3410.096174,4322.37433,3595.172258
200932_s_at,1416.314664,1315.380154,1035.236334,888.1822111
200933_x_at,20370.27908,19726.59866,18623.9012,17680.71624
200934_at,4725.579605,4640.98405,4092.637391,3398.148168
200935_at,123.4367991,135.0390184,90.56333472,109.3280954
200936_at,14649.20692,13836.14907,10758.56565,9821.838249
200937_s_at,21298.59802,21202.18854,16397.40562,14926.32104
200938_s_at,49.04747681,54.40592595,58.59775963,55.19182511
200939_s_at,46.56284821,40.19865694,54.67238722,68.14941323
200940_s_at,5103.860659,4849.188298,6205.093209,5094.963344
200941_at,3747.056272,3439.008253,2720.264872,2467.620724
200942_s_at,1538.464165,1442.656155,1278.480137,1250.915267
200943_at,6357.502054,5950.476697,5134.613807,4212.102612
200944_s_at,9660.802487,9725.199425,7726.339513,6438.01364
200945_s_at,1525.071807,1475.653921,1269.02884,1134.36186
200946_x_at,355.0597869,353.2410196,306.6373655,322.6028069
200947_s_at,1433.231266,1358.67948,1251.062154,1156.4881
200948_at,473.4377025,474.299636,419.0580612,413.7485012
200949_x_at,20927.32939,20227.55075,17950.3689,16901.84436
200950_at,917.7370235,832.657734,766.8951255,713.4018715
200951_s_at,262.2438674,235.4594743,143.7880648,162.8747564
200952_s_at,54.64516973,64.81505315,46.96398635,42.41511125
200953_s_at,7749.766845,7528.223786,6431.875506,5401.159739
200954_at,381.0652559,362.3475483,662.2333144,660.6109625
200955_at,2136.86854,1865.839929,1097.787063,1114.966042
200956_s_at,2511.411506,2424.667437,726.7191028,759.419394
200957_s_at,1947.054609,1829.99549,771.9094806,772.4006079
200958_s_at,2244.846958,2468.917017,7759.471808,6931.307823
200959_at,4594.387635,4442.398309,3754.785104,3236.288301
200960_x_at,1479.503932,1371.730638,988.7621526,936.8528279
200961_at,4285.369266,3811.045956,4497.023395,3760.639019
200962_at,319.8246142,351.4399712,200.2429207,204.9446194
200963_x_at,25341.60328,24663.76666,21766.16019,20587.53164
200964_at,5109.628305,4597.009991,3939.513668,3549.966993
200965_s_at,7054.03544,6709.17729,8581.277337,7443.859712
200966_x_at,7444.360313,7331.980142,9706.147606,9005.417658
200967_at,4383.229895,4055.970798,3165.685871,2883.967784
200968_s_at,2678.120394,2539.031764,1810.192957,1723.159727
200969_at,1975.322647,1838.510435,1505.2267,1309.008037
200970_s_at,552.7276327,546.3407086,554.0225218,533.1950324
200971_s_at,2556.701473,2255.28948,2684.897861,2340.095368
200972_at,2252.24389,2134.891637,687.8122384,691.1624376
200973_s_at,1206.419655,1127.785038,405.0995586,417.3397094
200974_at,176.5159006,169.9524983,177.7846215,195.7263358
200975_at,2089.928518,2126.542026,3465.774455,3112.794067
200976_s_at,1081.384295,942.4071833,1900.866138,1726.197836
200977_s_at,1158.012245,1148.588165,2637.717146,2247.923344
200978_at,1603.394492,1702.715494,1006.116667,950.1969882
200979_at,298.7888743,317.3312426,198.9173694,213.0315773
200980_s_at,3420.299807,3253.684198,1886.823104,1733.901848
200981_x_at,10343.71279,9849.229007,9028.810811,8213.673953
200982_s_at,2134.740978,1981.647251,2787.995585,2597.33782
200983_x_at,719.5754448,738.8984602,925.0832974,812.1638601
200984_s_at,470.1094296,537.741819,522.2238413,496.1831442
200985_s_at,3348.923327,3130.058535,2603.425237,2261.141592
200986_at,543.7016081,560.0941502,138.1923602,151.6543984
200987_x_at,446.5166052,422.9936988,440.3752603,438.3111111
200988_s_at,335.82374,345.2286208,315.1702394,318.4160145
200989_at,3127.326461,2989.35054,4674.945117,3682.035849
200990_at,2180.990263,1957.614253,695.6991048,691.7126478
200991_s_at,787.1248121,770.878629,728.4731399,752.0946115
200992_at,1014.400065,999.4608782,448.7143017,436.5320211
200993_at,788.4990486,716.0158824,333.7860619,383.260403
200994_at,501.8102559,530.5894042,271.0174187,289.8219025
200995_at,2178.554367,2054.439226,1091.371449,1055.794145
200996_at,3045.187936,2951.042752,6137.44222,4983.24292
200997_at,603.7966564,584.7389539,513.9831959,506.4637048
200998_s_at,101.8267146,98.14579983,683.0520832,624.0764208
200999_s_at,527.6186478,570.0671891,5592.086315,4777.614809
201000_at,1083.097174,1054.591435,488.1965809,525.4323836
201001_s_at,1247.694925,1092.093181,1081.162448,938.5712968
201002_s_at,3310.392915,3153.920866,2990.616458,2580.094544
201003_x_at,213.7190147,258.3495333,408.9505123,448.1420349
201004_at,6056.78135,5590.094627,4053.85031,3569.601703
201005_at,340.5406292,330.9751871,618.7989834,653.0108031
201006_at,71.8567398,84.23325442,69.18090907,79.58537449
201007_at,3044.136456,2744.03735,2401.794773,2101.444032
201008_s_at,951.1853195,973.00578,5507.179386,4873.234341
201009_s_at,1765.509968,1599.907599,7860.496341,7009.139208
201010_s_at,3694.298723,3297.919288,11252.74089,10943.6816
201011_at,672.9481931,733.8928947,706.1545995,671.5515566
201012_at,2257.648165,2043.526808,6494.416205,5731.505158
201013_s_at,1731.681993,1675.151479,371.7977584,373.9267848
201014_s_at,2794.980197,2490.475697,388.8644591,432.6590581
201015_s_at,472.1054945,484.4044363,145.7067649,157.4442698
201016_at,995.5917148,941.996523,487.5139993,440.7151936
201017_at,472.772412,472.7206786,225.1476158,249.274796
201018_at,983.351653,878.5155425,433.0222687,439.3823284
201019_s_at,626.4229013,642.6829447,286.4936668,289.0519904
201020_at,335.2950198,357.5042051,326.7865638,386.0094533
201021_s_at,609.9393497,583.9648877,436.3664882,417.4452941
201022_s_at,5188.090765,4831.507265,2783.13335,2398.373707
201023_at,1326.883486,1259.197351,1531.035624,1311.447513
201024_x_at,1895.854904,1782.193701,719.1065661,764.9001634
201025_at,276.4046088,290.3636052,136.0743284,165.2215421
201026_at,347.5924557,295.6663845,179.546286,186.3542101
201027_s_at,1088.247479,1040.630883,472.4675343,493.4037543
201028_s_at,4584.573611,4393.808006,2133.078772,1947.346819
201029_s_at,6416.81303,6099.668503,3591.645787,3152.634474
201030_x_at,16592.63465,16080.9078,9867.870239,8921.694142
201031_s_at,9333.55411,8569.236798,9236.371059,7762.522179
201032_at,4432.65125,4193.681433,5430.217659,4646.835482
201033_x_at,19149.55799,18325.46048,12542.24623,11221.60991
201034_at,3444.127708,3378.951978,8229.367154,7000.469476
201035_s_at,1498.396991,1473.145718,424.1875966,411.2973249
201036_s_at,1907.625521,1812.622212,522.1285798,532.5686646
201037_at,2067.5701,1894.493398,855.1956686,819.4261757
201038_s_at,2416.206834,2056.952463,2434.046359,2107.12421
201039_s_at,642.5089955,627.3719208,595.1884105,650.295338
201040_at,914.3000934,840.3103115,2149.0799,1735.176107
201041_s_at,2073.386868,2184.790493,8702.547252,7864.165383
201042_at,160.0074221,172.3246437,117.8280596,160.3501952
201043_s_at,1659.35323,1528.445252,1548.166327,1485.079696
201044_x_at,85.03759237,97.1097755,151.0726115,128.9760202
201045_s_at,110.8172596,109.2001125,128.8721112,109.7233665
201046_s_at,570.2327384,596.8843982,536.9102932,545.884489
201047_x_at,2493.334033,2234.134524,3412.955923,2921.625506
201048_x_at,68.35453525,76.75411845,85.34689853,108.9179377
201049_s_at,20661.69867,19539.474,18315.73969,17533.48804
201050_at,168.5910606,150.649457,146.116013,178.7591056
201051_at,4844.783509,4594.120777,4746.45288,4081.580213
201052_s_at,840.5891548,820.7018258,822.3627117,784.0086787
201053_s_at,2010.513376,1810.255404,1635.113525,1295.702839
201054_at,8179.663756,7417.219218,4310.549414,3620.071034
201055_s_at,806.1679188,748.8005206,607.689342,590.9996944
201056_at,271.7471347,250.8826894,182.8106346,206.1274741
201057_s_at,644.4887218,677.6216818,540.5515343,562.8883124
201058_s_at,716.8109804,692.8094058,439.2822498,455.3811075
201059_at,483.016918,461.5761328,280.9597488,327.1492292
201060_x_at,2100.12357,2269.12913,4313.275886,3714.430664
201061_s_at,3686.184733,3581.841035,6544.102019,5473.109114
201062_at,21.56874234,23.03213584,23.78202877,26.08388517
201063_at,2281.861992,2091.904669,771.5950919,777.7812911
201064_s_at,1140.384558,1149.482231,488.7084935,516.1707373
201065_s_at,4179.459594,3734.231792,4053.696478,3429.907661
201066_at,783.8265174,731.7976852,475.4830955,482.8336916
201067_at,94.76082263,103.7450766,62.582104,72.48282189
201068_s_at,2705.705776,2747.856003,1858.249207,1759.261453
201069_at,80.59803767,85.69283398,61.77636981,62.45046676
201070_x_at,1704.660607,1517.734627,2147.617663,1913.464791
201071_x_at,3587.470971,3431.501662,4608.648718,4056.486132
201072_s_at,338.9743826,359.5102258,199.589663,211.4945037
201073_s_at,192.6761438,240.3147018,135.3445055,135.1757887
201074_at,2082.931172,1840.981684,1147.064777,1049.841258
201075_s_at,830.8112929,768.6863171,420.0831281,430.4373771
201076_at,4284.568034,3963.045628,1987.635151,1815.667656
