	Lin-_1	MNC_1
201238_s_at	824.816212	1662.6848
201239_s_at	617.1484418	628.6279741
201240_s_at	1826.888158	1639.985614
201241_at	3818.381542	1549.492332
201242_s_at	237.225541	82.62861299
201243_s_at	2260.979004	744.917617
201244_s_at	1664.482586	3643.175962
201245_s_at	1231.434484	1157.174357
201246_s_at	178.3685378	150.5641689
201247_at	867.667606	376.9581111
201248_s_at	164.3239985	95.49658704
201249_at	40.0562078	88.35899001
201250_s_at	215.3664235	862.8089491
201251_at	2393.59355	3193.877408
201252_at	1463.935325	1136.222038
201253_s_at	624.9614778	787.5331098
201254_x_at	19240.95022	16884.76852
201255_x_at	2276.766123	2042.081443
201256_at	4463.025668	5065.524553
201257_x_at	29081.77386	27808.24976
201258_at	15414.94894	11443.39939
201259_s_at	1118.372702	474.3707945
201260_s_at	1192.647208	503.6474384
201261_x_at	71.84027644	77.88057944
201262_s_at	46.10947617	43.6429673
201263_at	3173.575484	1300.30971
201264_at	820.946695	779.1219292
201265_at	20.76591242	25.90887318
201266_at	2140.943659	1586.874828
201267_s_at	1417.080454	587.8361686
201268_at	9305.715854	2947.273001
201269_s_at	71.29726943	83.38257574
201270_x_at	2047.814045	1088.623207
201271_s_at	2406.477639	1918.215243
201272_at	3114.897325	1410.236839
201273_s_at	3223.950667	2898.333744
201274_at	1873.793576	1071.986584
201275_at	5573.589859	3113.786016
201276_at	663.9409365	869.8052428
201277_s_at	1719.422717	520.3695442
201278_at	1027.807194	668.6802001
201279_s_at	221.0078113	155.5756545
201280_s_at	146.35117	129.669583
201281_at	550.5374856	455.0800461
201282_at	216.9145868	260.3020416
201283_s_at	57.42594026	67.01592171
201284_s_at	831.2837049	488.024776
201285_at	2866.298145	6927.369437
201286_at	45.60998132	40.71212973
201287_s_at	38.96034869	42.83851208
201288_at	9370.995065	11302.16534
201289_at	60.59714579	26.27193933
201290_at	6115.472957	6477.565509
201291_s_at	548.9858497	190.4559466
201292_at	608.5170192	203.0009124
201293_x_at	15914.65939	11132.56694
201294_s_at	89.9160299	170.4894616
201295_s_at	21.02923936	50.42004024
201296_s_at	752.8320267	1248.259319
201297_s_at	231.3824171	560.1856486
201298_s_at	592.1106606	1306.572487
201299_s_at	126.258031	163.9901751
201300_s_at	1084.550092	965.835746
201301_s_at	622.5313372	637.3847033
201302_at	614.251383	649.6352243
201303_at	3457.621242	2152.447757
201304_at	734.8019777	655.501116
201305_x_at	15549.57397	10131.19637
201306_s_at	12528.84052	8027.315579
201307_at	1358.97351	422.4904507
201308_s_at	17.8362608	11.92232349
201309_x_at	303.2778072	96.5863606
201310_s_at	7069.762229	1531.676226
201311_s_at	3265.933463	4034.338568
201312_s_at	3104.714446	3356.882114
201313_at	468.0997333	214.8101777
201314_at	281.4390261	206.0999264
201315_x_at	7025.933107	19784.39112
201316_at	1226.208992	768.910152
201317_s_at	2748.468645	1995.096533
201318_s_at	9275.507954	12868.37772
201319_at	461.45401	1061.257005
201320_at	393.5692416	266.5688466
201321_s_at	441.2338204	362.9509008
201322_at	7706.553288	4534.947214
201323_at	3379.981208	767.024464
201324_at	143.3481002	42.08386455
201325_s_at	43.84773979	28.81152241
201326_at	2530.656593	1076.345109
201327_s_at	3784.883986	1742.911154
201328_at	5116.51299	4908.494771
201329_s_at	386.1954006	415.4789294
201330_at	599.6582312	311.8495241
201331_s_at	3047.404504	7868.053566
201332_s_at	319.6379473	805.2002115
201333_s_at	49.53205912	80.7417703
201334_s_at	1035.614315	983.7926534
201335_s_at	78.84442767	81.98294631
201336_at	1462.568193	2671.383315
201337_s_at	117.3488079	250.4981546
201338_x_at	4622.194851	3234.520798
201339_s_at	859.9546479	1016.912508
201340_s_at	32.33205304	47.00990131
201341_at	106.3166226	403.5722581
201342_at	986.9301092	549.8413293
201343_at	1683.947423	1557.434973
201344_at	266.6960565	191.4920906
201345_s_at	1916.448831	1843.305106
201346_at	1133.386371	955.2442651
201347_x_at	2391.451174	1085.147625
201348_at	18.4158485	19.6429286
201349_at	1195.745405	1949.63097
201350_at	906.2682205	3096.468568
201351_s_at	524.0022602	664.1089048
201352_at	2079.157707	1949.024169
201353_s_at	67.10661469	129.1260169
201354_s_at	960.0083622	1278.389109
201355_s_at	268.4845775	211.8826508
201356_at	826.4972158	833.8683619
201357_s_at	734.8664307	660.602692
201358_s_at	2071.112885	2143.499214
201359_at	1667.208316	1428.12495
201360_at	1028.990741	2016.989356
201361_at	349.0062971	233.4227972
201362_at	1838.783463	3402.868056
201363_s_at	942.3276948	1959.912999
201364_s_at	730.4337743	1420.106884
201365_at	4950.524879	8177.433009
201366_at	1066.031928	1069.456878
201367_s_at	97.21152071	76.02732257
201368_at	8717.130752	8318.836838
201369_s_at	587.3297089	326.937975
201370_s_at	446.292016	550.453088
201371_s_at	2224.843299	2846.744019
201372_s_at	119.6579896	125.4072509
201373_at	152.0543873	359.7338079
201374_x_at	56.88570722	65.49450925
201375_s_at	813.1024829	679.6659692
201376_s_at	676.0125102	693.8800995
201377_at	1799.187044	1089.973507
201378_s_at	1465.377763	765.8928002
201379_s_at	1378.78108	2579.535334
201380_at	281.7947309	224.2606259
201381_x_at	2631.202204	1378.038111
201382_at	225.0009235	125.5579106
201383_s_at	167.7781728	324.8992238
201384_s_at	1587.456178	2970.869209
201385_at	1840.384972	1032.374723
201386_s_at	3093.359769	1726.7747
201387_s_at	347.8251675	49.77612558
201388_at	652.6916438	382.8599068
201389_at	2196.523289	2823.406649
201390_s_at	6909.326787	4888.653729
201391_at	1003.865312	492.2727214
201392_s_at	78.5866693	958.5789016
201393_s_at	92.39573223	1649.240838
201394_s_at	2307.562791	2392.188628
201395_at	3149.508362	3391.336621
201396_s_at	308.5456339	197.8476813
201397_at	404.314418	101.6276044
201398_s_at	3342.314407	3315.236319
201399_s_at	610.6446117	874.1352702
201400_at	2870.365314	3834.459883
201401_s_at	251.0939209	351.8635033
201402_at	56.7607518	80.46555286
201403_s_at	3669.662709	2340.661653
201404_x_at	57.06867923	49.75085696
201405_s_at	3011.571072	1695.22752
201406_at	13040.70367	8550.970402
201407_s_at	2489.230907	4522.362775
201408_at	1769.247878	2306.053262
201409_s_at	1650.423012	2743.831477
201410_at	2324.649273	3276.622924
201411_s_at	752.3088852	814.1655575
201412_at	476.5350888	2253.869808
201413_at	2671.662287	1937.875071
201414_s_at	1602.828052	1057.213515
201415_at	1542.219489	599.7643812
201416_at	1106.951566	196.0216367
201417_at	2754.614719	703.9280655
201418_s_at	4715.058577	802.3462857
201419_at	861.0588811	571.3897139
201420_s_at	491.6879972	325.1760809
201421_s_at	1081.829087	655.8048422
201422_at	375.4732181	9545.635646
201423_s_at	499.601247	388.2674952
201424_s_at	1443.387176	1284.444197
201425_at	1138.68114	3523.029309
201426_s_at	9244.780112	11356.74804
201427_s_at	252.7017099	66.90360731
201428_at	21.65200166	22.16849439
201429_s_at	28258.32847	25059.52274
201430_s_at	77.88249396	18.87439347
201431_s_at	146.9005616	25.57131665
201432_at	4745.107537	4386.417896
201433_s_at	4729.342527	3103.146337
201434_at	1165.164331	892.0176443
201435_s_at	942.4995896	816.6918009
201436_at	620.4432063	369.0491899
201437_s_at	3418.255346	2953.452638
201438_at	103.0877106	139.5572565
201439_at	262.5408553	298.4466061
201440_at	608.3865298	561.8397424
201441_at	8593.655357	6473.773754
201442_s_at	97.87371128	136.9094707
201443_s_at	1785.11514	3108.349268
201444_s_at	243.7247101	447.6459655
201445_at	55.73030068	16.41348806
201446_s_at	302.0318281	280.4760054
201447_at	695.1790111	573.7913226
201448_at	1197.01134	1144.761331
201449_at	1208.614136	1184.705166
201450_s_at	965.7551483	817.5685955
201451_x_at	366.9285556	247.8255234
201452_at	61.25729625	60.44177492
201453_x_at	2124.504926	1458.139977
201454_s_at	530.4558732	797.6020194
201455_s_at	1288.590108	1545.445648
201456_s_at	502.4879687	505.4215838
201457_x_at	1205.435279	1007.748141
201458_s_at	2346.200163	2408.401092
201459_at	3416.959295	758.1089245
201460_at	2136.062697	2598.759986
201461_s_at	73.72325088	113.4784068
201462_at	1211.29471	395.2191351
201463_s_at	9666.076129	12917.34979
201464_x_at	1856.572871	1032.674815
201465_s_at	1791.111879	607.0614192
201466_s_at	1167.001203	447.3771815
201467_s_at	73.51477486	39.84810455
201468_s_at	156.1373169	72.89206174
201469_s_at	164.3331105	181.5396522
201470_at	5390.907404	4359.732043
201471_s_at	613.8353503	1092.804439
201472_at	3740.567599	3226.251068
201473_at	705.5805415	2588.524252
201474_s_at	48.76965063	54.37378077
201475_x_at	2038.929635	1834.124263
201476_s_at	155.6279996	68.25075456
201477_s_at	1840.203894	713.1407412
201478_s_at	900.9404196	316.2519702
201479_at	1672.268123	636.5753161
201480_s_at	444.0724473	459.0982586
201481_s_at	277.4572405	274.476304
201482_at	578.2289487	887.271662
201483_s_at	2453.295778	3538.788395
201484_at	533.5301043	817.1657473
201485_s_at	416.7667055	302.2417205
201486_at	737.1709228	576.7616112
201487_at	581.6660599	1022.009389
201488_x_at	694.7952822	560.4585027
201489_at	1958.327801	1366.027708
201490_s_at	583.538158	439.0462862
201491_at	2641.38279	1409.572439
201492_s_at	27400.09588	26795.96288
201493_s_at	2215.414252	2846.701207
201494_at	824.5369162	1283.001289
201495_x_at	192.2363056	328.8710586
201496_x_at	88.78972144	99.39354944
201497_x_at	48.35768499	48.85009748
201498_at	1320.575201	1537.171619
201499_s_at	1847.910834	2402.798505
201500_s_at	369.6076561	559.6679141
201501_s_at	2885.76789	1996.41817
201502_s_at	2701.720275	3035.316244
201503_at	2267.858351	1443.8176
201504_s_at	300.0089024	214.9719463
201505_at	46.64286743	21.81505118
201506_at	336.3333462	2380.508339
201507_at	949.1609391	705.5826173
201508_at	54.85784594	89.41068032
201509_at	2671.709851	1953.778777
201510_at	39.30421176	50.03560502
201511_at	326.9606276	237.9511931
201512_s_at	304.6634462	183.5335873
201513_at	1075.796996	659.066097
201514_s_at	495.2904173	326.2273621
201515_s_at	3123.354476	1483.293064
201516_at	1333.680294	381.7627556
201517_at	3240.836577	1882.034796
201518_at	2179.011382	1405.430979
201519_at	2011.529852	1024.750389
201520_s_at	1623.371027	1230.047808
201521_s_at	569.7899732	287.2954405
201522_x_at	2121.249731	1342.508064
201523_x_at	286.1758763	241.610441
201524_x_at	1305.418356	1093.717925
201525_at	18.06207299	19.94464069
201526_at	734.6596482	1009.070033
201527_at	1389.646269	1058.709885
201528_at	1027.887039	762.3016702
201529_s_at	504.7945342	345.892696
201530_x_at	8556.637353	4748.911215
201531_at	1196.136958	4056.607972
201532_at	2363.001059	1185.393128
201533_at	1235.562487	1700.483776
201534_s_at	273.8277855	857.6087395
201535_at	429.2331716	807.9830927
201536_at	407.4281628	366.8432279
201537_s_at	541.713892	538.2444135
201538_s_at	53.84612784	70.14084556
201539_s_at	93.58691465	42.00721558
201540_at	2009.543256	450.4519419
201541_s_at	2491.413234	1965.756707
201542_at	4183.858718	4746.083401
201543_s_at	621.1902388	717.8310275
201544_x_at	2918.200125	1310.945129
201545_s_at	335.7633659	293.7447362
201546_at	2621.718472	3486.668649
201547_at	25.40950286	21.81655827
201548_s_at	663.8549387	345.6591638
201549_x_at	1049.436868	473.0871582
201550_x_at	9468.569584	10956.54428
201551_s_at	64.1211791	94.56915982
201552_at	1087.120368	1557.830762
201553_s_at	9349.017465	11268.20741
201554_x_at	382.6191375	2455.054534
201555_at	1203.700937	394.8594079
201556_s_at	300.3231609	569.8244617
201557_at	1989.460439	2806.271414
201558_at	1602.086519	1919.481135
201559_s_at	48.97391756	38.71950447
201560_at	972.8442938	575.029885
201561_s_at	1808.117963	1226.456546
201562_s_at	421.0992175	245.7640139
201563_at	1944.588247	1013.996532
201564_s_at	1601.309091	120.936439
201565_s_at	478.2231931	1226.398648
201566_x_at	289.7643476	712.5527032
201567_s_at	206.1416248	231.8666044
201568_at	1732.063277	933.7019575
201569_s_at	3855.65037	1700.129337
201570_at	2199.88105	956.0301616
201571_s_at	388.8310451	172.8118881
201572_x_at	330.4551304	168.7237493
201573_s_at	1268.976596	837.2649563
201574_at	1300.782093	837.0402407
201575_at	3216.956136	2457.787464
201576_s_at	1011.2455	1178.246924
201577_at	3120.952448	507.8965968
201578_at	208.2196102	97.44927861
201579_at	42.1745846	39.67154357
201580_s_at	266.2388329	391.0743185
201581_at	739.8681685	1429.038321
201582_at	279.0583951	410.3490658
201583_s_at	1108.28578	1058.042951
201584_s_at	1356.0131	711.0824823
201585_s_at	316.433412	203.6223109
201586_s_at	4672.357682	2597.423291
201587_s_at	1711.894251	1000.373164
201588_at	5881.807106	3381.413178
201589_at	1517.496924	1306.146941
201590_x_at	1997.434816	6410.006559
201591_s_at	825.6961399	737.7386401
201592_at	13748.70325	9615.066763
201593_s_at	696.0240236	421.1312127
201594_s_at	994.0770765	2121.595515
201595_s_at	1203.346444	807.371881
201596_x_at	180.3739093	98.81848961
201597_at	2902.44989	2137.936721
201598_s_at	184.2064225	208.0537243
201599_at	1136.411158	1475.486357
201600_at	3936.911748	1785.344634
201601_x_at	3525.216267	13363.22821
201602_s_at	562.5861027	1016.124651
201603_at	1462.796087	2764.124286
201604_s_at	1345.525654	2841.265811
201605_x_at	7589.571963	11207.45628
201606_s_at	296.6415293	165.7167988
201607_at	527.3686663	348.0314725
201608_s_at	1796.662484	993.0721569
201609_x_at	660.2946714	432.8315138
201610_at	98.4346385	68.05787422
201611_s_at	475.5455822	298.2969714
201612_at	550.8692871	765.0063203
201613_s_at	2614.734397	2401.588695
201614_s_at	1051.681842	372.3669354
201615_x_at	233.2290459	172.5241191
201616_s_at	42.85647748	42.04540756
201617_x_at	55.19689676	52.82644616
201618_x_at	553.9208678	397.1934549
201619_at	3890.527301	2911.895951
201620_at	804.5759661	624.9897597
201621_at	271.6233331	66.86896604
201622_at	639.4538032	369.5566405
201623_s_at	2832.860843	1298.034559
201624_at	745.0489547	498.1274529
201625_s_at	86.05545257	60.23981853
201626_at	1277.747283	987.3316649
201627_s_at	160.3858161	106.2361751
201628_s_at	804.6692164	918.615862
201629_s_at	617.9484875	444.7347532
201630_s_at	1440.055956	1006.001584
201631_s_at	370.8926128	4819.361994
201632_at	1177.767435	878.9434898
201633_s_at	248.9959132	207.9165757
201634_s_at	356.4004598	272.2105457
201635_s_at	499.0604086	264.7034304
201636_at	254.2041891	210.5096591
201637_s_at	4120.28586	2366.879137
201638_s_at	36.64306226	31.79776549
201639_s_at	671.6781516	322.0759535
201640_x_at	198.6787952	233.3545516
201641_at	690.1155626	450.001243
201642_at	653.826176	3703.541167
201643_x_at	892.5533669	1231.048321
201644_at	233.2722927	236.6162174
201645_at	18.15858368	16.90991778
201646_at	159.7208439	121.478081
201647_s_at	59.40527329	52.74733233
201648_at	1818.114341	4409.183443
201649_at	4223.410132	2554.374094
201650_at	40.33833865	47.854506
201651_s_at	1131.806273	2215.335537
201652_at	1067.273735	883.33283
201653_at	768.7109984	621.8229747
201654_s_at	159.78741	70.66455185
201655_s_at	446.0744167	70.69141933
201656_at	1193.446977	2298.522745
201657_at	231.0399435	116.5870081
201658_at	487.3570202	290.0791382
201659_s_at	738.9548262	451.8448579
201660_at	170.1379706	192.8043128
201661_s_at	307.6221599	355.8678028
201662_s_at	586.2194249	778.953708
201663_s_at	336.5016919	498.6549348
201664_at	2539.614173	2869.492288
201665_x_at	17307.39612	14189.40592
201666_at	1947.850903	2665.230169
201667_at	29.13452423	27.18545104
201668_x_at	56.96852313	116.067753
201669_s_at	1105.265305	3762.108724
201670_s_at	976.1373456	2862.670921
201671_x_at	147.8989434	88.26576765
201672_s_at	1121.557463	591.0975895
201673_s_at	281.2896062	299.6198834
201674_s_at	162.0503871	95.59417567
201675_at	955.1552341	478.8639405
201676_x_at	8535.420403	6150.082621
201677_at	409.4540817	342.5117259
201678_s_at	861.9089195	812.3229304
201679_at	272.5913535	181.6865298
201680_x_at	2206.087385	1354.213318
201681_s_at	542.2053492	891.0557905
201682_at	5188.19323	2685.367405
201683_x_at	100.7830737	121.051379
201684_s_at	577.5452073	764.042725
201685_s_at	586.5989061	690.8670643
201686_x_at	75.15541556	68.39015183
201687_s_at	3676.384609	2928.721038
201688_s_at	76.24638981	70.78638123
201689_s_at	178.428775	150.4533781
201690_s_at	451.2547492	231.67782
201691_s_at	103.9514026	69.70466844
201692_at	475.6964293	316.6410715
201693_s_at	60.11084359	82.90500091
201694_s_at	7488.414269	6509.39259
201695_s_at	594.1501515	992.1182266
201696_at	482.6926904	465.8833826
201697_s_at	473.0169119	265.5299067
201698_s_at	3599.380392	2341.29316
201699_at	3018.389102	2774.156336
201700_at	1903.402656	4011.943833
201701_s_at	1538.479935	981.6782711
201702_s_at	489.2484486	495.1994188
201703_s_at	338.4425541	352.6963328
201704_at	434.6966059	409.5600079
201705_at	717.299267	491.6853044
201706_s_at	180.3996324	168.7072782
201707_at	475.6818804	412.8958045
201708_s_at	513.390105	222.9064807
201709_s_at	1321.613729	550.343447
201710_at	131.3068927	77.1462362
201711_x_at	424.0126197	325.5825445
201712_s_at	298.6163893	205.1823464
201713_s_at	2158.838301	1889.80122
201714_at	253.4786137	115.5580947
201715_s_at	281.5402657	320.9859298
201716_at	571.5943827	833.511641
201717_at	1371.259367	813.0573151
201718_s_at	77.50998161	39.3274139
201719_s_at	896.0176158	470.5870958
201720_s_at	2771.406537	7798.934401
201721_s_at	5291.428355	9954.507755
201722_s_at	4046.246176	2543.317824
201723_s_at	1155.868691	579.4787872
201724_s_at	2378.200719	1566.418192
201725_at	1449.701272	1179.724497
201726_at	955.1046314	581.8029873
201727_s_at	226.7442943	113.5022753
201728_s_at	325.8525019	235.0148055
201729_s_at	894.9590724	531.095893
201730_s_at	573.8809371	540.1817703
201731_s_at	4225.48432	3738.845619
201732_s_at	132.2142345	123.9003652
201733_at	80.45257844	87.06425499
201734_at	1032.965628	1565.234799
201735_s_at	461.2582811	487.8827173
201736_s_at	1919.434869	1875.356661
201737_s_at	428.7775991	414.8288334
201738_at	2942.403813	3145.293361
201739_at	618.7921599	2960.792337
201740_at	4186.529052	1931.10708
201741_x_at	34.60611716	24.79109172
201742_x_at	503.8921185	367.2327019
201743_at	109.6567652	4763.610736
201744_s_at	17.24583061	11.3067227
201745_at	448.9359879	863.872683
201746_at	3949.721371	2248.294128
201747_s_at	186.1306694	173.2818116
201748_s_at	410.3155685	381.6155073
201749_at	151.5444534	393.8846281
201750_s_at	78.01569304	156.1252
201751_at	1133.589431	791.2269236
201752_s_at	644.5334879	1586.877534
201753_s_at	358.6149758	875.8160395
201754_at	5423.595184	3309.402057
201755_at	281.6038937	110.2143255
201756_at	442.5304204	668.9737078
201757_at	8120.145347	3665.433485
201758_at	1575.679045	1781.879146
201759_at	177.5577644	163.1858707
